Manufacturer,Model,Description,Transmission,Transmission type,Engine Capacity,Fuel Type,Electric energy consumption Miles/kWh,wh/km,Electric range (Km),Electric range (miles),Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost of driving 12000 Miles (£s),Electricity cost of driving 12000 Miles (£s),Total costs 12000 miles (£s),Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [mg/km],Euro Standard,Booklet,VED Band
VAUXHALL,"Agila, Model Year 2012",1.0l 12V ecoFLEX,Manual,M5,996,Petrol,,,,,5.6,4.3,4.8,50.4,65.7,58.9,109,"£1,278.00",,"£1,278.00",71.0,556,41,8,,,5,August 2013,B
VAUXHALL,"Agila, Model Year 2012",1.2l 16V VVT,Automatic,A4,1242,Petrol,,,,,7.0,5.0,5.7,40.4,56.5,49.6,133,"£1,518.00",,"£1,518.00",69.0,433,47,6,,,5,August 2013,E
VAUXHALL,"Agila, Model Year 2012",1.2l 16V VVT ecoFLEX,Manual,M5,1242,Petrol,,,,,6.1,4.5,5.1,46.3,62.8,55.4,119,"£1,359.00",,"£1,359.00",70.0,833,54,8,,,5,August 2013,C
VAUXHALL,"Ampera, Model Year 2012",Earth EV & 1.4,Automatic,E-CVT,1398,Electricity/Petrol,4.6,135,87,54,N/A,N/A,1.2,N/A,N/A,235.4,27,£320.00,£378.00,£698.00,69.0,178,16,1,,,5,August 2013,A
VAUXHALL,"Ampera, Model Year 2012",Electron EV & 1.4,Automatic,E-CVT,1398,Electricity/Petrol,4.6,135,87,54,N/A,N/A,1.2,N/A,N/A,235.4,27,£320.00,£378.00,£698.00,69.0,178,16,1,,,5,August 2013,A
VAUXHALL,"Ampera, Model Year 2012",Positiv EV & 1.4,Automatic,E-CVT,1398,Electricity/Petrol,4.6,135,87,54,N/A,N/A,1.2,N/A,N/A,235.4,27,£320.00,£378.00,£698.00,69.0,178,16,1,,,5,August 2013,A
VAUXHALL,"Antara 5 Door SUV, Model Year 2011",2.2 CDTi 163PS SE AWD,Manual,M6,2231,Diesel,,,,,8.6,5.6,6.6,32.8,50.4,42.8,175,"£1,848.00",,"£1,848.00",72.0,248,,176,198,0.3,5,August 2013,H
VAUXHALL,"Antara 5 Door SUV, Model Year 2011",2.2 CDTi 163PS Z22D1 ,Automatic,A6,2231,Diesel,,,,,10.3,6.4,7.8,27.4,44.1,36.2,205,"£2,185.00",,"£2,185.00",71.0,324,,122,154,0,5,August 2013,K
VAUXHALL,"Antara 5 Door SUV, Model Year 2011",2.2 CDTi Exclusiv FWD 163PS                                                                                   ,Manual,M6,2231,Diesel,,,,,8.2,5.2,6.3,34.4,54.3,44.8,167,"£1,766.00",,"£1,766.00",72.0,305,,147,174,0,5,August 2013,H
VAUXHALL,"Antara 5 Door SUV, Model Year 2012",2.2CDTi 163PS AWD Exclusiv,Manual,M6,2231,Diesel,,,,,8.6,5.6,6.6,32.8,50.4,42.8,175,"£1,848.00",,"£1,848.00",72.0,248,,176,198,0.3,5,August 2013,H
VAUXHALL,"Antara 5 Door SUV, Model Year 2012","2.4i 167PS with 17"" wheels",Manual,M6,2384,Petrol,,,,,11.7,7.1,8.8,24.1,39.8,32.1,206,"£2,345.00",,"£2,345.00",74.0,869,46,18,,,5,August 2013,K
VAUXHALL,"Antara 5 Door SUV, Model Year 2013","2.2 CDTi Exclusive 163PS FWD with Start/Stop and 17"" wheels",Manual,M6,2231,Diesel,,,,,7.5,5.2,6.1,37.7,54.3,46.3,160,"£1,708.00",,"£1,708.00",72.0,278,,136,167,0.9,5,August 2013,G
VAUXHALL,"Astra 3 Door Hatchback, Model Year 2011",1.6i 16v VVT,Manual,M5,1598,Petrol,,,,,8.4,5.0,6.2,33.6,56.5,45.6,146,"£1,651.00",,"£1,651.00",72.0,406,56,21,,,5,August 2013,F
VAUXHALL,"Astra 3 Door Hatchback, Model Year 2012",GTC Sport 16V 130PS Start/Stop,Manual,M6,1686,Diesel,,,,,5.2,4.1,4.5,54.3,68.9,62.8,119,"£1,260.00",,"£1,260.00",72.0,229,,105,129,0.3,5,August 2013,C
VAUXHALL,"Astra 3 Door Hatchback, Model Year 2013","GTC Sport 1.7CDTi 16V 130PS Start/Stop with 17"" wheels",Manual,M6,1686,Diesel,,,,,5.2,4.1,4.5,54.3,68.9,62.8,119,"£1,260.00",,"£1,260.00",72.0,229,,105,129,0.3,5,August 2013,C
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2011",1.4i 16v VVT 100PS,Manual,M5,1398,Petrol,,,,,7.1,4.6,5.5,39.8,61.4,51.4,129,"£1,465.00",,"£1,465.00",70.0,437,41,16,,,5,August 2013,D
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2011",1.6l SE 16V VVT 115PS,Automatic,A6,1598,Petrol,,,,,9.8,5.6,7.1,28.8,50.4,39.8,167,"£1,892.00",,"£1,892.00",72.0,378,16,7,,,5,August 2013,H
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2011",1.6l SRI 16V Turbo 180PS,Manual,M6,1598,Petrol,,,,,8.9,5.6,6.8,31.7,50.4,41.5,160,"£1,814.00",,"£1,814.00",72.0,356,44,26,,,5,August 2013,G
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2011",1.6l SRI 16v VVT 115PS,Manual,M5,1598,Petrol,,,,,8.3,5.1,6.3,34.0,55.4,44.8,147,"£1,680.00",,"£1,680.00",71.0,446,18,12,,,5,August 2013,F
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2011",2.0CDTi SRI 16V 160PS,Manual,M6,1956,Diesel,,,,,6.2,3.9,4.8,45.6,72.4,58.9,126,"£1,343.00",,"£1,343.00",72.0,216,,157,182,0,5,August 2013,D
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","1.3CDTi 16V ecoFLEX 95PS Start/Stop with 16/17"" wheels",Manual,M5,1248,Diesel,,,,,4.7,3.5,3.9,60.1,80.7,72.4,104,"£1,093.00",,"£1,093.00",72.0,290,,124,160,0.1,5,August 2013,B
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","1.3CDTi 16V ecoFLEX 95PS with 16/17"" wheels",Manual,M5,1248,Diesel,,,,,4.9,3.7,4.1,57.6,76.3,68.9,109,"£1,148.00",,"£1,148.00",72.0,151,,146,173,0.7,5,August 2013,B
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","1.4l 16V turbo 140PS with 16/17/18"" wheels",Manual,M6,1364,Petrol,,,,,7.9,4.7,5.9,35.8,60.1,47.9,138,"£1,572.00",,"£1,572.00",72.0,514,45,40,,,5,August 2013,E
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","1.4l 16V turbo 140PS with 19"" wheels",Manual,M6,1364,Petrol,,,,,8.0,4.7,5.9,35.3,60.1,47.9,139,"£1,572.00",,"£1,572.00",72.0,514,45,40,,,5,August 2013,E
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","1.4l 16V VVT 100PS with 16/17"" wheels",Manual,M5,1398,Petrol,,,,,7.1,4.6,5.5,39.8,61.4,51.4,129,"£1,465.00",,"£1,465.00",70.0,437,41,37,,,5,August 2013,D
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","1.4l 16V VVT 87PS with 16/17"" wheels",Manual,M5,1398,Petrol,,,,,7.1,4.6,5.5,39.8,61.4,51.4,129,"£1,465.00",,"£1,465.00",70.0,437,41,37,,,5,August 2013,D
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","1.6i SRI 16V VVT 115PS with 16"" wheels",Manual,M5,1598,Petrol,,,,,8.3,5.1,6.3,34.0,55.4,44.8,147,"£1,680.00",,"£1,680.00",71.0,446,18,12,,,5,August 2013,F
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","1.6l 16V turbo 180PS with 16/17"" wheels",Manual,M6,1598,Petrol,,,,,8.8,5.6,6.8,32.1,50.4,41.5,159,"£1,814.00",,"£1,814.00",72.0,356,44,38,,,5,August 2013,G
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","1.6l 16V turbo 180PS with 18/19"" wheels",Manual,M6,1598,Petrol,,,,,8.9,5.6,6.8,31.7,50.4,41.5,160,"£1,814.00",,"£1,814.00",72.0,356,44,38,,,5,August 2013,G
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","1.6l 16V VVT 115PS with 16/17/18"" wheels",Manual,M5,1598,Petrol,,,,,8.3,5.1,6.3,34.0,55.4,44.8,147,"£1,680.00",,"£1,680.00",71.0,446,18,16,,,5,August 2013,F
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","1.6l 16V VVT 115PS with 16/17/18"" wheels",Automatic,A6,1598,Petrol,,,,,9.8,5.6,7.1,28.8,50.4,39.8,167,"£1,892.00",,"£1,892.00",72.0,356,44,38,,,5,August 2013,H
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","1.6l 16V VVT 115PS with 19"" wheels",Automatic,A6,1598,Petrol,,,,,9.9,5.7,7.2,28.5,49.6,39.2,169,"£1,920.00",,"£1,920.00",72.0,642,25,21,,,5,August 2013,H
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","1.7CDTi 16V 125PS with 18/19"" wheels",Manual,M6,1686,Diesel,,,,,5.6,4.0,4.6,50.4,70.6,61.4,121,"£1,288.00",,"£1,288.00",70.0,140,,149,168,0.5,5,August 2013,D
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","1.7CDTi 16V ecoFLEX 110PS with 16/17"" wheels",Manual,M6,1686,Diesel,,,,,5.5,3.9,4.5,51.4,72.4,62.8,119,"£1,260.00",,"£1,260.00",69.0,140,,149,168,0.5,5,August 2013,C
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","1.7CDTi 16V ecoFLEX 110PS with 18/19"" wheels",Manual,M6,1686,Diesel,,,,,5.6,4.0,4.6,50.4,70.6,61.4,121,"£1,288.00",,"£1,288.00",69.0,140,,149,168,0.5,5,August 2013,D
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","1.7CDTi 16V ecoFLEX 125PS with 16/17"" wheels",Manual,M6,1686,Diesel,,,,,5.5,3.9,4.5,51.4,72.4,62.8,119,"£1,260.00",,"£1,260.00",70.0,140,,149,168,0.5,5,August 2013,C
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","1.7CDTi 16V ecoFLEX 125PS with 18/19"" wheels",Manual,M6,1686,Diesel,,,,,5.6,4.0,4.6,50.4,70.6,61.4,121,"£1,288.00",,"£1,288.00",70.0,140,,149,168,0.5,5,August 2013,D
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","1.7CDTi ecoFLEX 110PS Start/Stop 99G with 16/17"" wheels",Manual,M6,1686,Diesel,,,,,4.3,3.4,3.7,65.7,83.1,76.3,99,"£1,037.00",,"£1,037.00",69.0,430,,137,167,0.2,5,August 2013,A
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","1.7CDTi ecoFLEX 130PS Start/Stop 99G with 16/17"" wheels",Manual,M6,1686,Diesel,,,,,4.3,3.4,3.7,65.7,83.1,76.3,99,"£1,037.00",,"£1,037.00",69.0,430,,137,167,0.2,5,August 2013,A
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","2.0CDTi 16V 165PS with 16/17"" wheels",Manual,M6,1956,Diesel,,,,,6.2,4.1,4.9,45.6,68.9,57.6,129,"£1,373.00",,"£1,373.00",72.0,353,,120,153,0.2,5,August 2013,D
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","2.0CDTi 16V 165PS with 16/17"" wheels",Automatic,A6,1956,Diesel,,,,,7.9,4.7,5.8,35.8,60.1,48.7,154,"£1,624.00",,"£1,624.00",72.0,119,,119,132,0.2,5,August 2013,G
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","2.0CDTi 16V 165PS with 18/19"" wheels",Manual,M6,1956,Diesel,,,,,5.6,4.1,4.6,50.4,68.9,61.4,123,"£1,288.00",,"£1,288.00",72.0,311,,125,158,0.3,5,August 2013,D
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","2.0CDTi 16V 165PS with 18/19"" wheels",Automatic,A6,1956,Diesel,,,,,8.0,4.8,6.0,35.3,58.9,47.1,158,"£1,679.00",,"£1,679.00",72.0,119,,119,132,0.2,5,August 2013,G
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","2.0CDTi ecoFLEX 165PS Start/Stop with 17"" wheels",Manual,M6,1956,Diesel,,,,,5.4,4.0,4.5,52.3,70.6,62.8,119,"£1,260.00",,"£1,260.00",72.0,311,,125,158,0.3,5,August 2013,C
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2012","2.0CDTi ecoFLEX 165PS Start/Stop with 18/19"" wheels",Manual,M6,1956,Diesel,,,,,5.6,4.1,4.6,50.4,68.9,61.4,123,"£1,288.00",,"£1,288.00",72.0,311,,125,158,0.3,5,August 2013,D
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011",1.3CDTi 16v ecoFLEX 95PS Start/Stop,Manual,M5,1248,Diesel,,,,,4.9,3.7,4.1,57.6,76.3,68.9,109,"£1,148.00",,"£1,148.00",72.0,290,,124,160,0,5,August 2013,B
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011",A13DTE 95PS,Manual,M5,1248,Diesel,,,,,4.9,3.7,4.1,57.6,76.3,68.9,109,"£1,148.00",,"£1,148.00",72.0,290,,124,160,0,5,August 2013,B
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A14NET 120PS 16/17"" wheels",Manual,M6,1364,Petrol,,,,,8.4,4.9,6.1,33.6,57.6,46.3,144,"£1,626.00",,"£1,626.00",72.0,563,28,4,,,5,August 2013,F
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A14NET 120PS 18/19"" wheels",Manual,M6,1364,Petrol,,,,,8.5,5.1,6.4,33.2,55.4,44.1,149,"£1,707.00",,"£1,707.00",72.0,563,28,4,,,5,August 2013,F
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A14NET 140PS 16/17"" wheels",Manual,M6,1364,Petrol,,,,,8.4,4.9,6.1,33.6,57.6,46.3,144,"£1,626.00",,"£1,626.00",72.0,563,28,4,,,5,August 2013,F
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A14NET 140PS 16/17"" wheels",Automatic,A6,1364,Petrol,,,,,9.1,5.4,6.8,31.0,52.3,41.5,159,"£1,814.00",,"£1,814.00",72.0,720,47,9,,,5,August 2013,G
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A14NET 140PS 18/19"" wheels",Manual,M6,1364,Petrol,,,,,8.5,5.1,6.4,33.2,55.4,44.1,149,"£1,707.00",,"£1,707.00",72.0,563,28,4,,,5,August 2013,F
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A14NET 140PS 18/19"" wheels",Automatic,A6,1364,Petrol,,,,,9.3,5.7,7.0,30.4,49.6,40.4,165,"£1,863.00",,"£1,863.00",72.0,720,47,9,,,5,August 2013,G
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011",A14XER 100PS,Manual,M5,1398,Petrol,,,,,7.6,4.9,5.9,37.2,57.6,47.9,139,"£1,572.00",,"£1,572.00",70.0,562,49,20,,,5,August 2013,E
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A16LET 180PS 16/17"" wheels",Manual,M6,1598,Petrol,,,,,9.0,5.5,6.8,31.4,51.4,41.5,159,"£1,814.00",,"£1,814.00",72.0,260,23,26,,,5,August 2013,G
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A16LET 180PS 16/17"" wheels",Automatic,A6,1598,Petrol,,,,,10.1,5.8,7.4,28.0,48.7,38.2,174,"£1,971.00",,"£1,971.00",71.0,437,37,20,,,5,August 2013,H
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A16LET 180PS 18/19"" wheels",Manual,M6,1598,Petrol,,,,,9.1,5.6,6.9,31.0,50.4,40.9,161,"£1,841.00",,"£1,841.00",72.0,260,23,26,,,5,August 2013,G
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A16LET 180PS 18/19"" wheels",Automatic,A6,1598,Petrol,,,,,10.2,6.0,7.5,27.7,47.1,37.7,177,"£1,997.00",,"£1,997.00",71.0,437,37,20,,,5,August 2013,I
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A16XER 115PS 16/17"" wheels",Manual,M5,1598,Petrol,,,,,8.6,5.1,6.4,32.8,55.4,44.1,149,"£1,707.00",,"£1,707.00",71.0,566,21,14,,,5,August 2013,F
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A16XER 115PS 16/17"" wheels",Automatic,A6,1598,Petrol,,,,,10.1,5.5,7.2,28.0,51.4,39.2,169,"£1,920.00",,"£1,920.00",72.0,642,25,6,,,5,August 2013,H
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A16XER 115PS 18/19"" wheels",Manual,M5,1598,Petrol,,,,,8.7,5.3,6.6,32.5,53.3,42.8,154,"£1,759.00",,"£1,759.00",71.0,566,21,14,,,5,August 2013,G
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A16XER 115PS 18/19"" wheels",Automatic,A6,1598,Petrol,,,,,10.3,5.8,7.5,27.4,48.7,37.7,175,"£1,997.00",,"£1,997.00",72.0,642,25,6,,,5,August 2013,H
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011",A17DTR 101PS,Manual,M6,1686,Diesel,,,,,5.6,4.0,4.6,50.4,70.6,61.4,121,"£1,288.00",,"£1,288.00",69.0,140,,149,168,1,5,August 2013,D
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A17DTR 101PS ecoFLEX 16/17"" wheels",Manual,M6,1686,Diesel,,,,,5.5,3.9,4.5,51.4,72.4,62.8,119,"£1,260.00",,"£1,260.00",69.0,140,,149,168,1,5,August 2013,C
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011",A17DTR 110PS,Manual,M6,1686,Diesel,,,,,5.6,4.0,4.6,50.4,70.6,61.4,121,"£1,288.00",,"£1,288.00",69.0,140,,149,168,1,5,August 2013,D
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011",A17DTR 110PS ecoFLEX,Manual,M6,1686,Diesel,,,,,5.5,3.9,4.5,51.4,72.4,62.8,119,"£1,260.00",,"£1,260.00",69.0,140,,149,168,1,5,August 2013,C
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011",A17DTR 125PS,Manual,M6,1686,Diesel,,,,,5.6,4.0,4.6,50.4,70.6,61.4,121,"£1,288.00",,"£1,288.00",70.0,140,,149,168,1,5,August 2013,D
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011",A17DTR 125PS ecoFLEX,Manual,M6,1686,Diesel,,,,,5.5,3.9,4.5,51.4,72.4,62.8,119,"£1,260.00",,"£1,260.00",70.0,140,,149,168,1,5,August 2013,C
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A20DTH 160PS 16/17"" wheels",Manual,M6,1956,Diesel,,,,,6.5,4.2,5.1,43.5,67.3,55.4,134,"£1,428.00",,"£1,428.00",72.0,414,,114,154,0,5,August 2013,E
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A20DTH 160PS 16/17"" wheels",Automatic,A6,1956,Diesel,,,,,7.9,4.7,5.9,35.8,60.1,47.9,156,"£1,651.00",,"£1,651.00",72.0,92,,101,116,0,5,August 2013,G
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A20DTH 160PS 18/19"" wheels",Manual,M6,1956,Diesel,,,,,6.5,4.4,5.1,43.5,64.2,55.4,136,"£1,428.00",,"£1,428.00",72.0,414,,114,154,0,5,August 2013,E
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A20DTH 160PS 18/19"" wheels",Automatic,A6,1956,Diesel,,,,,8.0,4.8,6.0,35.3,58.9,47.1,158,"£1,679.00",,"£1,679.00",72.0,92,,101,116,0,5,August 2013,G
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011",Exclusive 16v ecoFLEX 95PS Start/Stop,Manual,M5,1248,Diesel,,,,,4.7,3.5,3.9,60.1,80.7,72.4,104,"£1,093.00",,"£1,093.00",72.0,290,,124,160,0.1,5,August 2013,B
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011",Police 1.7D 110PS,Manual,M6,1686,Diesel,,,,,5.5,3.9,4.5,51.4,72.4,62.8,119,"£1,260.00",,"£1,260.00",69.0,140,,149,168,1,5,August 2013,C
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011",SE 2.0CDTi 16V 160PS,Automatic,A6,1956,Diesel,,,,,7.9,4.7,5.9,35.8,60.1,47.9,156,"£1,651.00",,"£1,651.00",72.0,120,,111,128,0,5,August 2013,G
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011",SRI 16v EcoFlex 160ps Start/Stop,Manual,M6,1956,Diesel,,,,,5.6,4.1,4.6,50.4,68.9,61.4,123,"£1,288.00",,"£1,288.00",72.0,181,,145,169,0.3,5,August 2013,D
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011",SRI 2.0CDTi 16V Start/Stop 160PS,Manual,M6,1956,Diesel,,,,,5.8,4.3,4.8,48.7,65.7,58.9,128,"£1,343.00",,"£1,343.00",72.0,181,,145,169,0,5,August 2013,D
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2012",1.3CDTi 16V ecoFLEX 95PS Start/Stop,Manual,M5,1248,Diesel,,,,,4.9,3.7,4.1,57.6,76.3,68.9,109,"£1,148.00",,"£1,148.00",72.0,290,,124,160,0.1,5,August 2013,B
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2012","1.3CDTi 16V ecoFLEX 95PS with 16/17"" wheels",Manual,M5,1248,Diesel,,,,,4.9,3.7,4.1,57.6,76.3,68.9,109,"£1,148.00",,"£1,148.00",72.0,290,,124,160,0.1,5,August 2013,B
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2012","1.4l 16V turbo 140PS with 16/17"" wheels",Manual,M6,1364,Petrol,,,,,8.4,4.9,6.1,33.6,57.6,46.3,144,"£1,626.00",,"£1,626.00",72.0,563,29,23,,,5,August 2013,F
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2012","1.4l 16V VVT 100PS with 16/17"" wheels",Manual,M5,1398,Petrol,,,,,7.6,4.9,5.9,37.2,57.6,47.9,139,"£1,572.00",,"£1,572.00",70.0,563,49,43,,,5,August 2013,E
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2012","1.6l 16V VVT 115PS with 16/17"" wheels",Manual,M5,1598,Petrol,,,,,8.6,5.1,6.4,32.8,55.4,44.1,149,"£1,707.00",,"£1,707.00",71.0,566,21,17,,,5,August 2013,F
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2012","1.6l 16V VVT 115PS with 16/17"" wheels",Manual,M6,1598,Petrol,,,,,10.1,5.5,7.2,28.0,51.4,39.2,169,"£1,920.00",,"£1,920.00",72.0,378,16,13,,,5,August 2013,H
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2012","1.6l 16V VVT 115PS with 18/19"" wheels",Manual,M5,1598,Petrol,,,,,8.7,5.3,6.6,32.5,53.3,42.8,154,"£1,759.00",,"£1,759.00",71.0,566,21,17,,,5,August 2013,G
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2012","1.7CDTi 16V ecoFLEX 110PS with 16/17"" wheels",Manual,M6,1686,Diesel,,,,,5.5,3.9,4.5,51.4,72.4,62.8,119,"£1,260.00",,"£1,260.00",69.0,140,,149,168,0.5,5,August 2013,C
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2012","1.7CDTi 16V ecoFLEX 110PS with 18/19"" wheels",Manual,M6,1686,Diesel,,,,,5.6,4.0,4.6,50.4,70.6,61.4,121,"£1,288.00",,"£1,288.00",69.0,140,,149,168,0.5,5,August 2013,D
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2012","1.7CDTi 16V ecoFLEX 125PS with 16/17"" wheels",Manual,M6,1686,Diesel,,,,,5.5,3.9,4.5,51.4,72.4,62.8,119,"£1,260.00",,"£1,260.00",70.0,140,,149,168,0.5,5,August 2013,C
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2012","1.7CDTi 16V SRI ecoFLEX 125PS with 18/19"" wheels",Manual,M6,1686,Diesel,,,,,5.6,4.0,4.6,50.4,70.6,61.4,121,"£1,288.00",,"£1,288.00",70.0,140,,149,168,0.5,5,August 2013,D
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2012","2.0CDTi 16V 165PS Start/Stop with 16/17"" wheels",Manual,M6,1956,Diesel,,,,,5.7,4.1,4.7,49.6,68.9,60.1,124,"£1,316.00",,"£1,316.00",72.0,311,,125,158,0.3,5,August 2013,D
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2012","2.0CDTi 16V 165PS Start/Stop with 18/19"" wheels",Manual,M6,1956,Diesel,,,,,5.8,4.3,4.8,48.7,65.7,58.9,128,"£1,343.00",,"£1,343.00",72.0,311,,125,158,0.3,5,August 2013,D
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2012","2.0CDTi 16V 165PS with 17"" wheels",Automatic,A6,1956,Diesel,,,,,7.9,4.7,5.8,35.8,60.1,48.7,154,"£1,624.00",,"£1,624.00",72.0,119,,119,132,0.2,5,August 2013,G
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2012","2.0CDTi 16V 165PS with 18/19"" wheels",Automatic,A6,1956,Diesel,,,,,8.0,4.8,6.0,35.3,58.9,47.1,158,"£1,679.00",,"£1,679.00",72.0,119,,119,132,0.2,5,August 2013,G
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2013","Tech Line EcoFlex with Start/Stop 16"" wheels",Manual,M6,1686,Diesel,,,,,4.6,3.6,4.0,61.4,78.5,70.6,105,"£1,120.00",,"£1,120.00",69.0,246,,133,159,0.7,5,August 2013,B
VAUXHALL,"Astra GTC, Model Year 2012",1.4i 16v VVT Turbo 120PS Start/Stop with 18/19 inch wheels,Manual,M6,1362,Petrol,,,,,7.8,4.9,6.0,36.2,57.7,47.1,140,"£1,598.00",,"£1,598.00",72.0,317,24,10,,,5,August 2013,E
VAUXHALL,"Astra GTC, Model Year 2012",1.4i 16v VVT Turbo 140PS Start/Stop with 18/19 inch wheels,Manual,M6,1364,Petrol,,,,,7.8,4.9,6.0,36.2,57.7,47.1,140,"£1,598.00",,"£1,598.00",72.0,317,24,10,,,5,August 2013,E
VAUXHALL,"Astra GTC, Model Year 2012",1.6i 16v VVT Turbo 180PS with 18/19 inch wheels,Manual,M6,1598,Petrol,,,,,9.3,5.9,7.2,30.4,47.9,39.2,168,"£1,920.00",,"£1,920.00",72.0,287,49,14,,,5,August 2013,H
VAUXHALL,"Astra GTC, Model Year 2012","1.6i 16v VVT Turbo 180PS with 20"" wheels",Manual,M6,1598,Petrol,,,,,9.3,6.0,7.2,30.4,47.1,39.2,169,"£1,920.00",,"£1,920.00",72.0,287,49,14,,,5,August 2013,H
VAUXHALL,"Astra GTC, Model Year 2012","1.7 CDTi 16v 130PS Start/Stop with 17"" wheels",Manual,M6,1686,Diesel,,,,,5.2,4.1,4.5,54.3,68.9,62.8,119,"£1,260.00",,"£1,260.00",72.0,229,,105,129,0,5,August 2013,C
