Manufacturer,Model,Description,Transmission,Transmission type,Engine Capacity,Fuel Type,Electric energy consumption Miles/kWh,wh/km,Electric range (Km),Electric range (miles),Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost of driving 12000 Miles (£s),Electricity cost of driving 12000 Miles (£s),Total costs 12000 miles (£s),Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [mg/km],Euro Standard,Booklet,VED Band
SUZUKI,Swift,1.6 Sport 3 door,Manual,6MT,1586,Petrol,,,,,8.4,5.2,6.4,33.6,54.3,44.1,147,"£1,707.00",,"£1,707.00",73.0,465,44,2,,,5,August 2013,F
SUZUKI,SX4,1.6,Manual,5MT,1586,Petrol,,,,,7.9,5.2,6.2,35.8,54.3,45.6,141,"£1,651.00",,"£1,651.00",72.0,419,54,5,,,5,August 2013,F
SUZUKI,SX4,1.6 SZ4,Manual,5MT,1586,Petrol,,,,,7.9,5.2,6.2,35.8,54.3,45.6,141,"£1,651.00",,"£1,651.00",72.0,419,54,5,,,5,August 2013,F
SUZUKI,SX4,1.6 SZ4,Automatic,4AT,1586,Petrol,,,,,9.2,5.9,7.2,30.7,47.9,39.2,155,"£1,920.00",,"£1,920.00",71.0,82,28,10,,,5,August 2013,G
SUZUKI,SX4,1.6 SZ5 4X4,Manual,5MT,1586,Petrol,,,,,8.2,5.5,6.5,34.4,51.4,43.5,149,"£1,731.00",,"£1,731.00",72.0,294,48,4,,,5,August 2013,F
SUZUKI,SX4,2.0 DDIS SZ5 4X4,Manual,6MT,1956,Diesel,,,,,6.6,4.7,5.3,42.8,60.1,53.3,139,"£1,484.00",,"£1,484.00",72.0,191,,143,172,3,5,August 2013,E
TOYOTA,"Auris , MY2013",1.4 D-4D 6-speed Manual,Manual,6MT,1398,Diesel,,,,,4.5,3.6,3.9,62.8,78.5,72.4,103,"£1,093.00",,"£1,093.00",72.0,196,,113,131,1,5,August 2013,B
TOYOTA,"Auris , MY2013",Active 1.33 VVT-i 6-speed Manual,Automatic,6AT,1329,Petrol,,,,,4.7,6.6,5.4,60.1,42.8,52.3,125,"£1,439.00",,"£1,439.00",73.0,215,36,13,,,5,August 2013,D
TOYOTA,"Auris , MY2013",Active 1.4 D-4D 6-speed Manual,Manual,6MT,1398,Diesel,,,,,4.4,3.4,3.8,64.2,83.1,74.3,99,"£1,065.00",,"£1,065.00",72.0,196,,113,131,1,5,August 2013,A
TOYOTA,"Auris , MY2013",Excel 1.6 V-matic,Automatic,CVT,1598,Petrol,,,,,7.5,4.9,5.8,38.2,57.6,48.7,136,"£1,546.00",,"£1,546.00",73.0,232,36,8,,,5,August 2013,E
TOYOTA,"Auris , MY2013",Excel 1.6 V-matic 6-speed Manual,Manual,6MT,1598,Petrol,,,,,7.9,5.0,6.1,35.8,56.5,46.3,140,"£1,626.00",,"£1,626.00",73.0,355,27,7,,,5,August 2013,E
TOYOTA,"Auris , MY2013",Excel 1.8 VVT-i hybrid,Automatic,E-CVT,1798,Petrol Hybrid,,,,,3.9,3.9,3.9,72.4,72.4,72.4,91,"£1,040.00",,"£1,040.00",71.0,124,18,6,,,5,August 2013,A
TOYOTA,"Auris , MY2013",Icon 1.33 VVT-i 6-speed Manual,Manual,6MT,1329,Petrol,,,,,4.7,6.6,5.4,30.1,42.8,52.3,125,"£1,439.00",,"£1,439.00",73.0,215,36,13,,,5,August 2013,D
TOYOTA,"Auris , MY2013",Icon 1.6 V-matic ,Automatic,CVT,1598,Petrol,,,,,7.4,4.8,5.7,38.2,58.9,49.6,134,"£1,518.00",,"£1,518.00",73.0,215,36,13,,,5,August 2013,E
TOYOTA,"Auris , MY2013",Icon 1.6 V-matic 6-speed Manual,Manual,6MT,1598,Petrol,,,,,7.9,4.8,5.9,35.8,58.9,47.9,138,"£1,572.00",,"£1,572.00",73.0,355,27,7,,,5,August 2013,E
TOYOTA,"Auris , MY2013",Icon 1.8 VVT-i hybrid,Automatic,E-CVT,1798,Petrol Hybrid,,,,,3.7,3.7,3.8,76.3,76.3,74.3,87,"£1,013.00",,"£1,013.00",71.0,124,18,6,,,5,August 2013,A
TOYOTA,"Auris , MY2013",Sport 1.6 V-matic,Automatic,CVT,1598,Petrol,,,,,7.5,4.9,5.8,38.2,57.6,48.7,136,"£1,546.00",,"£1,546.00",73.0,232,36,8,,,5,August 2013,E
TOYOTA,"Auris , MY2013",Sport 1.6 V-matic 6-speed Manual,Manual,6MT,1598,Petrol,,,,,7.9,5.0,6.1,35.8,56.5,46.3,140,"£1,626.00",,"£1,626.00",73.0,355,27,7,,,5,August 2013,E
TOYOTA,"Avensis, MY2012",4 door 1.8 V-Matic 6-speed Manual,Manual,6MT,1798,Petrol,,,,,8.6,5.4,6.6,32.8,52.3,43.5,152,"£1,731.00",,"£1,731.00",72.0,416,32,25,,,5,August 2013,G
TOYOTA,"Avensis, MY2012",4 door 2.0 D-4D 6-speed Manual,Manual,6MT,1998,Diesel,,,,,5.6,3.9,4.5,50.4,72.4,62.8,119,"£1,260.00",,"£1,260.00",72.0,238,,164,178,0.8,5,August 2013,C
TOYOTA,"Avensis, MY2012",T Spirit 4 door 2.2 D-4D 150 6-speed Manual,Manual,6MT,2231,Diesel,,,,,7.0,4.6,5.5,40.4,61.4,51.4,145,"£1,539.00",,"£1,539.00",72.0,141,,154,169,1,5,August 2013,F
TOYOTA,"Avensis, MY2012",T Spirit 4 door 2.2 D-CAT 150 6-speed auto,Automatic,6AT,2231,Diesel,,,,,7.9,5.4,6.3,35.8,52.3,44.8,167,"£1,766.00",,"£1,766.00",74.0,80,,109,114,2,5,August 2013,H
TOYOTA,"Avensis, MY2012",T Spirit Tourer 2.2 D-4D 150 6-speed Manual,Manual,6MT,2231,Diesel,,,,,7.2,4.7,5.6,39.2,60.1,50.4,149,"£1,569.00",,"£1,569.00",72.0,141,,154,169,1,5,August 2013,F
TOYOTA,"Avensis, MY2012",T Spirit Tourer 2.2 D-CAT 150 6-speed auto,Automatic,6AT,2231,Diesel,,,,,8.2,5.5,6.5,34.4,51.4,43.5,173,"£1,818.00",,"£1,818.00",74.0,80,,109,114,2,5,August 2013,H
TOYOTA,"Avensis, MY2012",T2 Tourer 2.0 D-4D 6-speed Manual,Manual,6MT,1998,Diesel,,,,,5.6,4.0,4.6,50.4,70.6,61.4,120,"£1,288.00",,"£1,288.00",72.0,238,,164,178,1,5,August 2013,C
TOYOTA,"Avensis, MY2012",T4 4 door 2.2 D-4D 150 6-speed Manual,Manual,6MT,2231,Diesel,,,,,7.0,4.5,5.4,40.4,62.8,52.3,143,"£1,512.00",,"£1,512.00",74.0,80,,109,114,2,5,August 2013,F
TOYOTA,"Avensis, MY2012",T4 4 door 2.2 D-CAT 150 6-speed auto,Automatic,6AT,2231,Diesel,,,,,7.9,5.3,6.2,35.8,53.3,45.6,165,"£1,735.00",,"£1,735.00",74.0,80,,109,114,2,5,August 2013,G
TOYOTA,"Avensis, MY2012",T4 Tourer 2.0 D-4D 6-speed Manual,Manual,6MT,1998,Diesel,,,,,5.6,4.0,4.6,50.4,70.6,61.4,120,"£1,288.00",,"£1,288.00",72.0,238,,164,178,1,5,August 2013,C
TOYOTA,"Avensis, MY2012",T4 Tourer 2.2 D-4D 150 6-speed Manual,Manual,6MT,2231,Diesel,,,,,7.1,4.6,5.5,39.8,61.4,51.4,147,"£1,539.00",,"£1,539.00",72.0,141,,154,169,1,5,August 2013,F
TOYOTA,"Avensis, MY2012",T4 Tourer 2.2 D-CAT 150 6-speed auto,Automatic,6AT,2231,Diesel,,,,,8.0,5.5,6.4,35.3,51.4,44.1,170,"£1,794.00",,"£1,794.00",74.0,80,,109,114,2,5,August 2013,H
TOYOTA,"Avensis, MY2012",Tourer 1.8 V-Matic 6-speed Manual,Manual,6MT,1798,Petrol,,,,,8.6,5.4,6.6,32.8,52.3,42.8,153,"£1,759.00",,"£1,759.00",72.0,416,32,25,,,5,August 2013,G
TOYOTA,"Avensis, MY2012",Tourer 1.8 V-Matic M-drive S,Automatic,MultiDriv,1798,Petrol,,,,,8.6,5.5,6.7,32.8,51.4,42.2,154,"£1,784.00",,"£1,784.00",72.0,301,43,9,,,5,August 2013,G
TOYOTA,"Avensis, MY2012",Tourer T Spirit 2.0 D-4D 6-speed Manual,Manual,6MT,1998,Diesel,,,,,5.6,3.9,4.5,50.4,72.4,62.8,119,"£1,260.00",,"£1,260.00",72.0,238,,164,178,1,5,August 2013,C
TOYOTA,"Avensis, MY2012",TR 4 door 2.2 D-4D 150 6-speed Manual,Manual,6MT,2231,Diesel,,,,,7.0,4.5,5.4,40.4,62.8,52.3,143,"£1,512.00",,"£1,512.00",74.0,80,,109,114,2,5,August 2013,F
TOYOTA,"Avensis, MY2012",TR 4 door 2.2 D-CAT 150 6-speed auto,Automatic,6AT,2231,Diesel,,,,,7.9,5.3,6.2,35.8,53.3,45.6,165,"£1,735.00",,"£1,735.00",74.0,80,,109,114,2,5,August 2013,G
TOYOTA,"Avensis, MY2012",TR Tourer 2.0 D-4D 6-speed Manual,Manual,6MT,1998,Diesel,,,,,5.6,4.0,4.6,50.4,70.6,61.4,120,"£1,288.00",,"£1,288.00",72.0,238,,164,178,1,5,August 2013,C
TOYOTA,"Avensis, MY2012",TR Tourer 2.2 D-4D 150 6-speed Manual,Manual,6MT,2231,Diesel,,,,,7.1,4.6,5.5,39.8,61.4,51.4,147,"£1,539.00",,"£1,539.00",72.0,141,,154,169,1,5,August 2013,F
TOYOTA,"Avensis, MY2012",TR Tourer 2.2 D-CAT 150 6-speed auto,Automatic,6AT,2231,Diesel,,,,,8.0,5.5,6.4,35.3,51.4,44.1,170,"£1,794.00",,"£1,794.00",74.0,80,,109,114,2,5,August 2013,H
TOYOTA,"Aygo , MY2012",1.0 VVT-i 5 speed Manual,Manual,M5,998,Petrol,,,,,5.1,3.8,4.3,55.4,74.3,65.7,99,"£1,146.00",,"£1,146.00",71.0,418,35,5,,,5,August 2013,A
TOYOTA,"Aygo , MY2012",1.0 VVT-i 5 speed Multimode,Automatic,Multi5,998,Petrol,,,,,5.4,4.0,4.5,52.3,70.6,62.7,104,"£1,201.00",,"£1,201.00",69.0,442,31,6,,,5,August 2013,B
TOYOTA,"GT86 TRD, MY2013",2.0 Auto TRD,Automatic,A6,1998,Petrol,,,,,10.9,5.9,7.8,25.9,47.9,36.2,181,"£2,080.00",,"£2,080.00",73.0,300,75,12,,,5,August 2013,I
TOYOTA,"GT86 TRD, MY2013",2.0 Manual TRD,Manual,6MT,1998,Petrol,,,,,10.9,6.4,8.1,25.9,44.1,34.9,192,"£2,157.00",,"£2,157.00",73.0,554,72,14,,,5,August 2013,J
TOYOTA,"GT86, MY2012",2.0 Boxer D-4S Auto,Automatic,6AT,1998,Petrol,,,,,9.6,5.7,7.1,29.4,49.6,39.8,164,"£1,892.00",,"£1,892.00",73.4,286,51,12,,,5,August 2013,G
TOYOTA,"GT86, MY2012",2.0 Boxer D-4S Manual,Manual,6MT,1998,Petrol,,,,,10.4,6.1,7.8,27.2,44.1,36.2,181,"£2,080.00",,"£2,080.00",72.5,236,38,16,,,5,August 2013,I
TOYOTA,"iQ, MY2012",1.0 VVT-i 5 speed Manual,Manual,M5,998,Petrol,,,,,5.1,4.0,4.4,55.4,70.6,64.2,99,"£1,173.00",,"£1,173.00",67.3,143,27,16,,,5,August 2013,A
TOYOTA,"iQ, MY2012",1.0 VVT-i 5 speed Multidrive,Automatic,Multi5,998,Petrol,,,,,6.0,4.2,4.8,47.1,67.3,58.9,110,"£1,278.00",,"£1,278.00",70.2,189,39,15,,,5,August 2013,B
TOYOTA,"iQ, MY2012",1.33 VVT-i 5-speed Multidrive,Automatic,Multi5,1329,Petrol,,,,,6.4,4.5,5.2,44.1,62.8,54.3,120,"£1,386.00",,"£1,386.00",67.3,213,40,6,,,5,August 2013,C
TOYOTA,"iQ, MY2012",1.33 VVT-i 6-speed Manual,Manual,M6,1329,Petrol,,,,,6.4,4.5,5.2,44.1,62.8,54.3,119,"£1,386.00",,"£1,386.00",70.4,300,39,6,,,5,August 2013,C
TOYOTA,Land Cruiser,3-door 3.0 D-4D 6-speed Manual,Manual,6MT,2982,Diesel,,,,,9.7,7.1,8.1,29.1,39.8,34.9,214,"£2,266.00",,"£2,266.00",70.8,143,,161,191,1,5,August 2013,K
TOYOTA,Land Cruiser,5 door 3.0 D-4D 5 speed Auto,Automatic,A5,2982,Diesel,,,,,9.7,7.1,8.1,29.1,39.8,34.9,213,"£2,266.00",,"£2,266.00",71.0,136,,161,193,1,5,August 2013,K
TOYOTA,Land Cruiser,V8 4.5 D-4D 6-speed Auto,Automatic,6AT,4461,Diesel,,,,,11.2,8.5,9.5,25.2,33.2,29.7,250,"£2,663.00",,"£2,663.00",71.7,302,,143,168,1,5,August 2013,L
TOYOTA,Prius,Plug-in Hybrid,N/A,N/A,1798,Electricity/Petrol,11.9,52,25,16,N/A,N/A,2.1,N/A,N/A,134.5,49,£560.00,£145.00,£705.00,69.0,118,25,1,,,5,August 2013,A
TOYOTA,"Prius Plus, MY2012",T Spirit 1.8 VVT-i hybrid E-CVT,Automatic,E-CVT,1798,Petrol Hybrid,,,,,4.3,4.3,4.4,65.7,65.7,64.2,101,"£1,173.00",,"£1,173.00",68.0,101,14,6,,,5,August 2013,B
TOYOTA,"Prius Plus, MY2012",T4 1.8 VVT-i hybrid E-CVT,Automatic,E-CVT,1798,Petrol Hybrid,,,,,3.8,4.2,4.1,74.3,67.3,68.9,96,"£1,093.00",,"£1,093.00",68.0,101,14,6,,,5,August 2013,A
TOYOTA,"Prius, MY2012",T Spirit 1.8 VVT-i hybrid E-CVT,Automatic,E-CVT,1798,Petrol Hybrid,,,,,4.0,3.8,4.0,70.6,74.3,70.6,92,"£1,066.00",,"£1,066.00",69.0,258,58,6,,,5,August 2013,A
TOYOTA,"Prius, MY2012",T Spirit with Solar Roof 1.8 VVT-i hybrid E-CVT,Automatic,E-CVT,1798,Petrol Hybrid,,,,,3.9,3.7,3.9,72.4,76.3,72.4,89,"£1,040.00",,"£1,040.00",69.0,258,58,6,,,5,August 2013,A
TOYOTA,"Prius, MY2012",T3 1.8 VVT-i hybrid E-CVT,Automatic,E-CVT,1798,Petrol Hybrid,,,,,3.9,3.7,3.9,72.4,76.3,72.4,89,"£1,040.00",,"£1,040.00",69.0,258,58,6,,,5,August 2013,A
TOYOTA,"Prius, MY2012",T4 1.8 VVT-i hybrid E-CVT,Automatic,E-CVT,1798,Petrol Hybrid,,,,,4.0,3.8,4.0,70.6,74.3,70.6,92,"£1,066.00",,"£1,066.00",69.0,258,58,6,,,5,August 2013,A
TOYOTA,"RAV4, MY2013",2.0 D-4D 6 speed Manual,Manual,6MT,1998,Diesel,,,,,5.7,4.4,4.9,49.6,64.2,57.6,127,"£1,373.00",,"£1,373.00",68.0,271,,135,153,1,5,August 2013,D
TOYOTA,"RAV4, MY2013",2.0 V-matic M-drive S,Automatic,MultiDriv,1998,Petrol,,,,,9.2,6.1,7.2,30.7,46.3,39.2,167,"£1,920.00",,"£1,920.00",69.0,256,38,13,,,5,August 2013,H
TOYOTA,"RAV4, MY2013",2.2 D-4D 150 6 speed Manual,Manual,6MT,2231,Diesel,,,,,6.9,5.0,5.7,40.9,56.5,49.6,149,"£1,595.00",,"£1,595.00",69.2,210,,122,146,1,5,August 2013,F
TOYOTA,"RAV4, MY2013",2.2 D-CAT 150 6 speed Auto,Automatic,A6,2231,Diesel,,,,,8.1,5.9,6.7,34.9,47.9,42.2,176,"£1,874.00",,"£1,874.00",69.6,55,,74,81,1,5,August 2013,I
TOYOTA,"Verso, MY2013",1.6 valvematic 6 speed Manual,Manual,6MT,1598,Petrol,,,,,8.3,5.6,6.6,34.0,50.4,42.8,154,"£1,759.00",,"£1,759.00",73.0,437,41,16,,,5,August 2013,G
TOYOTA,"Verso, MY2013",1.8 valvematic automatic,Automatic,6AT,1798,Petrol,,,,,8.5,5.8,6.8,57.6,64.2,41.5,159,"£1,814.00",,"£1,814.00",73.0,371,45,9,,,5,August 2013,G
TOYOTA,"Verso, MY2013",1.8 V-matic M-Drive,Automatic,MultiDriv,1798,Petrol,,,,,8.5,5.8,6.8,33.2,48.7,41.5,159,"£1,814.00",,"£1,814.00",73.0,371,45,9,,,5,August 2013,G
TOYOTA,"Verso, MY2013",2.0 D-4D 6 speed Manual,Manual,6MT,1998,Diesel,,,,,5.9,4.4,4.9,47.9,64.2,57.6,129,"£1,373.00",,"£1,373.00",71.6,239,,152,169,0.8,5,August 2013,D
TOYOTA,"Verso-S, MY2011",Verso-S 1.33 VVT-i 6-speed Manual,Manual,M6,1329,Petrol,,,,,6.8,4.8,5.5,41.5,58.9,51.4,127,"£1,465.00",,"£1,465.00",71.0,358,36,24,,,5,August 2013,D
TOYOTA,"Verso-S, MY2011",Verso-S 1.33 VVT-i M-drive S,Automatic,MultiDriv,1329,Petrol,,,,,6.2,4.6,5.2,45.6,61.4,54.3,120,"£1,386.00",,"£1,386.00",71.0,290,46,7,,,5,August 2013,C
TOYOTA,"Yaris Hybrid, MY2012",T Spirit 1.5 VVT-i E-CVT,Automatic,E-CVT,1497,Petrol Hybrid,,,,,3.4,3.7,3.7,83.1,76.3,76.3,85,£987.00,,£987.00,73.0,197,43,6,,,5,August 2013,A
TOYOTA,"Yaris Hybrid, MY2012",T3 1.5 VVT-i hybrid E-CVT,Automatic,E-CVT,1497,Petrol Hybrid,,,,,3.1,3.5,3.5,91.1,80.7,80.7,79,£933.00,,£933.00,73.0,197,43,6,,,5,August 2013,A
TOYOTA,"Yaris Hybrid, MY2012",T4 1.5 VVT-i hybrid E-CVT,Automatic,E-CVT,1497,Petrol Hybrid,,,,,3.1,3.5,3.5,91.1,80.7,80.7,79,£933.00,,£933.00,73.0,197,43,6,,,5,August 2013,A
TOYOTA,"Yaris, MY2012",1.0 VVT-i 5-speed Manual,Manual,5MT,998,Petrol,,,,,5.8,4.3,4.8,48.7,65.7,58.9,111,"£1,278.00",,"£1,278.00",72.0,399,34,21,,,5,August 2013,C
TOYOTA,"Yaris, MY2012",1.33 VVT-i 6-speed Manual,Manual,6MT,1329,Petrol,,,,,6.8,4.5,5.4,41.5,62.8,52.3,123,"£1,439.00",,"£1,439.00",74.0,256,33,27,,,5,August 2013,D
TOYOTA,"Yaris, MY2012",1.33 VVT-i 6-speed M-drive S,Automatic,MultiDriv,1329,Petrol,,,,,6.2,4.5,5.1,45.6,62.8,55.4,118,"£1,359.00",,"£1,359.00",74.0,224,45,10,,,5,August 2013,C
TOYOTA,"Yaris, MY2012",1.4 D-4D 6-speed Manual,Manual,6MT,1364,Diesel,,,,,4.8,3.5,3.9,58.9,80.7,72.4,104,"£1,093.00",,"£1,093.00",69.0,193,,141,151,1,5,August 2013,B
TOYOTA,"Yaris, MY2012",SR 1.33 VVT- 6-speed M-drive S,Automatic,MultiDriv,1329,Petrol,,,,,6.3,4.6,5.3,44.8,61.4,53.3,121,"£1,412.00",,"£1,412.00",74.0,240,40,8,,,5,August 2013,D
TOYOTA,"Yaris, MY2012",SR 1.33 VVT-i 6-speed Manual,Manual,6MT,1329,Petrol,,,,,6.8,4.7,5.5,41.5,60.1,51.4,127,"£1,465.00",,"£1,465.00",74.0,256,33,27,,,5,August 2013,D
TOYOTA,"Yaris, MY2012",Trend 1.33 VVT-i 6-speed Manual,Manual,M6,1329,Petrol,,,,,6.8,4.7,5.5,41.5,60.1,51.4,127,"£1,465.00",,"£1,465.00",74.0,256,33,27,,,5,August 2013,D
TOYOTA,"Yaris, MY2012",Trend 1.33 VVT-i 6-speed M-drive S,Automatic,MultiDriv,1329,Petrol,,,,,6.3,4.6,5.3,44.8,61.4,53.3,121,"£1,412.00",,"£1,412.00",74.0,240,40,8,,,5,August 2013,D
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.2i 16v VVT ecoFLEX Start/Stop with rear end carrier with 14, 15, 16 or 17"" wheels",Manual,M5,1229,Petrol,,,,,6.5,4.2,5.0,43.5,67.3,56.5,118,"£1,332.00",,"£1,332.00",69.0,526,60,22,,,5,August 2013,C
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.2i 16v VVT ecoFLEX Start/Stop with rear end carrier with 18"" wheels",Manual,M5,1229,Petrol,,,,,6.5,4.2,5.1,43.5,67.3,55.4,119,"£1,359.00",,"£1,359.00",69.0,526,60,22,,,5,August 2013,C
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.2i 16v VVT ecoFLEX Start/Stop without rear end carrier with 14, 15, 16 or 17"" wheels",Manual,M5,1229,Petrol,,,,,6.5,4.2,5.0,43.5,67.3,56.5,118,"£1,332.00",,"£1,332.00",69.0,526,60,22,,,5,August 2013,C
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.2i 16v VVT ecoFLEX Start/Stop without rear end carrier with 18"" wheels",Manual,M5,1229,Petrol,,,,,6.5,4.2,5.1,43.5,67.3,55.4,119,"£1,359.00",,"£1,359.00",69.0,526,60,22,,,5,August 2013,C
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.2i 16v VVT with rear end carrier with 14, 15, 16 or 17"" wheels",Manual,M5,1229,Petrol,,,,,7.1,4.2,5.3,39.8,67.3,53.3,124,"£1,412.00",,"£1,412.00",69.0,480,38,13,,,5,August 2013,D
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.2i 16v VVT with rear end carrier with 18"" wheels",Manual,M5,1229,Petrol,,,,,7.2,4.3,5.3,39.2,65.7,53.3,125,"£1,412.00",,"£1,412.00",69.0,480,38,13,,,5,August 2013,D
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.2i 16v VVT without rear end carrier with 14, 15, 16 or 17"" wheels",Manual,M5,1229,Petrol,,,,,7.1,4.2,5.3,39.8,67.3,53.3,124,"£1,412.00",,"£1,412.00",69.0,480,38,13,,,5,August 2013,D
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.2i 16v VVT without rear end carrier with 18"" wheels",Manual,M5,1229,Petrol,,,,,7.2,4.3,5.3,39.2,65.7,53.3,125,"£1,412.00",,"£1,412.00",69.0,480,38,13,,,5,August 2013,D
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.4i 16v VVT 100PS ecoFLEX Start/Stop with rear end carrier with 14, 15, 16 or 17"" wheels",Manual,M5,1398,Petrol,,,,,6.6,4.2,5.1,42.8,67.3,55.4,119,"£1,359.00",,"£1,359.00",70.0,521,30,23,,,5,August 2013,C
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.4i 16v VVT 100PS ecoFLEX Start/Stop with rear end carrier with 18"" wheels",Manual,M5,1398,Petrol,,,,,6.6,4.2,5.1,42.8,67.3,55.4,120,"£1,359.00",,"£1,359.00",70.0,521,30,23,,,5,August 2013,C
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.4i 16v VVT 100PS ecoFLEX Start/Stop without rear end carrier with 14, 15, 16 or 17"" wheels",Manual,M5,1398,Petrol,,,,,6.6,4.2,5.1,42.8,67.3,55.4,119,"£1,359.00",,"£1,359.00",70.0,521,30,23,,,5,August 2013,C
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.4i 16v VVT 100PS ecoFLEX Start/Stop without rear end carrier with 18"" wheels",Manual,M5,1398,Petrol,,,,,6.6,4.2,5.1,42.8,67.3,55.4,120,"£1,359.00",,"£1,359.00",70.0,521,30,23,,,5,August 2013,C
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.4i 16v VVT 100PS with rear end carrier with 14, 15, 16 or 17"" wheels",Manual,M5,1398,Petrol,,,,,7.3,4.4,5.5,38.7,64.2,51.4,129,"£1,465.00",,"£1,465.00",70.0,578,40,27,,,5,August 2013,D
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.4i 16v VVT 100PS with rear end carrier with 18"" wheels",Manual,M5,1398,Petrol,,,,,7.4,4.5,5.5,38.2,62.8,51.4,130,"£1,465.00",,"£1,465.00",70.0,578,40,27,,,5,August 2013,D
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.4i 16v VVT 100PS without rear end carrier with 14, 15, 16 or 17"" wheels",Manual,M5,1398,Petrol,,,,,7.3,4.4,5.5,38.7,64.2,51.4,129,"£1,465.00",,"£1,465.00",70.0,578,40,27,,,5,August 2013,D
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.4i 16v VVT 100PS without rear end carrier with 18"" wheels",Manual,M5,1398,Petrol,,,,,7.4,4.5,5.5,38.2,62.8,51.4,130,"£1,465.00",,"£1,465.00",70.0,578,40,27,,,5,August 2013,D
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.4i 16v VVT 87PS ecoFLEX Start/Stop with rear end carrier with 14, 15, 16 or 17"" wheels",Manual,M5,1398,Petrol,,,,,6.6,4.2,5.1,42.8,67.3,55.4,119,"£1,359.00",,"£1,359.00",70.0,521,30,23,,,5,August 2013,C
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.4i 16v VVT 87PS ecoFLEX Start/Stop with rear end carrier with 18"" wheels",Manual,M5,1398,Petrol,,,,,6.6,4.2,5.1,42.8,67.3,55.4,120,"£1,359.00",,"£1,359.00",70.0,521,30,23,,,5,August 2013,C
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.4i 16v VVT 87PS ecoFLEX Start/Stop without rear end carrier with 14, 15, 16 or 17"" wheels",Manual,M5,1398,Petrol,,,,,6.6,4.2,5.1,42.8,67.3,55.4,119,"£1,359.00",,"£1,359.00",70.0,521,30,23,,,5,August 2013,C
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.4i 16v VVT 87PS ecoFLEX Start/Stop without rear end carrier with 18"" wheels",Manual,M5,1398,Petrol,,,,,6.6,4.2,5.1,42.8,67.3,55.4,120,"£1,359.00",,"£1,359.00",70.0,521,30,23,,,5,August 2013,C
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.4i 16v VVT 87PS with rear end carrier with 14, 15, 16 or 17"" wheels",Manual,M5,1398,Petrol,,,,,7.3,4.4,5.5,38.7,64.2,51.4,129,"£1,465.00",,"£1,465.00",70.0,578,40,27,,,5,August 2013,D
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.4i 16v VVT 87PS with rear end carrier with 18"" wheels",Manual,M5,1398,Petrol,,,,,7.4,4.5,5.5,38.2,62.8,51.4,130,"£1,465.00",,"£1,465.00",70.0,578,40,28,,,5,August 2013,D
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.4i 16v VVT 87PS without rear end carrier with 14, 15, 16 or 17"" wheels",Manual,M5,1398,Petrol,,,,,7.3,4.4,5.5,38.7,64.2,51.4,129,"£1,465.00",,"£1,465.00",70.0,578,40,27,,,5,August 2013,D
VAUXHALL,"Adam 2 Door Hatchback, Model Year 2013","1.4i 16v VVT 87PS without rear end carrier with 18"" wheels",Manual,M5,1398,Petrol,,,,,7.4,4.5,5.5,38.2,62.8,51.4,130,"£1,465.00",,"£1,465.00",70.0,578,40,27,,,5,August 2013,D
VAUXHALL,"Agila, Model Year 2011","1.2l 16V ecoFLEX with 14"" wheels",Manual,M5,1242,Petrol,,,,,6.1,4.5,5.1,46.3,62.8,55.4,119,"£1,359.00",,"£1,359.00",70.0,833,54,8,,,5,August 2013,C
VAUXHALL,"Agila, Model Year 2011",1.2l 16V SE,Automatic,A4,1242,Petrol,,,,,7.0,5.0,5.7,40.4,56.5,49.6,133,"£1,518.00",,"£1,518.00",69.0,433,47,6,,,5,August 2013,E
