Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates,
AUDI,A5 Cabriolet,2.0 TFSI quattro 211ps 7speed S-tronic,QD7,1984,Petrol,9.5,6.6,7.7,29.7,42.8,36.7,177,1665,74.0,521.4,56.4,25.3,,,
AUDI,TT Coupé,2.0 TFSI quattro 200ps S-tronic,D6,1984,Petrol,10.5,6.1,7.7,26.9,46.3,36.7,178,1665,74.0,463.2,46.0,36.2,,,
AUDI,A5 Cabriolet,3.0 V6 TDI quattro 240ps 7speed S-tronic with DPF,QD7,2967,Diesel,8.5,5.8,6.8,33.2,48.7,41.5,179,1485,69.0,208.1,,165.1,184.6,0.940,
AUDI,A6 Saloon,3.0 V6 CR TDI quattro 240ps  ,QM6,2967,Diesel,8.9,5.4,6.7,31.7,52.3,42.2,179,1461,70.0,229.9,,139.9,156.4,0.200,
AUDI,A6 Saloon,3.0 V6 quattro TDI 240ps,QM6,2967,Diesel,8.9,5.4,6.7,31.7,52.3,42.2,179,1461,70.0,229.9,,139.9,156.4,0.200,
AUDI,A6 Avant,3.0 V6 CR TDI quattro 240ps,QM6,2967,Diesel,8.9,5.4,6.7,31.7,52.3,42.2,179,1461,70.0,229.9,,139.9,156.4,0.200,
AUDI,A6 Saloon,2.0 TFSI 170ps Multitronic,AV,1984,Petrol,10.4,6.1,7.7,27.2,46.3,36.7,179,1665,72.0,720.5,66.4,57.1,,,
AUDI,A4 Avant,3.0 V6 TDI 240ps quattro S-tronic,D6,2967,Diesel,8.8,5.8,6.9,32.1,48.7,40.9,180,1507,74.0,326.4,,76.7,107.7,0.400,
AUDI,A6 Avant,2.0 TFSI 170ps Multitronic,AV,1984,Petrol,10.5,6.2,7.8,26.9,45.6,36.2,181,1688,72.0,720.5,66.4,57.1,,,
AUDI,TT Coupé,TTS 2.0 TFSI quattro 272ps S-tronic,D6,1984,Petrol,10.6,6.4,7.9,26.6,44.1,35.8,184,1707,73.0,167.4,62.8,50.2,,,
AUDI,TT Roadster,2.0 TFSI quattro 200ps S-tronic ,D6,1984,Petrol,10.5,6.3,7.8,26.9,44.8,36.2,184,1688,74.0,201.3,35.1,26.7,,,
AUDI,TT Coupé,TTS 2.0 TFSI quattro 272ps ,QM6,1984,Petrol,11.0,6.4,8.1,25.7,44.1,34.9,188,1751,75.0,196.5,55.1,45.0,,,
AUDI,A4 Allroad,3.0 V6 TDI quattro 240ps 7speed S-tronic with DPF,QD7,2967,Diesel,8.7,6.1,7.1,32.5,46.3,39.8,189,1549,70.0,233.3,,171.9,192.4,0.400,
AUDI,A6 Saloon,2.7 V6 TDI quattro 190ps Tiptronic,QA6,2698,Diesel,9.4,5.8,7.1,30.1,48.7,39.8,189,1549,70.0,397.3,,154.9,189.2,0.600,
AUDI,A6 Saloon,3.0 V6 quattro TDI 190ps Tiptronic,QA6,2967,Diesel,9.3,5.8,7.1,30.4,48.7,39.8,189,1549,70.0,229.9,,139.9,156.4,0.200,
AUDI,A6 Saloon,3.0 V6 CR TDI quattro 240ps Tiptronic ,QA6,2967,Diesel,9.3,5.8,7.1,30.4,48.7,39.8,189,1549,70.0,229.9,,139.9,156.4,0.200,
AUDI,A6 Avant,2.7 V6 TDI quattro 190ps Tiptronic,QA6,2698,Diesel,9.4,5.8,7.1,30.1,48.7,39.8,189,1549,70.0,397.3,,154.9,189.2,0.600,
AUDI,A6 Avant,3.0 V6 CR TDI quattro 240ps Tiptronic,QA6,2967,Diesel,9.3,5.8,7.1,30.4,48.7,39.8,189,1549,70.0,229.9,,139.9,156.4,0.250,
AUDI,A6 Allroad,3.0 V6 CR TDI quattro 240ps,QM6,2967,Diesel,9.4,5.9,7.2,30.1,47.9,39.2,189,1573,70.0,152.3,,145.3,164.8,0.200,
AUDI,A4 Allroad,2.0 TFSI quattro 211ps 7speed S-tronic,QD7,1984,Petrol,10.2,6.8,8.1,27.7,41.5,34.9,189,1751,72.0,402.7,64.2,55.1,,,
AUDI,A4 Saloon,3.2 V6 265ps Multitronic,AV,3197,Petrol,11.6,6.2,8.2,24.4,45.6,34.4,192,1776,74.0,525.0,53.3,45.4,,,
AUDI,Q5,2.0 FSI quattro 211ps 7speed S-tronic,D7,1984,Petrol,10.7,6.8,8.3,26.4,41.5,34.0,192,1797,73.0,633.2,65.9,57.5,,,
AUDI,A3,S3 2.0 TFSI 265ps quattro S-tronic,D6,1984,Petrol,11.1,6.7,8.3,25.4,42.2,34.0,193,1797,72.0,263.0,41.2,33.6,,,
AUDI,A3 Sportback,S3 2.0 TFSI 265ps quattro S-tronic,D6,1984,Petrol,11.2,6.8,8.4,25.2,41.5,33.6,195,1818,72.0,265.9,42.6,35.1,,,
AUDI,Q5,2.0 TFSI quattro 180ps,QM6,1984,Petrol,10.8,6.9,8.4,26.2,40.9,33.6,195,1818,73.0,685.0,47.0,43.0,,,
AUDI,A6 Saloon,2.8 V6 FSI 220ps Multitronic,AV,2773,Petrol,11.8,6.4,8.4,23.9,44.1,33.6,196,1818,73.0,247.6,45.4,40.3,,,
AUDI,A4 Avant,3.2 V6 265ps Multitronic,AV,3197,Petrol,11.6,6.5,8.4,24.4,43.5,33.6,197,1818,74.0,525.0,53.0,45.0,,,
AUDI,Q5,2.0 FSI quattro 211ps ,QM6,1984,Petrol,10.0,7.3,8.5,28.2,38.7,33.2,197,1840,73.0,685.9,47.9,43.1,,,
AUDI,A3,S3 2.0 TFSI 265ps quattro ,QM6,1968,Petrol,11.8,6.6,8.5,23.9,42.8,33.2,198,1840,75.0,269.9,33.1,26.3,,,
AUDI,A6 Allroad,2.7 V6 TDI quattro 190ps Tiptronic,QA6,2698,Diesel,9.9,6.2,7.5,28.5,45.6,37.7,199,1635,70.0,291.4,,136.8,171.2,0.660,
AUDI,A6 Allroad,3.0 V6 CR TDI quattro 240ps Tiptronic,QA6,2967,Diesel,9.7,6.2,7.5,29.1,45.6,37.7,199,1635,70.0,152.3,,145.3,164.8,0.200,
AUDI,A8,4.2 V8 FSI quattro 350ps 8speed Tiptronic,A8,4134,Diesel,10.2,6.1,7.6,27.7,46.3,37.2,199,1657,72.0,252.0,,164.0,189.0,2.500,
AUDI,Q5,3.0 V6 TDI quattro 240ps 7speed S-tronic,D7,2967,Diesel,9.2,6.6,7.5,30.7,42.8,37.7,199,1635,70.0,70.7,,178.0,193.2,0.440,
AUDI,A3 Sportback,S3 2.0 TFSI 265ps quattro ,QM6,1984,Petrol,11.8,6.7,8.5,23.9,42.2,33.2,199,1840,75.0,229.1,35.9,28.2,,,
AUDI,A5 Cabriolet,3.2 V6 265ps Multitronic,AV,3197,Petrol,12.1,6.5,8.6,23.3,43.5,32.8,199,1863,74.0,245.8,60.0,40.3,,,
AUDI,A6 Avant,2.8 V6 FSI 220ps Multitronic,AV,2773,Petrol,12.1,6.5,8.6,23.3,43.5,32.8,199,1863,73.0,207.8,33.5,29.4,,,
AUDI,A6 Saloon,2.8 V6 FSI quattro 220ps Tiptronic ,QA6,2773,Petrol,12.7,6.9,9.0,22.2,40.9,31.4,212,1946,70.0,341.0,56.9,50.0,,,
AUDI,A4 Saloon,3.2 V6 quattro 265ps,QM6,3197,Petrol,13.4,6.7,9.1,21.1,42.2,31.0,214,1971,74.0,525.0,53.0,45.0,,,
AUDI,A6 Avant,2.8 V6 FSI quattro 220ps Tiptronic,QA6,2773,Petrol,12.8,7.0,9.1,22.1,40.4,31.0,214,1971,70.0,341.0,56.9,50.0,,,
AUDI,TT RS Coupé,2.5 TFSI quattro 340ps,QM6,2480,Petrol,13.1,6.9,9.2,21.6,40.9,30.7,214,1990,73.0,184.5,26.5,23.5,,,
AUDI,A4 Saloon,3.2 V6 quattro 265ps S-tronic,QA6,3197,Petrol,13.1,7.0,9.3,21.6,40.4,30.4,215,2010,70.0,525.0,53.0,45.0,,,
AUDI,A5 Sportback,3.2 FSI quattro 265ps S-tronic,D7,3197,Petrol,13.5,6.8,9.3,20.9,41.5,30.4,216,2010,74.0,255.4,55.0,48.5,,,
AUDI,Q5,3.2 FSI quattro 270ps S-tronic,D7,3189,Petrol,12.3,7.6,9.3,23.0,37.2,30.4,218,2010,71.0,305.0,62.0,57.0,,,
AUDI,A4 Saloon,S4 3.0 V6 333ps quattro S-tronic ,D6,2967,Petrol,13.5,7.0,9.4,20.9,40.4,30.1,219,2030,74.0,392.1,70.5,61.1,,,
AUDI,A4 Avant,3.2 V6 quattro 265ps,QM6,3197,Petrol,13.6,6.9,9.4,20.8,40.9,30.1,219,2030,74.0,252.0,52.0,45.0,,,
AUDI,A4 Avant,3.2 V6 quattro 265ps Tiptronic,QA6,1595,Petrol,13.2,7.1,9.4,21.4,39.8,30.1,219,2030,70.0,525.0,53.0,45.0,,,
AUDI,A5 Cabriolet,3.2 V6 265ps 7speed S-tronic,D7,3197,Petrol,13.8,7.0,9.5,20.5,40.4,29.7,219,2057,71.0,255.4,55.0,45.1,,,
AUDI,A5 Sportback,S5 3.0 V6 FSI quattro 333ps,D7,2995,Petrol,13.5,7.0,9.4,20.9,40.4,30.1,219,2030,74.0,392.0,70.0,61.0,,,
AUDI,A6 Saloon,3.0 V6 quattro FSI 290ps ,QA6,2995,Petrol,13.2,7.1,9.4,21.4,39.8,30.1,219,2030,74.0,768.0,65.0,58.0,,,
AUDI,A6 Saloon,3.0 V6 FSI quattro 290ps Tiptronic ,QA6,2995,Petrol,13.2,7.1,9.4,21.4,39.8,30.1,219,2030,74.0,768.9,65.7,25.1,,,
AUDI,A8,4.2 V8 FSI quattro 372ps 8speed Tiptronic,A8,4163,Petrol,13.3,7.2,9.5,21.2,39.2,29.7,219,2057,73.0,619.0,63.0,55.0,,,
AUDI,TT RS Roadster,2.5 TFSI quattro 340ps,QM6,2480,Petrol,13.3,7.2,9.5,21.2,39.2,29.7,221,2057,73.0,184.5,26.5,23.5,,,
AUDI,A6 Avant,3.0 V6 quattro FSI 290ps,QA6,2995,Petrol,13.3,7.2,9.5,21.2,39.2,29.7,223,2057,74.0,768.0,65.0,58.0,,,
AUDI,A6 Avant,3.0 V6 FSI quattro 290ps Tiptronic,QA6,2995,Petrol,13.3,7.2,9.5,21.2,39.2,29.7,223,2057,74.0,768.9,65.7,58.7,,,
AUDI,A4 Avant,S4 3.0 V6 333ps 7speed quattro S-tronic,D7,2967,Petrol,13.8,7.3,9.7,20.5,38.7,29.1,224,2100,74.0,392.1,70.5,61.1,,,
AUDI,A5 Cabriolet,S5 Cabriolet 3.0 V6 quattro 333ps 7speed S-tronic,D7,2995,Petrol,13.8,7.3,9.7,20.5,38.7,29.1,224,2100,74.0,392.0,70.0,61.0,,,
AUDI,A4 Saloon,S4 3.0 V6 333ps quattro ,QM6,2967,Petrol,13.7,7.3,9.7,20.6,38.7,29.1,225,2100,75.0,683.7,51.3,44.1,,,
AUDI,A6 Allroad,3.0 V6 quattro FSI 290ps,QA6,2995,Petrol,13.3,7.6,9.7,21.2,37.2,29.1,225,2100,74.0,413.0,51.0,45.0,,,
AUDI,A6 Allroad,3.0 V6 TFSI quattro 290ps Tiptronic,QA6,2995,Petrol,13.3,7.6,9.7,21.2,37.2,29.1,225,2100,74.0,413.4,51.6,45.5,,,
AUDI,A4 Avant,S4 3.0 V6 333ps quattro ,QM6,2967,Petrol,13.8,7.5,9.9,20.5,37.7,28.5,229,2144,75.0,609.2,57.5,49.6,,,
AUDI,Q7,3.0 V6 CR TDI quattro 240ps Tiptronic ,QA6,2967,Diesel,11.2,7.6,8.9,25.2,37.2,31.7,234,1945,70.0,159.0,,50.0,66.0,1.140,
AUDI,Q7,3.0 V6 TDI quattro 240ps Tiptronic Clean-Diesel,QA6,2967,Diesel,11.2,7.8,8.9,25.2,37.2,31.7,234,1945,70.0,159.0,,50.0,66.0,1.140,
BMW,3 Series E90/E91/E92/E93,320d EfficientDynamics Saloon - with particle filter - from March 2010,M6,1995,Diesel,5.0,3.6,4.1,56.5,78.5,68.9,109,895,75.0,329.6,,140.7,154.9,0.360,
BMW,3 Series E90/E91/E92/E93,316d Saloon - with particle filter - up to February 2010,M6,1995,Diesel,5.4,4.0,4.5,52.3,70.6,62.8,118,982,70.0,75.5,,149.4,169.4,0.150,
BMW,3 Series E90/E91/E92/E93,316d Saloon - with particle filter - from March 2010,M6,1995,Diesel,5.4,4.0,4.5,52.3,70.6,62.8,118,982,70.0,218.7,,135.7,159.2,0.210,
BMW,1 Series E81/E82/E87/E88,118d Coupé - with particle filter,M6,1995,Diesel,5.4,4.0,4.5,52.3,70.6,62.8,119,982,74.0,190.3,,141.8,167.6,0.140,
BMW,1 Series E81/E82/E87/E88,118d 3-door - with particle filter,M6,1995,Diesel,5.4,4.0,4.5,52.3,70.6,62.8,119,982,73.0,190.3,,141.8,167.6,0.140,
BMW,1 Series E81/E82/E87/E88,118d 5-door - with particle filter,M6,1995,Diesel,5.4,4.0,4.5,52.3,70.6,62.8,119,982,73.0,190.3,,141.8,167.6,0.140,
BMW,3 Series E90/E91/E92/E93,318d Saloon - with particle filter - from March 2010,M6,1995,Diesel,5.4,4.0,4.5,52.3,70.6,62.8,119,982,70.0,218.7,,135.7,159.2,0.210,
BMW,3 Series E90/E91/E92/E93,318d Touring - with particle filter - from March 2010,M6,1995,Diesel,5.4,4.0,4.5,52.3,70.6,62.8,120,982,70.0,218.7,,135.7,159.2,0.210,
BMW,3 Series E90/E91/E92/E93,318d Saloon - with particle filter - up to February 2010,M6,1995,Diesel,5.7,4.1,4.7,49.6,68.9,60.1,123,1026,70.0,75.5,,149.4,169.4,0.150,
BMW,1 Series E81/E82/E87/E88,120d Coupé - with particle filter - from March 2010,M6,1995,Diesel,5.9,4.1,4.7,47.9,68.9,60.1,125,1026,75.0,412.7,,107.6,166.2,0.130,
BMW,1 Series E81/E82/E87/E88,120d 3-door - with particle filter - from March 2010,M6,1995,Diesel,5.9,4.1,4.7,47.9,68.9,60.1,125,1026,74.0,412.7,,107.6,166.2,0.130,
BMW,1 Series E81/E82/E87/E88,120d 5-door - with particle filter - from March 2010,M6,1995,Diesel,5.9,4.1,4.7,47.9,68.9,60.1,125,1026,74.0,412.7,,107.6,166.2,0.130,
BMW,3 Series E90/E91/E92/E93,320d Coupé - with particle filter - from March 2010,M6,1995,Diesel,5.9,4.0,4.7,47.9,70.6,60.1,125,1026,75.0,264.3,,137.7,161.6,0.170,
BMW,3 Series E90/E91/E92/E93,320d Saloon - with particle filter - from March 2010,M6,1995,Diesel,5.9,4.0,4.7,47.9,70.6,60.1,125,1026,75.0,264.3,,137.7,161.6,0.170,
BMW,3 Series E90/E91/E92/E93,318d Touring - with particle filter - up to February 2010,M6,1995,Diesel,5.8,4.2,4.8,48.7,67.3,58.9,125,1047,70.0,75.5,,149.4,169.4,0.150,
BMW,1 Series E81/E82/E87/E88,120d Coupé - with particle filter - up to February 2010,M6,1995,Diesel,6.1,4.1,4.8,46.3,68.9,58.9,128,1047,75.0,412.7,,107.6,166.2,0.130,
BMW,1 Series E81/E82/E87/E88,120d 3-door - with particle filter - up to February 2010,M6,1995,Diesel,6.1,4.1,4.8,46.3,68.9,58.9,128,1047,74.0,412.7,,107.6,166.2,0.130,
BMW,1 Series E81/E82/E87/E88,120d 5-door - with particle filter - up to February 2010,M6,1995,Diesel,6.1,4.1,4.8,46.3,68.9,58.9,128,1047,74.0,412.7,,107.6,166.2,0.130,
BMW,3 Series E90/E91/E92/E93,320d Coupé - with particle filter - up to February 2010,M6,1995,Diesel,6.0,4.1,4.8,47.1,68.9,58.9,128,1047,73.0,11.1,,129.9,142.2,0.170,
BMW,3 Series E90/E91/E92/E93,320d Saloon - with particle filter - up to February 2010,M6,1995,Diesel,6.0,4.1,4.8,47.1,68.9,58.9,128,1047,73.0,11.1,,129.9,142.2,0.170,
BMW,3 Series E90/E91/E92/E93,320d Touring - with particle filter - from March 2010,M6,1995,Diesel,6.0,4.1,4.8,47.1,68.9,58.9,128,1047,75.0,264.3,,137.7,161.6,0.170,
BMW,1 Series E81/E82/E87/E88,118d Convertible - with particle filter,M6,1995,Diesel,5.8,4.4,4.9,48.7,64.2,57.6,129,1070,71.0,190.3,,141.8,167.6,0.140,
BMW,3 Series E90/E91/E92/E93,320d Touring - with particle filter - up to February 2010,M6,1995,Diesel,6.1,4.2,4.9,46.3,67.3,57.6,130,1070,73.0,11.1,,129.9,142.2,0.170,
BMW,1 Series E81/E82/E87/E88,120d Convertible - with particle filter - from March 2010,M6,1995,Diesel,6.2,4.4,5.0,45.6,64.2,56.5,133,1091,74.0,412.7,,107.6,166.2,0.130,
BMW,1 Series E81/E82/E87/E88,120d Convertible - with particle filter - up to February 2010,M6,1995,Diesel,6.4,4.3,5.1,44.1,65.7,55.4,134,1113,74.0,412.7,,107.6,166.2,0.130,
BMW,1 Series E81/E82/E87/E88,123d Coupé - with particle filter - from March 2010,M6,1995,Diesel,6.4,4.4,5.1,44.1,64.2,55.4,135,1113,73.0,140.8,,136.4,180.8,1.210,
BMW,1 Series E81/E82/E87/E88,123d 3-door - with particle filter - from March 2010,M6,1995,Diesel,6.4,4.4,5.1,44.1,64.2,55.4,135,1113,73.0,140.8,,136.4,180.8,1.210,
BMW,1 Series E81/E82/E87/E88,123d 5-door - with particle filter - from March 2010,M6,1995,Diesel,6.4,4.4,5.1,44.1,64.2,55.4,135,1113,73.0,140.8,,136.4,180.8,1.210,
BMW,3 Series E90/E91/E92/E93,320d Convertible - with particle filter - from March 2010,M6,1995,Diesel,6.3,4.4,5.1,44.8,64.2,55.4,135,1113,75.0,264.3,,137.7,161.6,0.170,
BMW,X1 Series s/xDrive E84,X1 sDrive18d - with particle filter ,M6,1995,Diesel,6.1,4.7,5.2,46.3,60.1,54.3,136,1135,73.0,443.1,,134.3,178.6,0.410,
BMW,1 Series E81/E82/E87/E88,123d Coupé - with particle filter - up to February 2010,M6,1995,Diesel,6.5,4.4,5.2,43.5,64.2,54.3,138,1135,73.0,140.8,,136.4,180.8,1.210,
BMW,1 Series E81/E82/E87/E88,123d 3-door - with particle filter - up to February 2010,M6,1995,Diesel,6.5,4.4,5.2,43.5,64.2,54.3,138,1135,73.0,140.8,,136.4,180.8,1.210,
BMW,1 Series E81/E82/E87/E88,123d 5-door - with particle filter - up to February 2010,M6,1995,Diesel,6.5,4.4,5.2,43.5,64.2,54.3,138,1135,73.0,140.8,,136.4,180.8,1.210,
BMW,X1 Series s/xDrive E84,X1 sDrive20d - with particle filter ,M6,1995,Diesel,6.4,4.7,5.3,44.1,60.1,53.3,139,1157,73.0,225.0,,119.2,142.9,0.240,
BMW,1 Series E81/E82/E87/E88,118d Coupé - with particle filter - from March 2010,A6,1995,Diesel,6.7,4.5,5.3,42.2,62.8,53.3,140,1157,69.0,306.3,,157.7,178.9,0.370,
BMW,1 Series E81/E82/E87/E88,120d Coupé - with particle filter - from March 2010,A6,1995,Diesel,6.7,4.5,5.3,42.2,62.8,53.3,140,1157,69.0,465.2,,118.0,150.7,0.110,
BMW,1 Series E81/E82/E87/E88,123d Convertible - with particle filter - from March 2010,M6,1995,Diesel,6.6,4.6,5.3,42.8,61.4,53.3,140,1157,73.0,140.8,,136.4,180.8,1.210,
BMW,1 Series E81/E82/E87/E88,118d 3-door - with particle filter - from March 2010,A6,1995,Diesel,6.7,4.5,5.3,42.2,62.8,53.3,140,1157,69.0,306.3,,157.7,178.9,0.370,
BMW,1 Series E81/E82/E87/E88,120d 3-door - with particle filter - from March 2010,A6,1995,Diesel,6.7,4.5,5.3,42.2,62.8,53.3,140,1157,68.0,465.2,,118.0,150.7,0.110,
BMW,1 Series E81/E82/E87/E88,118d 5-door - with particle filter - from March 2010,A6,1995,Diesel,6.7,4.5,5.3,42.2,62.8,53.3,140,1157,69.0,306.3,,157.7,178.9,0.370,
BMW,1 Series E81/E82/E87/E88,120d 5-door - with particle filter - from March 2010,A6,1995,Diesel,6.7,4.5,5.3,42.2,62.8,53.3,140,1157,68.0,465.2,,118.0,150.7,0.110,
BMW,3 Series E90/E91/E92/E93,320d Coupé - with particle filter - from March 2010,A6,1995,Diesel,6.8,4.4,5.3,41.5,64.2,53.3,140,1157,66.0,236.5,,131.2,154.4,0.090,
BMW,3 Series E90/E91/E92/E93,320d Convertible - with particle filter - up to February 2010,M6,1995,Diesel,6.9,4.3,5.3,40.9,65.7,53.3,140,1157,73.0,11.2,,140.7,156.9,0.170,
BMW,3 Series E90/E91/E92/E93,318d Saloon - with particle filter - from March 2010,A6,1995,Diesel,6.8,4.4,5.3,41.5,64.2,53.3,140,1157,69.0,203.7,,141.1,160.7,0.180,
BMW,3 Series E90/E91/E92/E93,320d Saloon - with particle filter - from March 2010,A6,1995,Diesel,6.8,4.4,5.3,41.5,64.2,53.3,140,1157,66.0,236.5,,131.2,154.4,0.090,
BMW,3 Series E90/E91/E92/E93,318d Touring - with particle filter - from March 2010,A6,1995,Diesel,6.9,4.5,5.4,40.9,62.8,52.3,142,1179,69.0,203.7,,141.1,160.7,0.180,
BMW,3 Series E90/E91/E92/E93,320d Touring - with particle filter - from March 2010,A6,1995,Diesel,6.9,4.5,5.4,40.9,62.8,52.3,142,1179,66.0,236.5,,131.2,154.4,0.090,
BMW,1 Series E81/E82/E87/E88,116i 3-door ,M6,1995,Petrol,7.9,5.1,6.1,35.8,55.4,46.3,143,1320,73.0,119.6,44.4,25.9,,,
BMW,1 Series E81/E82/E87/E88,118i 3-door,M6,1995,Petrol,7.9,5.1,6.1,35.8,55.4,46.3,143,1320,73.0,119.6,44.4,25.9,,,
BMW,1 Series E81/E82/E87/E88,116i 5-door ,M6,1995,Petrol,7.9,5.1,6.1,35.8,55.4,46.3,143,1320,73.0,119.6,44.4,25.9,,,
BMW,1 Series E81/E82/E87/E88,118i 5-door,M6,1995,Petrol,7.9,5.1,6.1,35.8,55.4,46.3,143,1320,73.0,119.6,44.4,25.9,,,
BMW,1 Series E81/E82/E87/E88,118d Coupé - with particle filter - up to February 2010,A6,1995,Diesel,6.9,4.5,5.4,40.9,62.8,52.3,144,1179,69.0,306.3,,157.7,178.9,0.370,
BMW,1 Series E81/E82/E87/E88,120d Coupé - with particle filter - up to February 2010,A6,1995,Diesel,7.2,4.4,5.4,39.2,64.2,52.3,144,1179,69.0,465.2,,118.0,150.7,0.110,
BMW,1 Series E81/E82/E87/E88,123d Convertible - with particle filter - up to February 2010,M6,1995,Diesel,6.7,4.6,5.4,42.2,61.4,52.3,144,1179,73.0,140.8,,136.4,180.8,1.210,
BMW,1 Series E81/E82/E87/E88,118d 3-door - with particle filter - up to February 2010,A6,1995,Diesel,6.9,4.5,5.4,40.9,62.8,52.3,144,1179,69.0,306.3,,157.7,178.9,0.370,
BMW,1 Series E81/E82/E87/E88,120d 3-door - with particle filter - up to February 2010 ,A6,1995,Diesel,7.2,4.4,5.4,39.2,64.2,52.3,144,1179,68.0,465.2,,118.0,150.7,0.110,
BMW,1 Series E81/E82/E87/E88,118d 5-door - with particle filter - up to February 2010,A6,1995,Diesel,6.9,4.5,5.4,40.9,62.8,52.3,144,1179,69.0,306.3,,157.7,178.9,0.370,
BMW,1 Series E81/E82/E87/E88,120d 5-door - with particle filter - up to February 2010,A6,1995,Diesel,7.2,4.4,5.4,39.2,64.2,52.3,144,1179,68.0,465.2,,118.0,150.7,0.110,
BMW,3 Series E90/E91/E92/E93,318d Saloon - with particle filter - up to February 2010,A6,1995,Diesel,7.1,4.4,5.4,39.8,64.2,52.3,144,1179,69.0,254.2,,169.7,188.2,0.150,
BMW,3 Series E90/E91/E92/E93,320d Saloon - with particle filter - up to February 2010,A6,1995,Diesel,7.1,4.4,5.4,39.8,64.2,52.3,144,1179,66.0,326.0,,134.9,154.1,0.140,
BMW,1 Series E81/E82/E87/E88,123d Coupé - with particle filter - from March 2010,A6,1995,Diesel,6.9,4.7,5.5,40.9,60.1,51.4,145,1199,68.0,306.0,,118.3,139.1,0.200,
BMW,1 Series E81/E82/E87/E88,118d Convertible - with particle filter - from March 2010,A6,1995,Diesel,6.9,4.7,5.5,40.9,60.1,51.4,145,1199,67.0,306.3,,157.7,178.9,0.370,
BMW,1 Series E81/E82/E87/E88,120d Convertible - with particle filter - from March 2010,A6,1995,Diesel,6.9,4.7,5.5,40.9,60.1,51.4,145,1199,69.0,465.2,,118.0,150.7,0.110,
BMW,1 Series E81/E82/E87/E88,123d 3-door - with particle filter - from March 2010,A6,1995,Diesel,6.9,4.7,5.5,40.9,60.1,51.4,145,1199,68.0,306.0,,118.3,139.1,0.200,
BMW,1 Series E81/E82/E87/E88,123d 5-door - with particle filter - from March 2010,A6,1995,Diesel,6.9,4.7,5.5,40.9,60.1,51.4,145,1199,68.0,306.0,,118.3,139.1,0.200,
BMW,3 Series E90/E91/E92/E93,320d Coupé - with particle filter - up to February 2010,A6,1995,Diesel,7.2,4.5,5.5,39.2,62.8,51.4,145,1199,66.0,326.0,,134.9,154.1,0.140,
BMW,3 Series E90/E91/E92/E93,318d Touring - with particle filter - up to February 2010,A6,1995,Diesel,7.3,4.6,5.6,38.7,61.4,50.4,146,1223,69.0,254.2,,169.7,188.2,0.150,
BMW,3 Series E90/E91/E92/E93,320d Touring - with particle filter - up to February 2010,A6,1995,Diesel,7.3,4.6,5.6,38.7,61.4,50.4,146,1223,66.0,326.0,,134.9,154.1,0.140,
BMW,3 Series E90/E91/E92/E93,318i Saloon - up to February 2010,M6,1995,Petrol,8.1,5.3,6.3,34.9,53.3,44.8,146,1364,71.0,225.2,60.6,26.9,,,
BMW,3 Series E90/E91/E92/E93,318i Saloon - from March 2010,M6,1995,Petrol,8.1,5.3,6.3,34.9,53.3,44.8,146,1364,72.0,225.2,60.6,26.9,,,
BMW,3 Series E90/E91/E92/E93,318i Touring - up to February 2010,M6,1995,Petrol,8.1,5.3,6.3,34.9,53.3,44.8,147,1364,71.0,225.2,60.6,26.9,,,
BMW,3 Series E90/E91/E92/E93,318i Touring - from March 2010,M6,1995,Petrol,8.1,5.3,6.3,34.9,53.3,44.8,147,1364,72.0,225.2,60.6,26.9,,,
BMW,1 Series E81/E82/E87/E88,123d Coupé - with particle filter - up to February 2010,A6,1995,Diesel,7.3,4.6,5.6,38.7,61.4,50.4,148,1223,68.0,306.0,,118.3,139.1,0.200,
BMW,1 Series E81/E82/E87/E88,118d Convertible - with particle filter - up to February 2010,A6,1995,Diesel,7.1,4.7,5.6,39.8,60.1,50.4,148,1223,67.0,306.3,,157.7,178.9,0.370,
BMW,1 Series E81/E82/E87/E88,120d Convertible - with particle filter - up to February 2010,A6,1995,Diesel,7.4,4.5,5.6,38.2,62.8,50.4,148,1223,69.0,465.2,,118.0,150.7,0.110,
BMW,1 Series E81/E82/E87/E88,123d 3-door - with particle filter - up to February 2010,A6,1995,Diesel,7.3,4.6,5.6,38.7,61.4,50.4,148,1223,68.0,306.0,,118.3,139.1,0.200,
BMW,1 Series E81/E82/E87/E88,123d 5-door - with particle filter - up to February 2010,A6,1995,Diesel,7.3,4.6,5.6,38.7,61.4,50.4,148,1223,68.0,306.0,,118.3,139.1,0.200,
BMW,3 Series E90/E91/E92/E93,320i Saloon,M6,1995,Petrol,8.3,5.3,6.4,34.0,53.3,44.1,148,1385,72.0,416.6,65.9,30.2,,,
BMW,3 Series E90/E91/E92/E93,320d Convertible - with particle filter - from March 2010,A6,1995,Diesel,7.1,4.7,5.6,39.8,60.1,50.4,149,1223,66.0,183.6,,170.5,189.1,0.330,
BMW,3 Series E90/E91/E92/E93,320i Touring,M6,1995,Petrol,8.3,5.3,6.4,34.0,53.3,44.1,149,1385,72.0,416.6,65.9,30.2,,,
