Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates,
MERCEDES-BENZ,E-Class Saloon Model Year 2010,"E 200 CGI BlueEFFICIENCY with 205/65 or 225/55 16"" rear wheels",A5,1796,Petrol,10.2,6.0,7.5,27.7,47.1,37.7,177,1621,70.0,261.0,25.0,29.0,,,
MERCEDES-BENZ,E-Class Cabriolet Model Year 2010,"E 200 CGI BlueEFFICIENCY with 255/40 17"" or 255/35 18"" rear wheels",M6,1796,Petrol,10.3,6.1,7.6,27.4,46.3,37.2,177,1642,72.0,254.0,30.0,25.0,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2010,"C 250 CGI BlueEFFICIENCY with 225/45 or 245/40 17"" rear wheels",A5,1796,Petrol,10.5,5.8,7.6,26.9,48.7,37.2,178,1642,70.0,268.0,28.0,22.0,,,
MERCEDES-BENZ,E-Class Saloon Model Year 2010,"E 350 CDI BlueEFFICIENCY with 225/55 16"" rear wheels",A7,2987,Diesel,8.9,5.5,6.8,31.7,51.4,41.5,179,1485,70.0,309.0,,142.0,195.0,2.010,
MERCEDES-BENZ,E-Class Coupé Model Year 2010,"E 350 CDI BlueEFFICIENCY with 235/45 17"" or 255/35 18"" rear wheels",A7,2987,Diesel,8.9,5.6,6.8,31.7,50.4,41.5,179,1485,70.0,271.0,,132.0,190.0,1.690,
MERCEDES-BENZ,C-Class Estate Model Year 2010,"C 180 CGI BlueEFFICIENCY with 225/45 or 245/40 17"" rear wheels",A5,1796,Petrol,10.6,6.0,7.7,26.6,47.1,36.7,179,1665,70.0,203.0,48.0,41.0,,,
MERCEDES-BENZ,E-Class Saloon Model Year 2010,"E 200 CGI BlueEFFICIENCY with 245/45 17"" rear wheels",A5,1796,Petrol,10.3,6.1,7.6,27.4,46.3,37.2,179,1642,70.0,261.0,25.0,29.0,,,
MERCEDES-BENZ,E-Class Saloon Model Year 2010,"E 250 CGI BlueEFFICIENCY with 225/55 16"" rear wheels",A5,1796,Petrol,10.3,6.1,7.6,27.4,46.3,37.2,179,1642,71.0,261.0,25.0,29.0,,,
MERCEDES-BENZ,E-Class Coupé Model Year 2010,"E 200 CGI BlueEFFICIENCY with 215/45 16"" or 235/45 17"" rear wheels",A5,1796,Petrol,10.6,5.9,7.7,26.6,47.9,36.7,179,1665,70.0,258.0,29.0,31.0,,,
MERCEDES-BENZ,C-Class Estate Model Year 2010,"C 350 CDI BlueEFFICIENCY with 225/45 or 245/40 17"" rear wheels",A7,2987,Diesel,8.8,5.7,6.8,32.1,49.6,41.5,180,1485,70.0,335.0,,148.0,196.0,0.930,
MERCEDES-BENZ,C-Class Estate Model Year 2010,"C 250 CGI BlueEFFICIENCY with 225/45 or 245/40 17"" rear wheels",A5,1796,Petrol,10.5,6.1,7.7,26.9,46.3,36.7,180,1665,70.0,268.0,28.0,22.0,,,
MERCEDES-BENZ,E-Class Coupé Model Year 2010,"E 250 CGI BlueEFFICIENCY with 215/45 16"" or 235/45 17"" rear wheels",A5,1796,Petrol,10.9,6.0,7.8,25.9,47.1,36.2,180,1688,70.0,258.0,29.0,31.0,,,
MERCEDES-BENZ,E-Class Saloon Model Year 2010,"E 350 CDI BlueEFFICIENCY with 245/45 17"" rear wheels",A7,2987,Diesel,9.0,5.6,6.9,31.4,50.4,40.9,181,1507,70.0,309.0,,142.0,195.0,2.010,
MERCEDES-BENZ,E-Class Saloon Model Year 2010,"E 250 CGI BlueEFFICIENCY with 245/45 17"" rear wheels",A5,1796,Petrol,10.4,6.2,7.7,27.2,45.6,36.7,181,1665,71.0,261.0,25.0,29.0,,,
MERCEDES-BENZ,E-Class Coupé Model Year 2010,"E 200 CGI BlueEFFICIENCY with 255/40 17"" or 255/35 18"" rear wheels",A5,1796,Petrol,10.7,6.1,7.8,26.4,46.3,36.2,182,1688,70.0,258.0,29.0,31.0,,,
MERCEDES-BENZ,E-Class Estate Model Year 2010,"E 200 CGI BlueEFFICIENCY with 225/55 16"" rear wheels",A5,1796,Petrol,10.5,6.3,7.9,26.9,44.8,35.8,183,1707,71.0,185.0,39.0,43.0,,,
MERCEDES-BENZ,E-Class Coupé Model Year 2010,"E 250 CGI BlueEFFICIENCY with 255/40 17"" or 255/35 18"" rear wheels",A5,1796,Petrol,10.8,6.2,7.9,26.2,45.6,35.8,183,1707,70.0,258.0,29.0,31.0,,,
MERCEDES-BENZ,C-Class Estate Model Year 2010,"C 350 CDI BlueEFFICIENCY with 255/35 18"" rear wheels",A7,2987,Diesel,9.0,5.9,7.0,31.4,47.9,40.4,184,1526,70.0,335.0,,148.0,196.0,0.930,
MERCEDES-BENZ,C-Class Saloon Model Year 2010,"C 250 CGI BlueEFFICIENCY with 255/35 18"" rear wheels",A5,1796,Petrol,10.7,6.2,7.9,26.4,45.6,35.8,184,1707,70.0,268.0,28.0,22.0,,,
MERCEDES-BENZ,E-Class Saloon Model Year 2010,"E 200 CGI BlueEFFICIENCY with 265/35 18"" rear wheels",A5,1796,Petrol,10.5,6.3,7.9,26.9,44.8,35.8,184,1707,70.0,261.0,25.0,29.0,,,
MERCEDES-BENZ,E-Class Estate Model Year 2010,"E 200 CGI BlueEFFICIENCY with 225/55 16"" rear wheels",M6,1796,Petrol,10.7,6.2,7.9,26.4,45.6,35.8,184,1707,74.0,227.0,39.0,29.0,,,
MERCEDES-BENZ,E-Class Estate Model Year 2010,"E 350 CDI BlueEFFICIENCY with 225/55 16"" rear wheels",A7,2987,Diesel,8.9,5.9,7.0,31.7,47.9,40.4,185,1526,71.0,282.0,,152.0,193.0,1.430,
MERCEDES-BENZ,E-Class Cabriolet Model Year 2010,"E 350 CDI BlueEFFICIENCY with 235/45 17"" rear wheels",A7,2987,Diesel,9.1,5.9,7.0,31.0,47.9,40.4,185,1526,70.0,305.0,,158.0,203.0,0.560,
MERCEDES-BENZ,E-Class Estate Model Year 2010,"E 250 CGI BlueEFFICIENCY with 225/55 16"" rear wheels",A5,1796,Petrol,10.6,6.4,8.0,26.6,44.1,35.3,185,1731,71.0,185.0,39.0,43.0,,,
MERCEDES-BENZ,E-Class Cabriolet Model Year 2010,"E 200 CGI BlueEFFICIENCY with 235/45 17"" rear wheels",A5,1796,Petrol,11.0,6.1,7.9,25.7,46.3,35.8,185,1707,70.0,258.0,29.0,31.0,,,
MERCEDES-BENZ,E-Class Cabriolet Model Year 2010,"E 250 CGI BlueEFFICIENCY with 235/45 17"" rear wheels",A5,1796,Petrol,11.0,6.1,7.9,25.7,46.3,35.8,185,1707,70.0,258.0,29.0,31.0,,,
MERCEDES-BENZ,E-Class Saloon Model Year 2010,"E 350 CDI BlueEFFICIENCY with 265/35 18"" rear wheels",A7,2987,Diesel,9.4,5.8,7.1,30.1,48.7,39.8,186,1549,70.0,309.0,,142.0,195.0,2.010,
MERCEDES-BENZ,C-Class Estate Model Year 2010,"C 180 CGI BlueEFFICIENCY with 255/35 18"" rear wheels",A5,1796,Petrol,10.8,6.4,8.0,26.2,44.1,35.3,186,1731,70.0,203.0,48.0,41.0,,,
MERCEDES-BENZ,E-Class Saloon Model Year 2010,"E 250 CGI BlueEFFICIENCY with 265/35 18"" rear wheels",A5,1796,Petrol,10.6,6.4,8.0,26.6,44.1,35.3,187,1731,71.0,261.0,25.0,29.0,,,
MERCEDES-BENZ,E-Class Estate Model Year 2010,"E 200 CGI BlueEFFICIENCY with 245/45 17"" or 265/35 18"" rear wheels",M6,1796,Petrol,10.7,6.5,8.0,26.4,43.5,35.3,187,1731,74.0,227.0,39.0,29.0,,,
MERCEDES-BENZ,C-Class Estate Model Year 2010,"C 250 CGI BlueEFFICIENCY with 255/35 18"" rear wheels",A5,1796,Petrol,10.7,6.5,8.0,26.4,43.5,35.3,188,1731,70.0,268.0,28.0,22.0,,,
MERCEDES-BENZ,E-Class Estate Model Year 2010,"E 200 CGI BlueEFFICIENCY with 245/45 17"" rear wheels",A5,1796,Petrol,10.8,6.6,8.1,26.2,42.8,34.9,188,1751,71.0,185.0,39.0,43.0,,,
MERCEDES-BENZ,E-Class Cabriolet Model Year 2010,"E 350 CDI BlueEFFICIENCY with 255/40 17"" or 255/35 18"" rear wheels",A7,2987,Diesel,9.1,6.1,7.2,31.0,46.3,39.2,189,1573,70.0,305.0,,158.0,203.0,0.560,
MERCEDES-BENZ,E-Class Estate Model Year 2010,"E 200 CGI BlueEFFICIENCY with 265/35 18"" rear wheels",A5,1796,Petrol,10.8,6.6,8.1,26.2,42.8,34.9,189,1751,71.0,185.0,39.0,43.0,,,
MERCEDES-BENZ,E-Class Estate Model Year 2010,"E 250 CGI BlueEFFICIENCY with 245/45 17"" rear wheels",A5,1796,Petrol,10.9,6.7,8.2,25.9,42.2,34.4,190,1776,71.0,185.0,39.0,43.0,,,
MERCEDES-BENZ,E-Class Cabriolet Model Year 2010,"E 200 CGI BlueEFFICIENCY with 255/40 17"" or 255/35 18"" rear wheels",A5,1796,Petrol,11.2,6.4,8.2,25.2,44.1,34.4,190,1776,70.0,258.0,29.0,31.0,,,
MERCEDES-BENZ,E-Class Cabriolet Model Year 2010,"E 250 CGI BlueEFFICIENCY with 255/40 17"" or 255/35 18"" rear wheels",A5,1796,Petrol,11.2,6.4,8.2,25.2,44.1,34.4,190,1776,70.0,258.0,29.0,31.0,,,
MERCEDES-BENZ,E-Class Estate Model Year 2010,"E 350 CDI BlueEFFICIENCY with 245/45 17"" rear wheels",A7,2987,Diesel,9.1,6.1,7.2,31.0,46.3,39.2,191,1573,71.0,282.0,,152.0,193.0,1.430,
MERCEDES-BENZ,E-Class Estate Model Year 2010,"E 250 CGI BlueEFFICIENCY with 265/35 18"" rear wheels",A5,1796,Petrol,10.9,6.7,8.2,25.9,42.2,34.4,191,1776,71.0,185.0,39.0,43.0,,,
MERCEDES-BENZ,E-Class Estate Model Year 2010,"E 350 CDI BlueEFFICIENCY with 265/35 18"" rear wheels",A7,2987,Diesel,9.4,6.0,7.3,30.1,47.1,38.7,192,1593,71.0,282.0,,152.0,193.0,1.430,
MERCEDES-BENZ,E-Class Saloon Model Year 2010,"E 350 CGI BlueEFFICIENCY with 225/55 16"" rear wheels",A7,3498,Petrol,12.4,6.3,8.5,22.8,44.8,33.2,199,1840,70.0,125.0,69.0,25.0,,,
MERCEDES-BENZ,E-Class Coupé Model Year 2010,"E 350 CGI BlueEFFICIENCY with 225/55 16"" rear wheels",A7,3498,Petrol,12.3,6.3,8.5,23.0,44.8,33.2,199,1840,70.0,50.0,63.0,9.0,,,
MERCEDES-BENZ,E-Class Estate Model Year 2010,"E 350 CGI BlueEFFICIENCY with 225/55 16"" rear wheels",A7,3498,Petrol,12.3,6.5,8.6,23.0,43.5,32.8,200,1863,71.0,133.0,51.0,36.0,,,
MERCEDES-BENZ,E-Class Coupé Model Year 2010,"E 350 CGI BlueEFFICIENCY with 235/45 17"" rear wheels",A7,3498,Petrol,12.3,6.4,8.6,23.0,44.1,32.8,200,1863,70.0,50.0,63.0,9.0,,,
MERCEDES-BENZ,E-Class Saloon Model Year 2010,"E 350 CGI BlueEFFICIENCY with 245/45 17"" rear wheels",A7,3498,Petrol,12.5,6.4,8.6,22.6,44.1,32.8,201,1863,70.0,125.0,69.0,25.0,,,
MERCEDES-BENZ,E-Class Coupé Model Year 2010,"E 350 CGI BlueEFFICIENCY with 255/40 17"" or 255/35 18"" rear wheels",A7,3498,Petrol,12.4,6.6,8.7,22.8,42.8,32.5,203,1880,70.0,50.0,63.0,9.0,,,
MERCEDES-BENZ,E-Class Saloon Model Year 2010,"E 350 CGI BlueEFFICIENCY with 265/35 18"" rear wheels",A7,3498,Petrol,12.5,6.6,8.8,22.6,42.8,32.1,205,1903,70.0,125.0,69.0,25.0,,,
MERCEDES-BENZ,E-Class Estate Model Year 2010,"E 350 CGI BlueEFFICIENCY with 245/45 17"" rear wheels",A7,3498,Petrol,12.7,6.6,8.8,22.2,42.8,32.1,206,1903,71.0,133.0,51.0,36.0,,,
MERCEDES-BENZ,E-Class Cabriolet Model Year 2010,"E 350 CGI BlueEFFICIENCY with 235/45 17"" rear wheels",A7,3498,Petrol,12.8,6.5,8.8,22.1,43.5,32.1,206,1903,70.0,50.0,63.0,9.0,,,
MERCEDES-BENZ,SLK-Class Model Year 2010,"SLK 300 with 225/50 16"" rear wheels",A7,2996,Petrol,12.3,6.8,8.9,23.0,41.5,31.7,207,1927,76.0,390.0,34.0,11.0,,,
MERCEDES-BENZ,E-Class Estate Model Year 2010,"E 350 CGI BlueEFFICIENCY with 265/35 18"" rear wheels",A7,3498,Petrol,12.8,6.6,8.9,22.1,42.8,31.7,208,1927,71.0,133.0,51.0,36.0,,,
MERCEDES-BENZ,E-Class Cabriolet Model Year 2010,"E 350 CGI BlueEFFICIENCY with 255/40 17"" or 255/35 18"" rear wheels",A7,3498,Petrol,12.9,6.6,9.0,21.9,42.8,31.4,208,1946,70.0,50.0,63.0,9.0,,,
MERCEDES-BENZ,SLK-Class Model Year 2010,"SLK 300 with 245/40 17"" or 245/35 18"" rear wheels",A7,2996,Petrol,12.4,6.9,9.0,22.8,40.9,31.4,209,1946,76.0,390.0,34.0,11.0,,,
MERCEDES-BENZ,SLK-Class Model Year 2010,"SLK 350 with 245/40 17"" or 245/35 18"" rear wheels",A7,3498,Petrol,12.6,6.9,9.0,22.4,40.9,31.4,209,1946,74.0,294.0,28.0,14.0,,,
MERCEDES-BENZ,SL-Class Model Year 2010,"SL 300 with 245/45 17"" rear wheels",A7,2996,Petrol,13.5,6.8,9.3,20.9,41.5,30.4,217,2010,73.0,276.0,31.0,17.0,,,
MERCEDES-BENZ,SL-Class Model Year 2010,"SL 300 with 255/40 or 285/35 18"" rear wheels",A7,2996,Petrol,13.5,6.8,9.3,20.9,41.5,30.4,217,2010,73.0,276.0,31.0,17.0,,,
MERCEDES-BENZ,SL-Class Model Year 2010,"SL 300 with 285/30 19"" rear wheels",A7,2996,Petrol,13.5,6.8,9.3,20.9,41.5,30.4,217,2010,73.0,276.0,31.0,17.0,,,
MERCEDES-BENZ,SLK-Class Model Year 2010,"SLK 300 with 225/50 16"" rear wheels",M6,2996,Petrol,13.9,6.8,9.5,20.3,41.5,29.7,220,2057,75.0,465.0,26.0,15.0,,,
MERCEDES-BENZ,ML-Class Model Year 2010,"ML 300 CDI BlueEFFICIENCY 4MATIC with 235/65 17"" rear wheels",A7,2987,Diesel,10.6,7.1,8.4,26.6,39.8,33.6,224,1835,70.0,251.0,,150.0,180.0,1.470,
MERCEDES-BENZ,ML-Class Model Year 2010,"ML 350 CDI BlueEFFICIENCY 4MATIC with 235/65 17"" rear wheels",A7,2987,Diesel,10.6,7.1,8.4,26.6,39.8,33.6,224,1835,70.0,251.0,,150.0,180.0,1.470,
MERCEDES-BENZ,SLK-Class Model Year 2010,"SLK 300 with 245/40 17"" or 245/35 18"" rear wheels",M6,2996,Petrol,14.1,7.0,9.7,20.0,40.4,29.1,225,2100,75.0,465.0,26.0,15.0,,,
MERCEDES-BENZ,SL-Class Model Year 2010,"SL 350 with 245/45 17"" rear wheels",A7,3498,Petrol,13.8,7.2,9.7,20.5,39.2,29.1,226,2100,74.0,284.0,30.0,18.0,,,
MERCEDES-BENZ,SL-Class Model Year 2010,"SL 350 with 255/40 or 285/35 18"" rear wheels",A7,3498,Petrol,13.8,7.2,9.7,20.5,39.2,29.1,226,2100,74.0,284.0,30.0,18.0,,,
MERCEDES-BENZ,SL-Class Model Year 2010,"SL 350 with 285/30 19"" rear wheels",A7,3498,Petrol,13.8,7.2,9.7,20.5,39.2,29.1,226,2100,74.0,284.0,30.0,18.0,,,
MERCEDES-BENZ,SLK-Class Model Year 2010,"SLK 350 with 245/40 17"" or 245/35 18"" rear wheels",M6,3498,Petrol,14.5,7.0,9.7,19.5,40.4,29.1,227,2100,75.0,198.0,16.0,14.0,,,
MERCEDES-BENZ,ML-Class Model Year 2010,"ML 300 CDI BlueEFFICIENCY 4MATIC with 255/55 18"" rear wheels",A7,1987,Diesel,10.9,7.4,8.7,25.9,38.2,32.5,230,1897,70.0,251.0,,150.0,180.0,1.470,
MERCEDES-BENZ,ML-Class Model Year 2010,"ML 300 CDI BlueEFFICIENCY 4MATIC with 255/50 or 285/45 19"" rear wheels",A7,2987,Diesel,10.9,7.4,8.7,25.9,38.2,32.5,230,1897,70.0,251.0,,150.0,180.0,1.470,
MERCEDES-BENZ,ML-Class Model Year 2010,"ML 350 CDI BlueEFFICIENCY 4MATIC with 255/50 or 285/45 19"" rear wheels",A7,2987,Diesel,10.9,7.4,8.7,25.9,38.2,32.5,230,1897,70.0,251.0,,150.0,180.0,1.470,
MERCEDES-BENZ,ML-Class Model Year 2010,"ML 350 CDI BlueEFFICIENCY 4MATIC with 255/55 18"" rear wheels",A7,2987,Diesel,10.9,7.4,8.7,25.9,38.2,32.5,230,1897,70.0,251.0,,150.0,180.0,1.470,
MERCEDES-BENZ,C-Class Saloon Model Year 2010,"C 350 with 225/45 or 245/40 17"" rear wheels",A7,3498,Petrol,14.2,7.4,9.9,19.9,38.2,28.5,232,2144,70.0,209.0,26.0,19.0,,,
MERCEDES-BENZ,S-Class Model Year 2010,"S 350 with 235/55 17"" or 255/45 18"" rear wheels",A7,3498,Petrol,14.6,7.4,10.0,19.3,38.2,28.2,234,2167,72.0,262.0,28.0,15.0,,,
MERCEDES-BENZ,S-Class L Model Year 2010,"S 350 with 235/55 17"" or 255/45 18"" rear wheels",A7,3498,Petrol,14.6,7.4,10.0,19.3,38.2,28.2,234,2167,72.0,262.0,28.0,15.0,,,
MERCEDES-BENZ,C-Class Estate Model Year 2010,"C 350 with 225/45 or 245/40 17"" rear wheels",A7,3498,Petrol,14.8,7.4,10.1,19.1,38.2,28.0,235,2182,70.0,209.0,26.0,19.0,,,
MERCEDES-BENZ,S-Class Model Year 2010,"S 350 with 275/45 18"" rear wheels",A7,3498,Petrol,14.7,7.5,10.1,19.2,37.7,28.0,236,2182,72.0,262.0,28.0,15.0,,,
MERCEDES-BENZ,S-Class L Model Year 2010,"S 350 with 275/45 18"" rear wheels",A7,3498,Petrol,14.7,7.5,10.1,19.2,37.7,28.0,236,2182,72.0,262.0,28.0,15.0,,,
MERCEDES-BENZ,S-Class Model Year 2010,"S 350 with 275/40 19"" or 275/35 20"" rear wheels",A7,3498,Petrol,14.8,7.7,10.2,19.1,36.7,27.7,237,2206,72.0,262.0,28.0,15.0,,,
MERCEDES-BENZ,S-Class L Model Year 2010,"S 350 with 275/40 19"" or 275/35 20"" rear wheels",A7,3498,Petrol,14.8,7.7,10.2,19.1,36.7,27.7,237,2206,72.0,262.0,28.0,15.0,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2010,"C 350 with 255/35 18"" rear wheels",A7,3498,Petrol,14.5,7.8,10.2,19.5,36.2,27.7,239,2206,70.0,209.0,26.0,19.0,,,
MERCEDES-BENZ,ML-Class Model Year 2010,"ML 300 CDI BlueEFFICIENCY 4MATIC with 265/45 20"" or 265/40 21"" rear wheels",A7,2987,Diesel,11.3,7.8,9.1,25.0,36.2,31.0,240,1989,70.0,251.0,,150.0,180.0,1.470,
MERCEDES-BENZ,ML-Class Model Year 2010,"ML 350 CDI BlueEFFICIENCY 4MATIC with 265/45 20"" or 265/40 21"" rear wheels",A7,2987,Diesel,11.3,7.8,9.1,25.0,36.2,31.0,240,1989,70.0,251.0,,150.0,180.0,1.470,
MERCEDES-BENZ,C-Class Estate Model Year 2010,"C 350 with 255/35 18"" rear wheels",A7,3498,Petrol,15.1,7.8,10.4,18.7,36.2,27.2,242,2246,70.0,209.0,26.0,19.0,,,
MERCEDES-BENZ,E-Class Saloon Model Year 2010,"E 500 with 245/45 17"" rear wheels",A7,5461,Petrol,16.2,7.7,10.8,17.4,36.7,26.2,253,2332,72.0,331.0,42.0,22.0,,,
MERCEDES-BENZ,E-Class Coupé Model Year 2010,E 500,A7,5461,Petrol,16.1,7.8,10.9,17.5,36.2,25.9,254,2359,70.0,242.0,20.0,18.0,,,
MERCEDES-BENZ,E-Class Cabriolet Model Year 2010,"E 500 with 255/40 17"" or 255/35 18"" rear wheels",A7,5461,Petrol,15.9,8.2,11.0,17.8,34.4,25.7,257,2377,74.0,373.0,38.0,26.0,,,
MERCEDES-BENZ,E-Class Estate Model Year 2010,"E 500 with 245/45 17"" rear wheels",A7,5461,Petrol,16.2,8.0,11.1,17.4,35.3,25.4,258,2405,72.0,331.0,42.0,22.0,,,
MERCEDES-BENZ,E-Class Estate Model Year 2010,"E 500 with 265/35 18"" rear wheels",A7,5461,Petrol,16.3,8.1,11.2,17.3,34.9,25.2,260,2425,72.0,331.0,42.0,22.0,,,
MERCEDES-BENZ,S-Class L Model Year 2010,"S 500 with 255/45 18"" rear wheels",A7,5461,Petrol,16.6,8.0,11.1,17.0,35.3,25.4,260,2405,74.0,470.0,45.0,41.0,,,
MERCEDES-BENZ,E-Class Saloon Model Year 2010,"E 500 with 265/35 18"" rear wheels",A7,5461,Petrol,16.7,8.0,11.2,16.9,35.3,25.2,261,2425,72.0,331.0,42.0,22.0,,,
MERCEDES-BENZ,S-Class L Model Year 2010,"S 500 with 275/45 18"" rear wheels",A7,5461,Petrol,16.7,8.1,11.2,16.9,34.9,25.2,262,2425,74.0,470.0,45.0,41.0,,,
MERCEDES-BENZ,S-Class L Model Year 2010,"S 500 with 275/40 19"" or 275/35 20"" rear wheels",A7,5461,Petrol,16.8,8.2,11.3,16.8,34.4,25.0,264,2444,74.0,470.0,45.0,41.0,,,
MERCEDES-BENZ,SL-Class Model Year 2010,"SL 500 with 255/40 or 285/35 18"" rear wheels",A7,5461,Petrol,17.3,8.4,11.6,16.3,33.6,24.4,272,2504,71.0,470.0,45.0,41.0,,,
MERCEDES-BENZ,SL-Class Model Year 2010,"SL 500 with 285/30 19"" rear wheels",A7,5461,Petrol,17.3,8.4,11.6,16.3,33.6,24.4,272,2504,71.0,470.0,45.0,41.0,,,
MERCEDES-BENZ,CLS-Class Model Year 2010,"CLS 500 245/40 18"" rear wheels",A7,5461,Petrol,17.3,8.7,11.8,16.3,32.5,23.9,275,2556,74.0,470.0,45.0,41.0,,,
MERCEDES-BENZ,CLS-Class Model Year 2010,"CLS 500 275/35 18"" or 285/30 19"" rear wheels",A7,5461,Petrol,17.5,8.9,12.0,16.1,31.7,23.5,280,2600,74.0,470.0,45.0,41.0,,,
MERCEDES-BENZ,CL-Class Coupé Model Year 2010,CL 500,A7,5461,Petrol,18.5,8.7,12.3,15.3,32.5,23.0,288,2656,74.0,470.0,45.0,41.0,,,
MERCEDES-BENZ,E-Class Saloon Model Year 2010,"E 63 AMG with 285/35 18"" or 285/30 19"" rear wheels",A7,6208,Petrol,18.7,9.1,12.6,15.1,31.0,22.4,295,2728,74.0,587.0,41.0,37.0,,,
MERCEDES-BENZ,E-Class Estate Model Year 2010,"E 63 AMG with 285/35 18"" or 285/30 19"" rear wheels",A7,6208,Petrol,18.8,9.3,12.8,15.0,30.4,22.1,299,2765,74.0,587.0,41.0,37.0,,,
MERCEDES-BENZ,ML-Class (164) Model Year 2009,ML 500 4MATIC 255/265/285 Tyres at rear,A7,5461,Petrol,18.0,10.2,13.1,15.7,27.7,21.6,304,2829,76.0,448.2,21.7,22.6,,,
MERCEDES-BENZ,ML-Class Model Year 2010,"ML 500 4MATIC with 255/50 or 285/45 19"" rear wheels",A7,5461,Petrol,18.0,10.2,13.1,15.7,27.7,21.6,304,2829,76.0,448.0,22.0,22.0,,,
MERCEDES-BENZ,ML-Class Model Year 2010,"ML 500 4MATIC with 265/45 20"" or 265/40 21"" rear wheels",A7,5461,Petrol,18.0,10.2,13.1,15.7,27.7,21.6,304,2829,76.0,448.0,22.0,23.0,,,
MERCEDES-BENZ,SLS Coupé Model Year 2010,SLS AMG,A7,6208,Petrol,19.9,9.3,13.2,14.2,30.4,21.4,308,2855,74.0,452.0,34.0,33.0,,,
MERCEDES-BENZ,GL-Class Model Year 2010,"GL 500 4MATIC with 275/55 19"" rear wheels",A7,5461,Petrol,18.8,10.6,13.6,15.0,26.6,20.8,317,2937,76.0,448.0,22.0,23.0,,,
MERCEDES-BENZ,GL-Class Model Year 2010,"GL 500 4MATIC with 275/50 20"" or 295/40 21"" rear wheels",A7,5461,Petrol,19.0,10.8,13.8,14.9,26.2,20.5,322,2980,76.0,448.0,22.0,23.0,,,
MERCEDES-BENZ,SL-Class Model Year 2010,"SL 600 with 285/35 18"" or 285/30 19"" rear wheels",A5,5513,Petrol,21.1,9.6,13.9,13.4,29.4,20.3,326,3010,72.0,489.0,35.0,26.0,,,
MERCEDES-BENZ,SL-Class Model Year 2010,"SL 63 AMG with 285/30 19"" rear wheels",A7,5980,Petrol,21.7,9.7,14.1,13.0,29.1,20.0,328,3055,74.0,393.0,47.0,17.0,,,
MINI,MINI Hatchback R56,MINI First Hatchback - from March 2010,M6,1598,Petrol,7.2,4.4,5.4,39.2,64.2,52.3,127,1168,74.0,327.6,32.3,15.0,,,
MINI,MINI Hatchback R56,MINI One Hatchback - from March 2010,M6,1598,Petrol,7.2,4.4,5.4,39.2,64.2,52.3,127,1168,74.0,327.6,32.3,15.0,,,
MINI,MINI Hatchback R56,MINI Cooper Hatchback - from March 2010,M6,1598,Petrol,6.9,4.6,5.4,40.9,61.4,52.3,127,1168,74.0,281.1,40.3,24.5,,,
MINI,MINI Clubman R55,MINI One Clubman - from March 2010,M6,1598,Petrol,7.3,4.5,5.5,38.7,62.8,51.4,129,1189,74.0,327.6,32.3,15.0,,,
MINI,MINI Clubman R55,MINI Cooper Clubman - from March 2010,M6,1598,Petrol,7.0,4.7,5.5,40.4,60.1,51.4,129,1189,74.0,281.1,40.3,24.5,,,
MINI,MINI Convertible R57,MINI One Convertible - from March 2010,M6,1598,Petrol,7.6,4.6,5.7,37.2,61.4,49.6,133,1232,74.0,327.6,32.3,15.0,,,
MINI,MINI Convertible R57,MINI Cooper Convertible - from March 2010,M6,1598,Petrol,7.2,4.9,5.7,39.2,57.6,49.6,133,1232,74.0,281.1,40.3,24.5,,,
MINI,MINI Hatchback R56,MINI Cooper S Hatchback - from March 2010,M6,1598,Petrol,7.3,5.0,5.8,38.7,56.5,48.7,136,1255,74.0,334.1,38.2,41.1,,,
MINI,MINI Clubman R55,MINI Cooper S Clubman - from March 2010,M6,1598,Petrol,7.4,5.0,5.9,38.2,56.5,47.9,137,1276,74.0,334.1,38.2,41.1,,,
MINI,MINI Convertible R57,MINI Cooper S Convertible - from March 2010,M6,1598,Petrol,7.5,5.1,6.0,37.7,55.4,47.1,139,1297,74.0,334.1,38.2,41.1,,,
MINI,MINI Hatchback R56,MINI Cooper S Hatchback - up to February 2010,M6,1598,Petrol,7.9,5.5,6.4,35.8,51.4,44.1,149,1385,74.0,649.8,63.1,7.7,,,
MINI,MINI Hatchback R56,MINI Cooper S Hatchback - from March 2010 ,A6,1598,Petrol,8.9,5.0,6.4,31.7,56.5,44.1,149,1385,74.0,429.2,39.4,17.3,,,
MINI,MINI Hatchback R56,MINI One Hatchback - from March 2010,A6,1598,Petrol,8.7,5.1,6.4,32.5,55.4,44.1,150,1385,72.0,317.5,43.9,40.6,,,
MINI,MINI Hatchback R56,MINI Cooper Hatchback - from March 2010,A6,1598,Petrol,8.7,5.1,6.4,32.5,55.4,44.1,150,1385,72.0,420.0,48.0,24.3,,,
MINI,MINI Clubman R55,MINI Cooper S Clubman - up to February 2010,M6,1598,Petrol,7.9,5.5,6.4,35.8,51.4,44.1,150,1385,74.0,649.8,63.1,7.7,,,
