,,,,,,Fuel Consumption and CO2 Emissions,,,,,,,,"Other Type Approval Emissions Data                                        (read ""How to use the list""                                                      before comparing models).",,,,,,
,,,,,,,Metric l/100km,,,Imperial mpg,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Manufacturer/Model,Model,Description,Trans-mission,Engine Capacity cc,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Comb-ined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Comb-ined,CO2 g/km,Fuel Cost   of driving 12000 Miles (£'s),Noise Level dB(A) (moving),Emissions CO    (g/km),Emissions HC    (g/km),Emissions  NOx        (g/km),Emissions    HC+NOx          (g/km),Emissions        Particles              (g/km),
HYUNDAI,Trajet,2.0l DOHC ,A4,1997,Petrol,12.9,7.6,9.6,21.9,37.2,29.4,230,1484,74.0,0.492,0.048,0.012,0.060,
HYUNDAI,Trajet,2.0l CRTD ,M5,1991,Diesel,9.3,6.0,7.2,30.4,47.1,39.2,192,1169,75.0,0.406,,0.546,0.588,0.047
HYUNDAI,Trajet,2.0l CRTD ,A4,1991,Diesel,10.8,7.0,8.4,26.2,40.4,33.6,224,1364,73.0,0.067,,0.607,0.613,0.045
HYUNDAI,Trajet,2.7l V6 DOHC ,A4,2656,Petrol,15.8,8.7,11.3,17.9,32.5,25.0,271,1746,73.0,0.370,0.060,0.010,0.070,
HYUNDAI,Tucson,2.0l  ,M5,1997,Petrol,10.6,6.8,8.2,26.6,41.5,34.4,194,1269,73.0,0.354,0.030,0.010,,
HYUNDAI,Tucson,2.0l CRTD ,M5,1991,Diesel,9.2,5.9,7.1,30.7,47.9,39.8,187,1151,74.0,0.294,,0.364,0.422,0.037
HYUNDAI,Tucson,2.0l CRTD ,A4,1991,Diesel,10.1,6.7,8.0,28.0,42.2,35.3,210,1298,73.0,0.179,,0.405,0.455,0.028
HYUNDAI,Tucson,2.7l V6 ,A4,2656,Petrol,13.2,8.2,10.0,21.4,34.4,28.2,237,1548,74.0,0.542,0.030,0.004,,
HYUNDAI,Tucson,2.0l 4 x 2 ,M5,1997,Petrol,10.4,6.6,8.0,27.2,42.8,35.3,190,1236,73.0,0.354,0.030,0.010,,
HYUNDAI,Santa Fe,2.0l CRTD ,M5,1991,Diesel,9.0,6.1,7.1,31.4,46.3,39.8,190,1151,74.0,0.441,,0.403,0.568,0.042
HYUNDAI,Santa Fe,2.0l CRTD ,A4,1991,Diesel,11.8,7.7,9.2,23.9,36.7,30.7,246,1493,72.0,0.040,,0.662,0.662,0.089
HYUNDAI,Santa Fe,2.4l ,M5,2351,Petrol,13.1,7.8,9.8,21.6,36.2,28.8,235,1515,74.0,0.552,0.054,0.012,0.066,
HYUNDAI,Santa Fe,2.7l V6 ,A4,2656,Petrol,14.9,9.4,11.4,19.0,30.1,24.8,274,1760,72.0,0.747,0.114,0.004,0.118,
HYUNDAI,Terracan,2.9l CRTD 4WD ,M5,2902,Diesel,10.9,7.4,8.7,25.9,38.2,32.5,222,1410,75.0,0.249,,0.444,0.474,0.039
HYUNDAI,Terracan,2.9l CRTD 4WD ,A4,2902,Diesel,11.9,7.5,9.1,23.7,37.7,31.0,241,1478,73.0,0.070,,0.485,0.486,0.049
ISUZU,Trooper ,3.0 TD 4WD (Except Insignia Model) ,M5,2999,Diesel,13.4,8.5,10.3,21.1,33.2,27.4,273,1672,74.0,0.140,,0.610,0.640,0.075
ISUZU,Trooper ,3.0 TD 4WD (Insignia Model Only) ,M5,2999,Diesel,13.4,8.7,10.4,21.1,32.5,27.2,275,1685,74.0,0.140,,0.610,0.640,0.075
ISUZU,Trooper ,3.0 TD 4WD (Except Insignia Model) ,A4,2999,Diesel,13.3,8.7,10.4,21.2,32.5,27.2,274,1685,73.0,0.130,,0.690,0.720,0.080,
ISUZU,Trooper ,3.0 TD 4WD (Insignia Model Only) ,A4,2999,Diesel,13.5,8.8,10.5,20.9,32.1,26.9,277,1703,73.0,0.130,,0.690,0.720,0.080,
ISUZU,Trooper ,3.5 V6 4WD (Except Insignia Model) ,M5,3494,Petrol,19.3,10.5,13.8,14.6,26.9,20.5,326,2129,76.0,1.290,0.060,0.040,,,
ISUZU,Trooper ,3.5 V6 4WD (Insignia Model Only) ,M5,3494,Petrol,19.6,10.9,14.1,14.4,25.9,20.0,335,2182,76.0,1.290,0.060,0.040,,,
ISUZU,Trooper ,3.5 V6 4WD (Except Insignia Model) ,A4,3494,Petrol,20.4,10.8,14.4,13.8,26.2,19.6,342,2227,74.0,0.750,0.110,0.060,,,
ISUZU,Trooper ,3.5 V6 4WD (Insignia Model Only) ,A4,3494,Petrol,21.4,11.2,15.0,13.2,25.2,18.8,355,2321,74.0,0.750,0.110,0.060,,,
JAGUAR CARS,Jaguar X Type,2.0 Saloon ,A5,2099,Petrol,14.3,7.4,10.0,19.8,37.9,28.4,239,692,71.0,0.569,,0.124,0.044,,17 March 2004
JAGUAR CARS,Jaguar X Type,2.0 Saloon ,M5,2099,Petrol,12.7,7.1,9.2,22.2,39.6,30.7,219,640,71.0,0.422,,0.082,0.025,,17 March 2004
JAGUAR CARS,Jaguar X Type,2.0 Diesel Saloon ,M5,1998,Diesel,7.5,4.5,5.6,37.9,62.1,50.3,149,407,74.0,0.234,0.399,,0.379,0.022,17 March 2004
JAGUAR CARS,Jaguar X Type,2.0 Estate ,A5,2099,Petrol,14.5,7.5,10.1,19.4,37.4,28.0,244,701,71.0,0.569,,0.124,0.044,,17 March 2004
JAGUAR CARS,Jaguar X Type,2.0 Estate ,M5,2099,Petrol,12.9,7.2,9.3,22.0,39.4,30.5,224,644,71.0,0.422,,0.082,0.025,,17 March 2004
JAGUAR CARS,Jaguar X Type,2.0 Diesel Estate ,M5,1998,Diesel,7.7,4.7,5.8,36.7,60.4,48.7,154,420,74.0,0.234,0.399,,0.379,0.022,17 March 2004
JAGUAR CARS,New 'S' Type,2.5 Saloon ,A6,2497,Petrol,14.5,7.9,10.3,19.4,35.8,27.4,249,717,73.0,0.950,,0.160,0.080,,20 May 2002
JAGUAR CARS,New 'S' Type,2.5 Saloon ,M5,2497,Petrol,13.3,7.3,9.5,21.2,38.7,29.6,229,663,73.0,0.600,,0.170,0.040,,20 May 2002
JAGUAR CARS,New 'S' Type,3.0 Saloon ,A6,2967,Petrol,15.3,8.0,10.7,18.5,35.1,26.4,259,744,74.0,0.610,,0.140,0.090,,20 May 2002
JAGUAR CARS,New 'S' Type,3.0 Saloon ,M5,2967,Petrol,14.7,7.7,10.3,19.2,36.7,27.4,249,717,73.0,0.420,,0.060,0.060,,20 May 2002
JAGUAR CARS,New 'S' Type,4.2 Saloon ,A6,4196,Petrol,17.1,8.2,11.5,16.5,34.2,24.5,274,802,74.0,0.530,,0.130,0.080,,20 May 2002
JAGUAR CARS,New 'S' Type,4.2 Saloon - 'R' ,A6,4196,Petrol,18.5,9.2,12.5,15.3,30.5,22.5,314,873,73.0,0.710,,0.140,0.030,,20 May 2002
JAGUAR CARS,New 'S' Type,2.7 Diesel ,M6,2720,Diesel,9.7,5.7,7.1,29.2,49.7,40.0,189,511,73.0,0.251,0.441,,0.402,0.036,04 May 2004
JAGUAR CARS,New 'S' Type,2.7 Diesel ,A6,2720,Diesel,10.9,6.1,8.0,25.9,46.5,36.0,208,568,70.0,0.085,0.438,,0.409,0.044,04 May 2004
JAGUAR CARS,XJ,3.0 Saloon ,A6,2967,Petrol,15.3,7.7,10.5,18.5,36.7,27.0,249,727,72.0,0.662,,0.118,0.038,,15 May 2003
JAGUAR CARS,XJ,3.5 Saloon ,A6,3555,Petrol,15.9,7.7,10.7,17.8,36.7,26.5,254,741,71.0,0.329,,0.133,0.033,,15 May 2003
JAGUAR CARS,XJ,4.2 Saloon ,A6,4196,Petrol,16.0,8.1,10.9,17.7,34.9,26.0,264,755,72.0,0.150,,0.097,0.005,,17 March 2004
JAGUAR CARS,XJR,Saloon ,A6,4196,Petrol,18.6,9.0,12.3,15.2,31.4,23.0,299,854,73.0,0.493,,0.116,0.033,,15 May 2003
JAGUAR CARS,XJ Super V8,Saloon ,A6,4196,Petrol,18.6,9.0,12.3,15.2,31.4,23.0,299,854,73.0,0.493,,0.116,0.033,,15 May 2003
JAGUAR CARS,XK8,Coupé ,A6,4196,Petrol,16.7,8.3,11.3,16.9,34.0,24.9,284,789,74.0,0.230,,0.080,0.010,,15 May 2003
JAGUAR CARS,XK8,Convertible ,A6,4196,Petrol,16.8,8.3,11.4,16.8,33.8,24.7,279,795,74.0,0.230,,0.080,0.010,,15 May 2003
JAGUAR CARS,XKR,Coupé ,A6,4196,Petrol,18.0,9.1,12.4,15.7,31.0,22.9,304,858,74.0,0.210,,0.120,0.020,,15 May 2003
JAGUAR CARS,XKR,Convertible ,A6,4196,Petrol,18.1,9.2,12.5,15.6,30.7,22.6,304,869,74.0,0.210,,0.120,0.020,,15 May 2003
KIA,Picanto,1.0 S/GS ,M5,999,Petrol,6.2,4.5,5.1,45.6,62.8,55.4,123,788,73.0,0.370,0.030,0.060,,,
KIA,Picanto,1.1 LX ,M5,1086,Petrol,6.5,4.4,5.2,43.5,64.2,54.3,124,804,73.0,0.590,0.040,0.010,,,
KIA,Picanto,1.1 LX ,A4,1086,Petrol,7.4,4.8,5.8,38.2,58.9,48.7,138,896,72.0,0.460,0.030,0.020,,,
KIA,Picanto,1.1 SE ,M5,1086,Petrol,6.1,4.3,4.9,46.3,65.7,57.6,119,758,73.0,0.620,0.040,0.070,,
KIA,Rio,1.3,M5,1343,Petrol,8.3,5.2,6.4,34.0,54.3,44.1,152,990,72.5,0.550,0.080,0.040,,
KIA,Rio,1.3,A4,1343,Petrol,9.8,5.9,7.4,28.8,47.9,38.2,177,1142,68.9,0.400,0.060,0.010,,
KIA,Cerato ,1.5 4-door,M5,1493,Diesel,6.4,4.0,4.9,44.1,70.6,57.6,128,795,71.0,0.310,,0.390,0.440,0.030
KIA,Cerato,1.5 5-door,M5,1493,Diesel,6.3,4.1,4.9,44.8,68.9,57.6,129,795,72.0,0.310,,0.390,0.420,0.030
KIA,Cerato,1.6 4-door ,M5,1599,Petrol,9.1,5.5,6.8,31.0,51.4,41.5,165,1052,72.0,0.520,0.050,0.020,,
KIA,Cerato,1.6 5-door ,M5,1599,Petrol,9.2,5.5,7.0,30.7,51.4,40.4,167,1080,72.0,0.520,0.050,0.020,,
KIA,Cerato,1.6 5-door ,A4,1599,Petrol,10.9,6.0,7.8,25.9,47.1,36.2,187,1206,71.0,0.430,0.060,0.040,,
KIA,Cerato,2.0,M5,1975,Petrol,10.2,5.9,7.5,27.7,47.9,37.7,180,1158,73.0,0.650,0.040,0.020,,
KIA,Magentis,2.0,M5,1997,Petrol,12.0,6.7,8.6,23.5,42.2,32.8,204,1331,72.3,0.403,0.047,0.010,,
KIA,Magentis,2.0,A4,1997,Petrol,13.1,7.1,9.3,21.6,39.8,30.4,220,1436,71.6,0.473,0.069,0.027,,
KIA,Carens,2.0,M5,1991,Diesel,8.8,5.1,6.5,32.1,55.4,43.5,171,1053,74.0,0.540,,0.360,0.490,0.030
KIA,Carens,2.0,A4,1991,Diesel,10.3,6.1,7.6,27.4,46.3,37.2,205,1232,74.0,0.100,,0.410,0.410,0.040
KIA,Carens,2.0,M5,1975,Petrol,10.6,6.8,8.1,26.6,41.5,34.9,192,1250,73.0,0.250,0.030,0.010,,
KIA,Sedona,2.9,M5,2902,Diesel,10.6,6.2,7.8,26.6,45.6,36.2,208,1266,73.4,0.250,,0.480,0.480,0.060
KIA,Sedona,2.9,A4,2902,Diesel,11.4,6.8,8.5,24.8,41.5,33.2,226,1380,71.4,0.060,,0.540,0.540,0.030
KIA,Sedona,2.5,M5,2497,Petrol,14.2,9.1,11.0,19.9,31.0,25.7,261,1698,72.1,0.320,0.050,0.020,,
KIA,Sportage,2.0 CRDi ,M5,1991,Diesel,9.2,5.9,7.1,30.7,47.9,39.8,187,1151,74.0,0.294,,0.364,0.422,0.037
KIA,Sportage,2.0 CRDi ,A4,1991,Diesel,10.1,6.7,8.0,28.0,42.2,35.3,210,1298,73.0,0.179,,0.405,0.455,0.028
KIA,Sportage,2.0,M5,1975,Petrol,10.6,6.8,8.2,26.6,41.5,34.4,194,1269,74.0,0.354,0.030,0.010,,
KIA,Sportage,2.7 V6 ,A4,2656,Petrol,13.2,8.2,10.0,21.4,34.4,28.2,237,1548,72.0,0.542,0.030,0.004,,
KIA,Sorento,2.5,M5x2,2497,Diesel,9.9,6.5,7.7,28.5,43.5,36.7,204,1249,74.6,0.550,,0.460,0.520,0.070
KIA,Sorento,2.5,A5x2,2497,Diesel,11.3,6.8,8.4,25.0,41.5,33.6,223,1364,73.3,0.150,,0.450,0.460,0.060
KIA,Sorento,3.5,A5x2,3497,Petrol,17.0,9.0,11.9,16.6,31.4,23.7,286,1841,70.7,0.685,0.069,0.026,,
LAMBORGHINI,Diablo Model Year 2001,132,M5,5992,Petrol,34.7,14.2,21.8,8.1,19.9,13.0,520,3357,74.0,*,*,*,,
LAMBORGHINI,Diablo Model Year 2001,132 SE ,M5,5992,Petrol,34.7,14.2,21.8,8.1,19.9,13.0,520,3357,74.0,*,*,*,,
LAMBORGHINI,Diablo Model Year 2001,Roadster L144 ,M5,5992,Petrol,34.7,14.2,21.8,8.1,19.9,13.0,520,3357,74.0,*,*,*,,
LAND ROVER,Defender Station Wagon,2.5 TD5 90,M5,2495,Diesel,11.9,8.8,10.0,23.7,32.1,28.3,282,1619,76.0,0.566,,0.327,0.547,0.065
LAND ROVER,Defender Station Wagon,2.5 TD5 110,M5,2495,Diesel,12.2,9.5,10.5,23.2,29.7,26.9,299,1703,75.0,0.685,,0.399,0.663,0.075
LAND ROVER,Discovery 3,2.7 V6,M6,2720,Diesel,11.5,8.2,9.4,24.5,34.5,30.0,249,1527,73.0,0.608,,0.371,0.567,0.052
LAND ROVER,Discovery 3,2.7 V6,A6,2720,Diesel,13.2,8.7,10.4,21.4,32.3,27.2,275,1685,71.0,0.622,,0.135,0.601,0.056
LAND ROVER,Freelander,1.8,M5,1796,Petrol,13.6,8.5,10.4,20.8,33.3,27.3,248,1599,74.0,0.630,0.070,0.100,0.100,
LAND ROVER,Freelander,2.0,M5,1951,Diesel,9.1,6.7,7.6,31.0,42.2,37.2,205,1232,72.0,0.451,,0.088,0.442,0.043
LAND ROVER,Freelander,2.0,A5,1951,Diesel,11.3,7.1,8.6,25.2,39.6,32.8,240,1397,72.0,0.481,,0.056,0.473,0.044
LAND ROVER,Freelander,2.5 V6,A5,2497,Petrol,17.2,9.7,12.4,16.5,29.1,22.7,298,1923,68.0,0.490,0.100,0.100,0.100,
LAND ROVER,Range Rover,3.0,A5,2926,Diesel,14.4,9.4,11.3,19.6,30.1,25.0,299,1833,74.0,0.732,,0.106,0.715,0.069
LAND ROVER,Range Rover,4.4 V8 (05 MY),A5,4398,Petrol,23.2,12.2,16.2,12.2,23.2,17.4,389,2508,73.0,1.972,0.235,0.052,0.052,
LAND ROVER,Range Rover Sport,2.7 V6,A6,2720,Diesel,13.2,8.5,10.2,21.4,33.2,27.7,271,1654,72.0,0.622,,0.135,0.601,0.056
LEXUS,IS,IS200 Saloon ,M6,1988,Petrol,13.2,7.8,9.7,21.4,36.2,29.1,231,1500,72.0,1.380,0.140,0.030,,
LEXUS,IS,IS200 Saloon ,A4,1988,Petrol,14.0,7.7,9.9,20.2,36.7,28.5,237,1531,69.0,0.320,0.150,0.030,,
LEXUS,IS,IS200 Sport Cross ,M6,1988,Petrol,13.6,7.8,9.8,20.8,36.2,28.8,233,1515,72.0,1.380,0.140,0.030,,
LEXUS,IS,IS300 Saloon ,A5,2997,Petrol,15.5,8.0,10.8,18.2,35.3,26.2,256,1666,73.0,0.960,0.110,0.030,,
LEXUS,IS,IS300 Sport Cross ,A5,2997,Petrol,16.1,8.4,11.2,17.5,33.6,25.2,265,1732,70.0,0.960,0.110,0.030,,
LOTUS,Elise,Elise ,M5,1796,Petrol,9.7,6.1,7.4,29.0,46.6,38.1,177,1145,74.0,0.590,0.120,0.050,,
LOTUS,Esprit,Esprit V8 ,M5,3506,Petrol,23.8,10.9,15.7,11.9,25.9,18.0,366,2425,74.0,1.984,0.169,0.071,0.240,
LOTUS,Esprit,Esprit V8 GT ,M5,3506,Petrol,23.8,10.9,15.7,11.9,25.9,18.0,366,2425,74.0,1.984,0.169,0.071,0.240,
LOTUS,Esprit,Esprit Sport 350 ,M5,3506,Petrol,23.8,10.9,15.7,11.9,25.9,18.0,366,2425,74.0,1.984,0.169,0.071,0.240,
LTI,Taxi - TXII,2.4 Taxi/Hirecar ,A4,2402,Diesel,11.2,8.1,9.2,25.3,35.1,30.7,243,1493,70.8,0.016,,0.722,0.727,0.084
LTI,Taxi - TXII,2.4 Taxi/Hirecar ,M5,2402,Diesel,9.7,6.7,7.8,29.0,42.3,36.2,206,1266,73.4,0.134,,0.456,0.476,0.055
MASERATI,Spyder,Cambiocorsa (Electro-hydraulically controlled manual gear selection) ,M6,4244,Petrol,28.3,13.0,18.6,10.0,21.7,15.2,430,2871,74.7,0.492,0.154,0.149,,
MASERATI,Spyder,GT (Manual gear selection) ,M6,4244,Petrol,28.3,13.0,18.6,10.0,21.7,15.2,430,2871,74.7,0.492,0.154,0.149,,
MASERATI,Coupé,Cambiocorsa (Electro-hydraulically controlled manual gear selection) ,M6,4244,Petrol,28.3,13.0,18.6,10.0,21.7,15.2,430,2871,74.7,0.492,0.154,0.149,,
MASERATI,Coupé,GT (Manual gear selection) ,M6,4244,Petrol,28.3,13.0,18.6,10.0,21.7,15.2,430,2871,74.7,0.492,0.154,0.149,,
MASERATI,Quattroporte,Cambiocorsa (Electro-hydraulically controlled manual gear selection) ,M6,4244,Petrol,27.9,13.6,18.9,10.1,20.8,14.9,443,2929,74.0,0.310,0.108,0.102,,
MASERATI,MC12,Cambiocorsa (Electro-hydraulically controlled manual gear selection) ,M6,5999,Petrol,36.3,15.2,23.0,7.8,18.6,12.3,545,3548,74.5,0.784,0.128,0.103,,
MAZDA,Mazda2 (2004 MY),1.4 TD ,M5,1399,Diesel,5.4,4.0,4.5,52.3,70.6,62.8,119,730,70.0,0.367,,0.423,0.453,0.022
MAZDA,Mazda2 (2004 MY),1.4 TD ,ASM  ,1399,Diesel,5.4,4.0,4.5,52.3,70.6,62.8,119,730,69.0,0.278,,0.422,0.469,0.021
MAZDA,Mazda3,1.6 TD 4/5 Door ,M5,1598,Diesel,6.2,4.3,5.0,45.6,65.7,56.5,138,811,73.0,0.142,,0.369,0.388,0.037
MAZDA,Mazda6,2.0 4/5 Door ,A4,1999,Petrol,11.9,6.9,8.8,23.7,40.9,32.1,209,1360,73.3,0.620,0.140,0.095,,
MAZDA,Mazda6,2.0 Estate ,A4,1999,Petrol,12.1,7.1,9.0,23.3,39.8,31.4,215,1390,73.3,0.620,0.140,0.095,,
MAZDA,Mazda6,2.3 AWD Estate ,A5,2261,Petrol,15.2,8.2,10.8,18.6,34.5,26.2,257,1666,72.0,0.350,0.077,0.092,,
MAZDA,Mazda6,2.0 TD 136 PS Estate ,M5,1998,Diesel,8.2,5.4,6.4,34.5,52.3,44.1,176,1039,70.0,0.300,,0.300,0.324,0.034
MAZDA,MX - 5,1.6,M5,1598,Petrol,10.2,6.4,7.8,27.7,44.1,36.7,188,1189,72.0,0.476,0.138,0.081,,
MAZDA,MX - 5,1.8 5 Speed ,M5,1840,Petrol,11.4,7.1,8.7,24.8,39.8,32.5,210,1343,73.0,1.108,0.179,0.086,,
MAZDA,MX - 5,1.8 6 Speed ,M6,1840,Petrol,11.9,7.2,8.9,23.7,39.2,31.7,215,1377,72.0,1.133,0.156,0.066,,
MAZDA,MPV ,2.0 TD ,M5,1998,Diesel,8.6,6.2,7.1,32.8,45.6,39.8,188,1151,70.0,0.258,,0.385,0.400,0.037
MERCEDES-BENZ,A-Class (W168) Hatchback,A140 ,M5,1397,Petrol,9.8,5.6,7.1,28.8,50.4,39.8,170,1097,72.0,1.054,0.138,0.024,0.162,
MERCEDES-BENZ,A-Class (W168) Hatchback,A140  ,A5,1397,Petrol,10.2,5.8,7.5,27.7,48.7,37.7,180,1158,72.0,0.337,0.093,0.030,0.123,
MERCEDES-BENZ,A-Class (W168) Hatchback,A140 LWB ,M5,1397,Petrol,9.8,5.7,7.1,28.8,49.6,39.8,170,1097,72.0,0.721,0.123,0.021,0.144,
MERCEDES-BENZ,A-Class (W168) Hatchback,A140 LWB ,A5,1397,Petrol,10.5,5.9,7.5,26.9,47.9,37.7,180,1158,72.0,0.390,0.093,0.036,0.129,
MERCEDES-BENZ,A-Class (W168) Hatchback,A160 ,M5,1598,Petrol,10.2,5.9,7.5,27.7,47.9,37.7,180,1158,73.0,0.288,0.124,0.036,0.160,
MERCEDES-BENZ,A-Class (W168) Hatchback,A160 ,A5,1598,Petrol,10.6,6.1,7.7,26.7,46.3,36.7,184,1189,73.0,0.288,0.124,0.036,0.160,
MERCEDES-BENZ,A-Class (W168) Hatchback,A160 LWB ,M5,1598,Petrol,10.2,5.6,7.2,27.7,50.4,39.2,172,1113,74.0,0.700,0.129,0.028,0.157,
MERCEDES-BENZ,A-Class (W168) Hatchback,A160 LWB ,A5,1598,Petrol,10.2,5.9,7.5,27.7,47.9,37.7,184,1158,73.0,0.311,0.134,0.033,0.167,
MERCEDES-BENZ,A-Class (W168) Hatchback,A160 CDI ,M5,1689,Diesel,5.7,3.9,4.5,49.6,72.4,62.8,119,730,69.0,0.158,,0.346,0.368,0.039
MERCEDES-BENZ,A-Class (W168) Hatchback,A160 CDI ,A5,1689,Diesel,7.7,4.5,5.5,36.7,62.8,51.4,146,892,71.0,0.132,,0.454,0.477,0.039
MERCEDES-BENZ,A-Class (W168) Hatchback,A170 CDI ,M5,1689,Diesel,6.3,4.3,5.0,44.8,65.7,56.5,133,811,74.0,0.386,,0.383,0.435,0.041
MERCEDES-BENZ,A-Class (W168) Hatchback,A170 CDI ,A5,1689,Diesel,7.4,4.4,5.5,38.2,64.2,51.4,145,892,71.0,0.140,,0.434,0.454,0.045
MERCEDES-BENZ,A-Class (W168) Hatchback,A170 CDI LWB ,M5,1689,Diesel,6.3,4.3,5.0,44.8,65.7,56.5,133,811,74.0,0.394,,0.393,0.441,0.042
MERCEDES-BENZ,A-Class (W168) Hatchback,A170 CDI LWB ,A5,1689,Diesel,7.4,4.4,5.5,38.2,64.2,51.4,145,892,71.0,0.112,,0.456,0.476,0.047
MERCEDES-BENZ,A-Class (W168) Hatchback,A190  ,M5,1898,Petrol,10.4,5.9,7.5,27.2,47.9,37.7,180,1158,73.0,0.747,0.100,0.022,0.122,
MERCEDES-BENZ,A-Class (W168) Hatchback,A190  ,A5,1898,Petrol,10.5,6.0,7.6,26.9,47.1,37.2,182,1173,71.0,0.544,0.102,0.025,0.127,
MERCEDES-BENZ,A-Class (W168) Hatchback,A190 ,M5/s,1898,Petrol,10.7,6.0,7.7,26.4,47.1,36.7,184,1189,73.0,0.747,0.100,0.022,0.122,
MERCEDES-BENZ,A-Class (W168) Hatchback,A190 LWB ,M5,1898,Petrol,10.4,5.9,7.5,27.2,47.9,37.7,180,1158,73.0,0.705,0.095,0.021,0.116,
MERCEDES-BENZ,A-Class (W168) Hatchback,A190 LWB ,A5,1898,Petrol,10.5,6.0,7.6,26.9,47.1,37.2,182,1173,71.0,0.609,0.106,0.022,0.128,
MERCEDES-BENZ,A-Class (W168) Hatchback,A190 LWB ,M5/s,1898,Petrol,10.7,6.0,7.7,26.4,47.1,36.7,184,1189,73.0,0.705,0.095,0.021,0.116,
MERCEDES-BENZ,A-Class (W168) Hatchback,A21 AMG  ,M5,2084,Petrol,11.0,6.2,7.9,25.7,45.6,35.8,190,1219,73.0,0.485,0.071,0.023,0.094,
MERCEDES-BENZ,A-Class (W168) Hatchback,A21 AMG  ,A5,2084,Petrol,11.3,6.5,8.2,25.0,43.5,34.4,197,1269,74.0,0.637,0.083,0.016,0.099,
MERCEDES-BENZ,A-Class (W168) Hatchback,A21 AMG LWB ,M5,2084,Petrol,11.0,6.2,7.9,25.7,45.6,35.8,190,1219,73.0,0.544,0.081,0.022,0.103,
MERCEDES-BENZ,A-Class (W168) Hatchback,A21 AMG LWB ,A5,2084,Petrol,11.3,6.5,8.2,25.0,43.5,34.4,197,1269,74.0,0.621,0.074,0.013,0.087,
MERCEDES-BENZ,C Class Saloon (F/Lift),C270 CDI (All Tyres) ,M6,2685,Diesel,9.7,5.1,6.8,29.1,55.4,41.5,181,1104,72.0,0.380,,0.378,0.427,0.033
MERCEDES-BENZ,C Class Saloon (F/Lift),C270 CDI (All Tyres) ,A5,2685,Diesel,9.8,5.6,7.1,28.8,50.4,39.8,189,1151,71.0,0.256,,0.363,0.421,0.042
MERCEDES-BENZ,C Class Saloon (F/Lift),C320 up to 225 Tyres ,M6,3199,Petrol,15.6,7.8,10.9,17.0,36.2,25.9,263,1685,75.0,0.244,0.041,0.053,0.094,
MERCEDES-BENZ,C Class Saloon (F/Lift),C320 245 Tyres ,M6,3199,Petrol,16.6,8.3,11.4,17.0,34.0,24.8,274,1760,75.0,0.244,0.041,0.053,0.094,
MERCEDES-BENZ,C Class Saloon (F/Lift),C320 up to 225 Tyres ,A5,3199,Petrol,14.6,7.7,10.2,19.3,36.7,27.7,242,1576,74.0,0.335,0.058,0.039,0.097,
MERCEDES-BENZ,C Class Saloon (F/Lift),C320 245 Tyres ,A5,3199,Petrol,15.7,8.1,10.8,18.0,34.9,26.2,260,1666,74.0,0.335,0.058,0.039,0.097,
MERCEDES-BENZ,C Class Estate (F/Lift),C270 CDI (All Tyres) ,M6,2685,Diesel,9.7,5.6,7.1,29.1,50.4,39.8,189,1151,72.0,0.357,,0.420,0.473,0.036
MERCEDES-BENZ,C Class Estate (F/Lift),C270 CDI (All Tyres) ,A5,2685,Diesel,9.9,6.0,7.4,28.5,47.1,38.2,198,1200,71.0,0.156,,0.435,0.479,0.044
MERCEDES-BENZ,C Class Estate (F/Lift),C320 up to 225 Tyres ,M6,3199,Petrol,16.7,8.2,11.4,16.9,34.4,24.8,272,1760,75.0,0.244,0.041,0.053,0.094,
MERCEDES-BENZ,C Class Estate (F/Lift),C320 245 Tyres ,M6,3199,Petrol,16.7,8.5,11.5,16.9,33.2,24.6,277,1774,75.0,0.244,0.041,0.053,0.094,
MERCEDES-BENZ,C Class Estate (F/Lift),C320 up to 225 Tyres ,A5,3199,Petrol,14.8,8.0,10.5,19.1,35.3,26.9,249,1622,74.0,0.335,0.058,0.039,0.097,
MERCEDES-BENZ,C Class Estate (F/Lift),C320 245 Tyres ,A5,3199,Petrol,16.0,8.3,11.2,17.7,34.0,25.2,269,1732,74.0,0.335,0.058,0.039,0.097,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C320 up to 225 Tyres ,M6,3199,Petrol,16.3,7.8,10.9,17.3,36.2,25.9,262,1685,73.0,0.244,0.041,0.053,0.094,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C320 245 Tyres ,M6,3199,Petrol,16.8,8.2,11.4,16.8,34.4,23.7,274,1841,73.0,0.244,0.041,0.053,0.094,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C320 up to 225 Tyres ,A5,3199,Petrol,15.6,7.7,10.6,18.1,36.7,26.7,254,1635,71.0,0.335,0.058,0.039,0.097,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C320 245 Tyres ,A5,3199,Petrol,15.7,8.1,10.8,18.0,34.9,26.2,260,1666,71.0,0.335,0.058,0.039,0.097,
MERCEDES-BENZ,E Class (W211) Saloon,E200 Kompressor (205 Tyres) ,S/A6,1796,Petrol,11.6,6.5,8.3,24.4,43.5,34.0,200,1284,73.0,0.244,0.085,0.045,,
