,,,,,,Fuel Consumption and CO2 Emissions,,,,,,,,"Other Type Approval Emissions Data                                        (read ""How to use the list""                                                      before comparing models).",,,,,,
,,,,,,,Metric l/100km,,,Imperial mpg,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Manufacturer/Model,Model,Description,Trans-mission,Engine Capacity cc,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Comb-ined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Comb-ined,CO2 g/km,Fuel Cost   of driving 12000 Miles (£'s),Noise Level dB(A) (moving),Emissions CO    (g/km),Emissions HC    (g/km),Emissions  NOx        (g/km),Emissions    HC+NOx          (g/km),Emissions        Particles              (g/km),
SEAT,Leon,1.9 TDI (90 PS),M5,1896,Diesel,6.8,4.3,5.2,41.5,65.7,54.3,140,844,73.0,0.117,,0.369,0.403,0.029
SEAT,Leon,1.9 TDI (110 PS),M5,1896,Diesel,6.8,4.3,5.2,41.5,65.7,54.3,140,844,73.0,0.061,,0.408,0.435,0.050
SEAT,Leon,1.9 TDI (130 PS),M6,1896,Diesel,7.1,4.5,5.4,39.8,62.8,52.3,146,876,71.0,0.075,,0.323,0.332,0.040
SEAT,Leon,1.9 TDI Cupra (150 PS) ,M6,1896,Diesel,7.2,4.4,5.4,39.2,64.2,52.3,146,876,73.0,0.177,,0.363,0.395,0.024
SEAT,Alhambra,1.9 TDI PD (115 PS),M6,1896,Diesel,8.6,5.5,6.6,32.8,51.4,42.8,178,1071,74.0,0.463,,0.387,0.464,0.035
SEAT,Alhambra,1.9 TDI PD Tiptronic (115 PS),A5,1896,Diesel,9.9,6.5,7.8,28.5,43.5,36.2,211,1266,73.0,0.159,,0.457,0.484,0.026
SEAT,Alhambra,1.9 TDI PD (130 PS),M6,1896,Diesel,8.3,5.5,6.5,34.0,51.4,43.5,176,1053,70.0,0.247,,0.319,0.354,0.026
SEAT,Altea,1.9 TDI (105 PS) ,M5,1896,Diesel,7.0,4.6,5.5,40.4,61.4,51.4,149,892,71.0,0.034,0.002,0.316,0.318,0.031
SKODA,Fabia Saloon,1.9 SDI (64 bhp),M5,1896,Diesel,6.4,4.1,4.9,44.1,68.9,57.6,132,796,74.0,0.236,,0.363,0.396,0.011
SKODA,Fabia Hatch,1.4 TDI PD (75 bhp),M5,1422,Diesel,5.7,4.1,4.6,49.6,68.9,61.4,124,746,74.0,0.079,,0.386,0.397,0.025
SKODA,Fabia Hatch,1.9 SDI (64 bhp),M5,1896,Diesel,6.4,4.1,4.9,44.8,68.9,57.6,132,796,74.0,0.236,,0.363,0.396,0.011
SKODA,Fabia Hatch,1.9 TDI (100 bhp),M5,1896,Diesel,6.5,4.1,5.0,43.5,68.9,56.5,135,811,74.0,0.052,,0.381,0.395,0.018
SKODA,Fabia Hatch,vRS 1.9 TDI (130 bhp),M6,1896,Diesel,7.1,4.5,5.4,39.8,62.8,52.3,146,876,74.0,0.193,,0.366,0.398,0.040
SKODA,Fabia Estate,1.4 TDI PD (75 bhp),M5,1422,Diesel,5.7,4.1,4.6,49.6,68.9,61.4,124,746,74.0,0.079,,0.386,0.379,0.025
SKODA,Fabia Estate,1.9 SDI (64 bhp),M5,1896,Diesel,6.4,4.1,4.9,44.1,68.9,57.6,132,796,74.0,0.236,,0.363,0.396,0.011
SKODA,Fabia Estate,1.9 TDI (100 bhp),M5,1896,Diesel,6.5,4.1,5.0,43.5,68.9,56.5,135,811,74.0,0.052,,0.381,0.395,0.018
SKODA,Octavia Hatch,1.9 TDI (90 bhp) ,M5,1896,Diesel,6.8,4.3,5.2,41.5,65.7,54.3,140,844,73.0,0.117,,0.369,0.403,0.029
SKODA,Octavia Estate, 1.9 TDI (90 bhp),M5,1896,Diesel,6.8,4.3,5.2,41.5,65.7,54.3,140,844,73.0,0.117,,0.369,0.403,0.029
SKODA,Superb,1.9 TDI (100 bhp) ,M5,1896,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,151,909,73.0,0.151,,0.410,0.434,0.029
SKODA,Superb,1.9 TDI (130 bhp) ,M5,1896,Diesel,7.8,4.7,5.8,36.2,60.1,48.7,154,941,74.0,0.151,,0.382,0.412,0.036
SKODA,Superb,1.9 TDI (130 bhp),A5,1896,Diesel,10.1,5.6,7.2,28.0,50.4,39.2,194,1169,69.0,0.131,,0.412,0.440,0.032
SMART,Smart Cabrio Hatchback,Crossblade ,A6,599,Petrol,6.2,5.3,5.7,45.6,53.3,49.6,136,880,71.0,0.523,0.144,0.069,0.213,
SUBARU,Impreza (2003/04 Model Year),2.0 GX Sport AWD 4/5 Door ,M5,1994,Petrol,12.4,6.8,8.9,22.8,41.5,31.7,212,1377,71.3,1.592,0.092,0.028,0.120,
SUBARU,Impreza (2003/04 Model Year),2.0 GX Sport AWD 4/5 Door ,A4,1994,Petrol,12.3,6.5,8.6,23.0,43.5,32.8,206,1331,69.7,1.034,0.112,0.041,0.153,
SUBARU,Impreza (2003/04 Model Year),2.0 WRX AWD 4/5 Door Turbo ,M5,1994,Petrol,12.7,7.1,9.2,22.2,39.8,30.7,219,1422,70.0,1.356,0.103,0.035,0.138,
SUBARU,Impreza (2003/04 Model Year),2.0 WRX STi AWD 4 Door ,M6,1994,Petrol,15.5,8.5,11.1,18.2,33.2,25.4,265,1718,71.5,1.380,0.084,0.049,0.133,
SUBARU,Impreza (2005 Model Year),2.0 GX Sport AWD 4/5 Door ,M5,1994,Petrol,11.9,6.7,8.6,23.7,42.2,32.8,206,1331,71.3,1.598,0.109,0.024,0.133,
SUBARU,Impreza (2005 Model Year),2.0 GX Sport AWD 4/5 Door ,A4,1994,Petrol,11.9,6.4,8.4,23.7,44.1,33.6,201,1299,69.7,0.534,0.120,0.046,0.166,
SUBARU,Impreza (2005 Model Year),2.0 WRX AWD 4/5 Door Turbo ,M5,1994,Petrol,12.7,7.1,9.2,22.2,39.8,30.7,219,1422,70.0,1.356,0.103,0.035,0.138,
SUBARU,Impreza (2005 Model Year),2.0 WRX STi AWD 4 Door ,M6,1994,Petrol,15.5,8.5,11.1,18.2,33.2,25.4,265,1718,71.5,1.380,0.084,0.049,0.133,
SUBARU,Forester (2004/05 Model Year),2.0 AWD 5 Door ,M5,1994,Petrol,11.5,6.8,8.5,24.6,41.5,33.2,204,1315,71.9,0.960,0.090,0.040,0.130,
SUBARU,Forester (2004/05 Model Year),2.0 AWD 5 Door ,A4,1994,Petrol,11.5,6.6,8.4,24.6,42.8,33.6,200,1299,70.0,0.600,0.120,0.030,0.150,
SUBARU,Forester (2004/05 Model Year),2.0 AWD Turbo 5 Door ,M5,1994,Petrol,13.1,7.7,9.7,21.6,36.7,29.1,232,1500,71.9,0.960,0.110,0.040,0.150,
SUBARU,Forester (2004/05 Model Year),2.0 AWD Turbo 5 Door ,A4,1994,Petrol,13.4,7.4,9.6,21.1,38.2,29.4,230,1484,71.4,0.980,0.100,0.020,0.120,
SUBARU,Forester (2004/05 Model Year),2.5 AWD Turbo 5 Door ,A4,2457,Petrol,15.0,8.7,11.0,18.8,32.5,25.7,261,1698,71.2,1.130,0.070,0.030,0.100,
SUBARU,Legacy (2004/05 Model Year),2.0 AWD Saloon ,M5,1994,Petrol,10.5,6.0,7.6,26.9,47.1,37.2,182,1173,71.2,0.598,0.118,0.032,0.150,
SUBARU,Legacy (2004/05 Model Year),2.0 AWD Saloon ,A4,1994,Petrol,10.4,5.9,7.5,27.2,47.9,37.7,178,1158,69.8,0.844,0.127,0.054,0.181,
SUBARU,Legacy (2004/05 Model Year),2.0 AWD Sports Tourer ,M5,1994,Petrol,10.6,6.1,7.7,26.7,46.3,36.7,183,1189,71.2,0.598,0.118,0.032,0.150,
SUBARU,Legacy (2004/05 Model Year),2.0 AWD Sports Tourer ,A4,1994,Petrol,10.4,6.1,7.7,27.2,46.3,36.7,183,1189,69.8,0.844,0.127,0.054,0.181,
SUZUKI,Alto,1.1 GL/GLS 5 door From VIN MA3FFB21S00144416 ,5MT,1061,Petrol,6.5,4.0,4.9,43.5,70.6,57.6,119,758,71.1,0.245,0.028,0.006,0.034,
SUZUKI,Alto,1.1 GL(A)/GLS(A)  5 door From VIN MA3FFB21S00151669  ,3AT,1061,Petrol,7.8,5.3,6.2,36.2,53.3,45.6,152,957,70.2,0.349,0.046,0.005,0.051,
SUZUKI,Ignis,1.3 GA/GL 3 door From VIN JSAFHV51S00100001 ,5MT,1328,Petrol,8.5,5.2,6.4,33.2,54.3,44.1,150,990,71.0,0.294,0.035,0.025,0.060,
SUZUKI,Ignis,1.3 GL 5 door From VIN JSAFHX51S00100001 ,5MT,1328,Petrol,8.5,5.2,6.4,33.2,54.3,44.1,150,990,71.0,0.294,0.035,0.025,0.060,
SUZUKI,Ignis,1.3 GL(A) 3 door  From VIN JSAFHV51S00100001 ,4AT,1328,Petrol,9.5,6.0,7.3,29.7,47.1,38.7,170,1128,70.0,0.464,0.032,0.008,0.040,
SUZUKI,Ignis,1.3 GL(A) 5 door  From VIN JSAFHX51S00100001 ,4AT,1328,Petrol,9.5,6.0,7.3,29.7,47.1,38.7,170,1128,70.0,0.464,0.032,0.008,0.040,
SUZUKI,Ignis,1.5 Sport 3 door From VIN JSAFHV81S00100028 ,5MT,1490,Petrol,9.0,5.8,6.9,31.4,48.7,40.9,164,1067,72.0,0.938,0.083,0.028,,
SUZUKI,Jimny,1.3 JLX Soft Top From VIN VSEFJB33C00107293 ,5MTx2,1298,Petrol,9.4,6.4,7.5,30.1,44.1,37.7,179,1158,72.0,0.561,0.047,0.019,0.066,
SUZUKI,Jimny,1.3 JLX(A) Soft Top  From VIN VSEFJB33C00109072 ,4ATx2,1298,Petrol,9.9,6.5,7.8,28.5,43.5,36.2,185,1206,73.0,0.617,0.064,0.012,0.076,
SUZUKI,Jimny,1.3 JLX Estate From VIN JSAFJB43V00100001 ,5MTx2,1328,Petrol,9.5,6.8,7.8,29.7,41.5,36.2,184,1206,72.6,0.248,0.017,0.013,0.030,
SUZUKI,Jimny,1.3 JLX(A) Estate From VIN JSAFJB43V00100001 ,4ATx2,1328,Petrol,10.4,6.7,8.1,27.2,42.2,34.9,189,1250,71.0,0.394,0.030,0.008,0.038,
SUZUKI,Liana,1.6 GL/GLX 4 door From VIN JSAERA31S00100377 ,5MT,1586,Petrol,8.8,5.8,6.9,32.1,48.7,40.9,169,1067,73.0,0.410,0.042,0.005,,
SUZUKI,Liana,1.6 GL(A)/GLX(A) 4 door From VIN JSAERA31S00100381 ,4AT,1586,Petrol,9.6,6.3,7.5,29.4,44.8,37.7,186,1158,71.0,0.522,0.046,0.011,,
SUZUKI,Liana,1.6 GL/GLX/SE 5 door From VIN JSAERC31S00150000 ,5MT,1586,Petrol,8.8,5.8,6.9,32.1,48.7,40.9,169,1067,73.0,0.410,0.042,0.005,,
SUZUKI,Liana,1.6 GL/GLX/SE (A) 5 door From VIN JSAERC31S00150000 ,4AT,1586,Petrol,9.6,6.3,7.5,29.4,44.8,37.7,186,1158,71.0,0.522,0.046,0.011,,
SUZUKI,Grand Vitara,1.6 Soft Top From VIN 2S2GTA03C00470001 ,5MTx2,1590,Petrol,10.0,6.8,8.0,28.2,41.5,35.3,193,1236,73.1,0.576,0.047,0.022,0.069,
SUZUKI,Grand Vitara,1.6(A) Soft Top From VIN 2S2GTA03C00470001 ,4ATx2,1590,Petrol,11.8,7.7,9.2,23.9,36.7,30.7,220,1422,70.8,0.404,0.047,0.028,0.075,
SUZUKI,Grand Vitara,1.6 Estate From VIN JSAFTA03V00150001 ,5MTx2,1590,Petrol,10.0,6.8,8.0,28.2,41.5,35.3,193,1236,73.1,0.576,0.047,0.022,0.069,
SUZUKI,Grand Vitara,1.6(A) Estate From VIN JSAFTA03V00150001 ,4ATx2,1590,Petrol,11.8,7.7,9.2,23.9,36.7,30.7,220,1422,70.8,0.404,0.047,0.028,0.075,
SUZUKI,Grand Vitara,1.6 SE Estate From VIN JSAFTB03V00152199 ,5MTx2,1590,Petrol,10.0,6.8,8.0,28.2,41.5,35.3,193,1236,73.1,0.576,0.047,0.022,0.069,
SUZUKI,Grand Vitara,1.6 SE(A) Estate From VIN JSAFTB03V00152217 ,4ATx2,1590,Petrol,11.8,7.7,9.2,23.9,36.7,30.7,220,1422,70.8,0.404,0.047,0.028,0.075,
SUZUKI,Grand Vitara,2.0 5 door Estate From VIN JSAFTL52V00150001 ,5MTx2,1995,Petrol,12.0,7.8,9.3,23.5,36.2,30.4,230,1436,73.2,0.473,0.047,0.019,0.066,
SUZUKI,Grand Vitara,2.0(A) 5 door Estate From VIN JSAFTL52V00150001 ,4ATx2,1995,Petrol,12.7,8.2,9.8,22.2,34.4,28.8,250,1515,72.1,0.349,0.042,0.044,0.086,
SUZUKI,Grand Vitara,2.5 V6 5 door Estate From VIN JSAFTD62V00203636 ,5MTx2,2493,Petrol,13.5,8.4,10.2,20.9,33.6,27.7,245,1576,72.0,0.391,0.040,0.005,,
SUZUKI,Grand Vitara,2.5 V6 (A) 5 door Estate From VIN JSAFTD62V00203636 ,4ATx2,2493,Petrol,14.3,8.9,10.9,19.8,31.7,25.9,262,1685,72.0,0.299,0.043,0.001,,
SUZUKI,Grand Vitara,XL-7 5 and 7 seat 2.7 V6 From VIN JSAHTX92V00200034 ,5MTx2,2736,Petrol,15.3,9.3,11.5,18.4,30.4,24.6,275,1774,73.0,0.318,0.018,0.008,,
SUZUKI,Grand Vitara,XL-7 (A) 5 and 7 seat  2.7 V6 From VIN JSAHTX92V00200034 ,5A/Tx2,2736,Petrol,16.1,9.3,11.8,17.5,30.4,23.9,282,1826,73.0,0.281,0.023,0.027,,
SUZUKI,Grand Vitara,2.0TD 5 door Estate From VIN JSAFTD83V00100027 ,5MTx2,1997,Diesel,9.4,6.0,7.3,30.1,47.1,38.7,198,1184,74.0,0.322,,0.495,0.553,0.023
SUZUKI,Grand Vitara,2.0 TDi 3 door Estate From VIN JSAFTB83V00100908 ,5MTx2,1997,Diesel,9.4,6.0,7.3,30.1,47.1,38.7,198,1184,74.0,0.322,,0.495,0.553,0.023
SUZUKI,Grand Vitara,XL-7 5 and 7 seat 2.0TDi  From VIN JSAHTX83V00200033 ,5MTx2,1997,Diesel,10.3,6.7,8.0,27.4,42.2,35.3,216,1298,74.0,0.118,,0.491,0.516,0.031
SYUK (SsangYong),Rexton,RX290 S Manual ,M5,2874,Diesel,12.5,7.2,9.3,22.6,39.3,30.4,244,1507,74.1,0.660,,0.470,0.520,0.090
SYUK (SsangYong),Rexton,RX290 SE Manual ,M5,2874,Diesel,12.5,7.2,9.3,22.6,39.3,30.4,244,1507,74.1,0.660,,0.470,0.520,0.090
SYUK (SsangYong),Rexton,RX290 SE Auto ,A4,2874,Diesel,15.0,9.3,11.3,18.8,30.4,25.0,302,1833,73.3,0.940,,0.570,0.680,0.090
SYUK (SsangYong),Rexton,RX290 S Auto ,A4,2874,Diesel,15.0,9.3,11.3,18.8,30.4,25.0,302,1833,73.3,0.940,,0.570,0.680,0.090
SYUK (SsangYong),Rexton,RX320 SX Auto ,A4,3199,Petrol,19.2,12.7,15.0,14.7,22.2,18.8,352,2321,71.0,0.960,0.110,0.050,,
SYUK (SsangYong),Rexton,270 SE Manual ,M5,2696,Diesel,10.7,7.4,8.6,26.4,38.2,32.9,237,1393,74.8,0.780,,0.580,0.640,0.060
SYUK (SsangYong),Rexton,270 SE Auto ,A5,2696,Diesel,11.8,8.0,9.4,23.9,35.3,30.0,250,1527,70.4,0.200,,0.630,0.660,0.060
SYUK (SsangYong),Rexton,270 SX Manual ,M5,2696,Diesel,10.9,7.7,8.9,25.9,36.7,31.7,237,1446,74.8,0.780,,0.580,0.640,0.060
SYUK (SsangYong),Rexton,270 SX Auto ,A5,2696,Diesel,12.6,8.4,9.9,22.4,33.6,28.5,266,1608,71.2,0.200,,0.630,0.660,0.060
SYUK (SsangYong),Sports Pickup,2.9 TD Manual ,M5,2874,Diesel,13.0,8.6,10.2,21.7,32.8,27.7,275,1654,76.5,0.880,,0.690,0.780,0.090
SYUK (SsangYong),Sports Pickup,2.9 TD Auto ,A4,2874,Diesel,12.9,9.2,10.5,21.9,30.7,26.9,282,1703,70.5,0.390,,0.350,0.470,0.080
TATA,Safari,2.0 L/EX  Tdi 4 x 4 ,M5,1948,Diesel,11.6,8.3,9.5,24.4,34.0,29.8,249,1538,74.0,0.457,,0.623,0.702,0.078
TOYOTA,Yaris,1.4 D-4D  ,M5,1364,Diesel,5.3,3.8,4.4,53.3,74.3,64.2,117,714,69.4,0.230,,0.350,0.390,0.029
TOYOTA,Yaris,Verso 1.4 D-4D ,M5,1364,Diesel,6.0,4.4,5.0,47.1,64.2,56.5,133,811,69.8,0.160,,0.400,0.430,0.039
TOYOTA,Corolla,1.8 VVT-i 3 & 5 door ,M6,1796,Petrol,11.1,6.7,8.3,25.4,42.2,34.0,198,1284,74.0,1.210,0.100,0.080,,
TOYOTA,Corolla,Verso 2.0 D-4D ,M5,1995,Diesel,7.8,5.3,6.2,36.2,53.3,45.6,165,1005,71.0,0.160,,0.280,0.290,0.016
TOYOTA,Avensis,Verso 2.0 D-4D ,M5,1995,Diesel,8.1,5.6,6.5,34.9,50.4,43.5,173,1053,73.7,0.040,,0.430,0.430,0.034
TOYOTA,Previa,2.0 D-4D ,M5,1995,Diesel,9.0,6.1,7.2,31.4,46.3,39.2,191,1169,73.9,0.120,,0.420,0.430,0.024
TOYOTA,MR2,1.8 VVT-i ,M6,1794,Petrol,10.1,5.9,7.4,28.0,47.9,38.2,178,1142,72.0,1.010,0.060,0.010,,
TOYOTA,Celica,1.8 VVT-i ,M6,1794,Petrol,10.3,6.2,7.7,27.4,45.6,36.7,185,1189,73.0,1.220,0.130,0.030,,
TOYOTA,Celica,1.8 VVTL-i T-Sport ,M6,1796,Petrol,11.5,6.6,8.4,24.6,42.8,33.6,200,1299,72.0,1.230,0.100,0.040,,
TOYOTA,RAV4,2.0 D-4D ,M5,1995,Diesel,8.9,6.1,7.1,31.7,46.3,39.8,190,1151,72.9,0.080,,0.440,0.440,0.036
TOYOTA,Land Cruiser,3.0 D-4D 3-door ,M6x2,2982,Diesel,11.0,7.9,9.0,25.7,35.8,31.4,242,1459,73.6,0.320,,0.380,0.430,0.061
TOYOTA,Land Cruiser,3.0 D-4D 5-door ,M6x2,2982,Diesel,11.1,7.9,9.1,25.4,35.8,31.0,244,1478,73.6,0.320,,0.380,0.430,0.061
TOYOTA,Land Cruiser,3.0 D-4D 5-door ,A5x2,2982,Diesel,11.6,7.5,9.0,24.4,37.7,31.4,243,1459,71.0,0.070,,0.470,0.470,0.055
TOYOTA,Land Cruiser,4.0 VVT-i V6 ,A5x2,3956,Petrol,17.7,10.2,12.7,16.0,27.7,22.2,305,1966,73.0,0.630,0.100,0.010,,
TOYOTA,Land Cruiser,Amazon 4.2 24v TD ,M5x2,4164,Diesel,14.1,9.3,11.1,20.0,30.4,25.4,292,1804,75.2,0.620,,0.580,0.620,0.078
TOYOTA,Land Cruiser,Amazon 4.2 24v TD ,A5x2,4164,Diesel,13.4,9.0,10.6,21.1,31.4,26.6,282,1723,72.7,0.370,,0.610,0.640,0.070
TOYOTA,Land Cruiser,Amazon 4.7i V8 ,A5x2,4664,Petrol,21.5,13.4,16.3,13.1,21.1,17.3,387,2523,72.2,2.000,0.160,0.090,,
VAUXHALL,"Astra, MY2004",1.7DTI 16v LS 4 Door Saloon From VIN: W0L0TGF6945001311 ,M5,1686,Diesel,6.0,3.9,4.7,47.1,72.4,60.1,126,762,72.0,0.101,,0.429,0.450,0.031
VAUXHALL,"Astra, MY2004",1.7DTI 16v LS 4 Door Saloon From VIN: W0L0TGF6945095940 ,M5,1686,Diesel,6.0,3.8,4.6,47.1,74.3,61.4,124,746,72.0,0.101,,0.429,0.450,0.031
VAUXHALL,"Astra, MY2004",1.7DTI POLICE 3 Door Hatchback From VIN: W0L0TGF0845017742 ,M5,1686,Diesel,6.0,3.8,4.6,47.1,74.3,61.4,124,746,73.0,0.101,,0.429,0.450,0.031
VAUXHALL,"Astra, MY2004",1.7DTI POLICE 5 Door Hatchback From VIN: W0L0TGF4845005207 ,M5,1686,Diesel,6.0,3.8,4.6,47.1,74.3,61.4,124,746,73.0,0.101,,0.429,0.450,0.031
VAUXHALL,"Astra, MY2004",1.7DTI 16v LS 5 Door Hatchback From VIN: W0L0TGF4845000220 ,M5,1686,Diesel,6.0,3.8,4.6,47.1,74.3,61.4,124,746,72.0,0.101,,0.429,0.450,0.031
VAUXHALL,"Astra, MY2004",1.7DTI 16v Envoy 5 Door Hatchback From VIN: W0L0TGF4845095128 ,M5,1686,Diesel,6.0,3.8,4.6,47.1,74.3,61.4,124,746,72.0,0.101,,0.429,0.450,0.031
VAUXHALL,"Astra, MY2004",1.7DTI 16v Club 5 Door Hatchback From VIN: W0L0TGF4845000181 ,M5,1686,Diesel,6.0,3.8,4.6,47.1,74.3,61.4,124,746,72.0,0.101,,0.429,0.450,0.031
VAUXHALL,"Astra, MY2004",1.7DTI 16v ECO4 LS 5 Door Hatchback From VIN: W0L0TGF4845000128 ,M5,1686,Diesel,5.9,3.5,4.4,47.9,80.7,64.2,118,714,72.0,0.103,,0.412,0.431,0.023
VAUXHALL,"Astra, MY2004",1.7DTI 16v LS 5 Door Estate From VIN: W0L0TGF3542031625 ,M5,1686,Diesel,6.1,4.0,4.8,46.3,70.6,58.9,127,778,72.0,0.101,,0.429,0.450,0.031
VAUXHALL,"Astra, MY2004",1.7DTI 16v LS 5 Door Estate From VIN: W0L0TGF3548000110 ,M5,1686,Diesel,6.1,4.0,4.8,46.3,70.6,58.9,127,778,72.0,0.101,,0.429,0.450,0.031
VAUXHALL,"Astra, MY2004",1.7DTI 16v LS 5 Door Estate From VIN: W0L0TGF3548032267 ,M5,1686,Diesel,6.1,4.0,4.8,46.3,70.6,58.9,127,778,72.0,0.101,,0.429,0.450,0.031
VAUXHALL,"Astra, MY2004",1.7DTI 16v Envoy 5 Door Estate From VIN: W0L0TGF3542034266 ,M5,1686,Diesel,6.1,4.0,4.8,46.3,70.6,58.9,127,778,72.0,0.101,,0.429,0.450,0.031
VAUXHALL,"Astra, MY2004",1.7DTI 16v Envoy 5 Door Estate From VIN: W0L0TGF3548000104 ,M5,1686,Diesel,6.1,4.0,4.8,46.3,70.6,58.9,127,778,72.0,0.101,,0.429,0.450,0.031
VAUXHALL,"Astra, MY2004",1.7DTI 16v Club 5 Door Estate From VIN: W0L0TGF3542061392 ,M5,1686,Diesel,6.1,4.0,4.8,46.3,70.6,58.9,127,778,72.0,0.101,,0.429,0.450,0.031
VAUXHALL,"Astra, MY2004",1.7DTI 16v Club 5 Door Estate From VIN: W0L0TGF3548000137 ,M5,1686,Diesel,6.1,4.0,4.8,46.3,70.6,58.9,127,778,72.0,0.101,,0.429,0.450,0.031
VAUXHALL,"Astra, MY2004",2.0DTI 16v LS 4 Door Saloon From VIN: W0L0TGF6945006268 ,M5,1995,Diesel,7.6,4.6,5.7,37.2,61.4,49.6,154,924,70.0,0.135,,0.285,0.303,0.036
VAUXHALL,"Astra, MY2004",2.0DTI 16v LS 4 Door Saloon From VIN: W0L0TGF6945000041 ,A4,1995,Diesel,8.9,5.4,6.7,31.7,52.3,42.2,181,1086,70.0,0.167,,0.297,0.326,0.032
VAUXHALL,"Astra, MY2004",2.0DTI 16v SRI 3 Door Hatchback From VIN: W0L0TGF0845000127 ,M5,1995,Diesel,7.5,4.5,5.6,37.7,62.8,50.4,151,909,70.0,0.135,,0.285,0.303,0.036
VAUXHALL,"Astra, MY2004",2.0DTI 16v SXI 3 Door Hatchback From VIN: W0L0TGF0845003057 ,M5,1995,Diesel,7.5,4.5,5.6,37.7,62.8,50.4,151,909,70.0,0.135,,0.285,0.303,0.036
VAUXHALL,"Astra, MY2004",2.0DTI 16v LS 5 Door Hatchback From VIN: W0L0TGF4845000044 ,M5,1995,Diesel,7.6,4.6,5.7,37.2,61.4,49.6,154,924,70.0,0.135,,0.285,0.303,0.036
VAUXHALL,"Astra, MY2004",2.0DTI 16v LS 5 Door Hatchback From VIN: W0L0TGF4845000042 ,A4,1995,Diesel,8.9,5.4,6.7,31.7,52.3,42.2,181,1086,70.0,0.167,,0.297,0.326,0.032
VAUXHALL,"Astra, MY2004",2.0DTI POLICE 5 Door Hatchback From VIN: W0L0TGF4845005574 ,M5,1995,Diesel,7.6,4.6,5.7,37.2,61.4,49.6,154,924,73.0,0.135,,0.285,0.303,0.036
VAUXHALL,"Astra, MY2004",2.0DTI 16v SRI 5 Door Hatchback From VIN: W0L0TGF4845001963 ,M5,1995,Diesel,7.6,4.6,5.7,37.2,61.4,49.6,154,924,70.0,0.135,,0.285,0.303,0.036
VAUXHALL,"Astra, MY2004",2.0DTI 16v SXI 5 Door Hatchback From VIN: W0L0TGF4845002371 ,M5,1995,Diesel,7.6,4.6,5.7,37.2,61.4,49.6,154,924,70.0,0.135,,0.285,0.303,0.036
VAUXHALL,"Astra, MY2004",2.0DTI 16v Elegance 5 Door Hatchback From VIN: W0L0TGF4845000043 ,M5,1995,Diesel,7.6,4.6,5.7,37.2,61.4,49.6,154,924,70.0,0.135,,0.285,0.303,0.036
VAUXHALL,"Astra, MY2004",2.0DTI 16v Elegance 5 Door Hatchback From VIN: W0L0TGF4845006287 ,A4,1995,Diesel,8.9,5.4,6.7,31.7,52.3,42.2,181,1086,70.0,0.167,,0.297,0.326,0.032
VAUXHALL,"Astra, MY2004",2.0DTI 16v LS 5 Door Estate From VIN: W0L0TGF3542033952 ,M5,1995,Diesel,7.7,4.8,5.9,36.7,58.9,47.9,158,957,70.0,0.135,,0.285,0.303,0.036
VAUXHALL,"Astra, MY2004",2.0DTI 16v LS 5 Door Estate From VIN: W0L0TGF3548000008 ,M5,1995,Diesel,7.7,4.8,5.9,36.7,58.9,47.9,158,957,70.0,0.135,,0.285,0.303,0.036
VAUXHALL,"Astra, MY2004",2.0DTI 16v Elegance 5 Door Estate From VIN: W0L0TGF3542000011 ,M5,1995,Diesel,7.7,4.8,5.9,36.7,58.9,47.9,158,957,70.0,0.135,,0.285,0.303,0.036
VAUXHALL,"Astra, MY2004",2.0DTI 16v Elegance 5 Door Estate From VIN: W0L0TGF3548000454 ,M5,1995,Diesel,7.7,4.8,5.9,36.7,58.9,47.9,158,957,70.0,0.135,,0.285,0.303,0.036
VAUXHALL,"Astra, MY2004",2.0DTI 16v LS 5 Door Estate From VIN: W0L0TGF3542011773 ,A4,1995,Diesel,9.0,5.6,6.9,31.4,50.4,40.9,186,1120,70.0,0.167,,0.297,0.326,0.032
VAUXHALL,"Astra, MY2004",2.0DTI 16v LS 5 Door Estate From VIN: W0L0TGF3548000166 ,A4,1995,Diesel,9.0,5.6,6.9,31.4,50.4,40.9,186,1120,70.0,0.167,,0.297,0.326,0.032
VAUXHALL,"Astra, MY2004",2.0DTI 16v Elegance 5 Door Estate From VIN: W0L0TGF3542011527 ,A4,1995,Diesel,9.0,5.6,6.9,31.4,50.4,40.9,186,1120,70.0,0.167,,0.297,0.326,0.032
VAUXHALL,"Astra, MY2004",2.0DTI 16v Elegance 5 Door Estate From VIN: W0L0TGF3548007850 ,A4,1995,Diesel,9.0,5.6,6.9,31.4,50.4,40.9,186,1120,70.0,0.167,,0.297,0.326,0.032
VAUXHALL,"Astra, MY2004",2.0CDTI POLICE 5 Door Estate From VIN: W0L0TGF3542012904 ,M5,1995,Diesel,7.7,4.8,5.9,36.7,58.9,47.9,158,957,73.0,0.135,,0.285,0.303,0.036
VAUXHALL,"Astra, MY2004",2.0CDTI POLICE 5 Door Estate From VIN: W0L0TGF3548003567 ,M5,1995,Diesel,7.7,4.8,5.9,36.7,58.9,47.9,158,957,73.0,0.135,,0.285,0.303,0.036
