Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates
SAAB,9-3 Series Convertible,2.0 Turbo 185hp B205L ,A4,1985,Petrol,14.6,7.4,10.1,19.3,38.2,28.0,240,701,III,71.0,0.430,,0.040,0.010,
SAAB,9-3 Series Convertible,2.0 Turbo 185hp B205L ,M5,1985,Petrol,12.6,6.6,8.8,22.4,42.8,32.1,210,612,III,73.0,0.048,,0.040,0.010,
SAAB,9-3 Series Convertible,2.0 HOT 205hp B205R 'Aero',A4,1985,Petrol,14.8,7.1,10.0,19.1,39.8,28.2,240,696,III,72.0,0.460,,0.060,0.010,
SAAB,9-3 Series Convertible,2.0 HOT 205hp B205R 'Aero',M5,1985,Petrol,13.2,6.7,9.1,21.4,42.2,31.0,217,634,III,72.0,0.370,,0.020,0.010,
SEAT,Arosa,1.4 Tdi,M5,1422,Diesel,5.7,3.6,4.4,49.6,78.5,64.2,119,319,III,73.0,0.182,0.487,,0.455,0.026
SEAT,New Ibiza (available from May 2002),1.9 TDi (100 bhp),M5,1896,Diesel,6.5,4.1,5.0,43.5,68.9,56.5,135,362,III,72.0,0.073,0.424,,0.403,0.020
SEAT,New Ibiza (available from May 2002),1.9 TDi  (130 bhp),M6,1896,Diesel,6.7,4.2,5.1,42.2,67.3,55.4,138,369,III,71.0,0.131,0.486,0.022,0.464,0.019
SEAT,Ibiza,1.9 TDI (90 bhp),M5,1896,Diesel,6.4,4.1,5.0,44.1,68.9,56.5,135,362,III,71.0,0.122,0.444,,0.424,0.027
SEAT,Ibiza,1.9 TDI (110 bhp),M5,1896,Diesel,6.5,4.1,5.0,43.5,68.9,56.5,135,362,III,73.0,0.166,0.447,,0.409,0.041
SEAT,Ibiza,1.8 (156 bhp),M5,1781,Petrol,10.9,6.1,7.9,25.9,46.3,35.8,189,549,III,73.0,0.490,,0.090,0.030,
SEAT,Leon,1.9 Tdi (90 bhp),M5,1896,Diesel,6.8,4.3,5.2,41.5,65.7,54.3,140,377,III,73.0,0.117,0.403,,0.369,0.029
SEAT,Leon,1.9 Tdi (110 bhp),M5,1896,Diesel,6.8,4.3,5.2,41.5,65.7,54.3,140,377,III,71.0,0.066,0.431,,0.406,0.040
SEAT,Leon,1.8 20V (125 bhp),M5,1781,Petrol,10.8,6.4,8.0,26.2,44.1,35.3,192,556,III,72.0,0.874,,0.078,0.036,
SEAT,Leon,1.8 20V (125 bhp),A4,1781,Petrol,12.1,7.0,8.9,23.3,40.4,31.7,214,620,III,73.0,1.850,,0.164,0.110,
SEAT,Toledo,1.9 Tdi (110 bhp),M5,1896,Diesel,6.8,4.3,5.2,41.5,65.7,54.3,140,377,III,71.0,0.066,0.431,,0.406,0.040
SEAT,Toledo,1.8 20V (125 bhp),M5,1781,Petrol,10.8,6.4,8.0,26.2,44.1,35.3,192,556,III,72.0,0.874,,0.078,0.036,
SEAT,Toledo,1.8 20V (125 bhp),A4,1781,Petrol,12.1,7.0,8.9,23.3,40.4,31.7,214,620,III,74.0,1.850,,0.164,0.110,
SEAT,Alhambra,1.9 TDI PD (115 bhp),M6,1896,Diesel,8.5,5.4,6.5,33.2,52.3,43.5,176,470,III,74.0,0.463,0.464,,0.387,0.035
SEAT,Alhambra,1.9 TDI PD Tiptronic (115 bhp),A5,1896,Diesel,9.7,6.3,7.6,29.1,44.8,37.2,211,550,III,73.0,0.159,0.484,,0.457,0.026
SKODA,Fabia Hatch,Classic 1.9 SDI (64 bhp),M5,1896,Diesel,6.3,4.1,4.9,44.8,68.9,57.6,132,355,III,72.0,0.324,0.465,,0.420,0.020
SKODA,Fabia Hatch,Comfort 1.9 SDI (64 bhp),M5,1896,Diesel,6.3,4.1,4.9,44.8,68.9,57.6,132,355,III,72.0,0.324,0.465,,0.420,0.020
SKODA,Fabia Hatch,Comfort 1.9 TDI (100 bhp),M5,1896,Diesel,6.5,4.1,5.0,43.5,68.9,56.5,135,362,III,73.0,0.145,0.388,,0.362,0.021
SKODA,Fabia Hatch,Elegance 1.9 TDI (100 bhp),M5,1896,Diesel,6.5,4.1,5.0,43.5,68.9,56.5,135,362,III,73.0,0.145,0.388,,0.362,0.021
SKODA,Fabia Estate,Classic 1.9 SDI (64 bhp),M5,1896,Diesel,6.3,4.1,4.9,44.8,68.9,57.6,132,355,III,72.0,0.324,0.465,,0.420,0.020
SKODA,Fabia Estate,Comfort 1.9 SDI (64 bhp),M5,1896,Diesel,6.3,4.1,4.9,44.8,68.9,57.6,132,355,III,72.0,0.324,0.465,,0.420,0.020
SKODA,Fabia Estate,Comfort 1.9 TDI (100 bhp),M5,1896,Diesel,6.5,4.1,5.0,43.5,68.9,56.5,135,362,III,74.0,0.145,0.388,,0.362,0.021
SKODA,Fabia Estate,Elegance 1.9 TDI (100 bhp),M5,1896,Diesel,6.5,4.1,5.0,43.5,68.9,56.5,135,362,III,74.0,0.145,0.388,,0.362,0.021
SKODA,Fabia Saloon,1.9 SDI (64 bhp),M5,1896,Diesel,6.3,4.1,4.9,44.8,68.9,57.6,132,355,III,72.0,0.324,0.465,,0.420,0.020
SKODA,Octavia Hatch,Classic 1.9 SDI (68 bhp),M5,1896,Diesel,7.1,4.4,5.3,39.8,64.2,53.3,143,384,III,74.0,0.426,0.394,,0.314,0.036
SKODA,Octavia Hatch,Ambiente 1.9 TDI (90 bhp),M5,1896,Diesel,6.8,4.3,5.2,41.5,65.7,54.3,140,377,III,73.0,0.117,0.403,,0.369,0.029
SKODA,Octavia Hatch,Ambiente 1.9 TDI (90 bhp),A4,1896,Diesel,9.1,4.9,6.4,31.0,57.6,44.1,173,464,III,72.0,0.208,0.339,,0.299,0.040
SKODA,Octavia Hatch,Ambiente 2.0 MPI (115 bhp),A4,1984,Petrol,12.7,6.9,9.0,22.2,40.9,31.4,216,625,III,73.0,1.016,,0.120,0.067,
SKODA,Octavia Hatch,Elegance 1.9 TDI (110 bhp),M5,1896,Diesel,6.8,4.3,5.2,41.5,65.7,54.3,140,377,III,71.0,0.055,0.435,,0.408,0.042
SKODA,Octavia Hatch,Elegance 1.8 20v Turbo 4x4 (150 bhp),QM5,1781,Petrol,12.1,7.1,8.9,23.3,39.8,31.7,214,620,III,73.0,0.865,,0.082,0.040,
SKODA,Octavia Hatch,Laurin & Klement 1.9 TDI (110 bhp),M5,1896,Diesel,6.8,4.3,5.2,41.5,65.7,54.3,140,377,III,71.0,0.055,0.435,,0.408,0.042
SKODA,Octavia Estate,Classic 1.9 SDI (68 bhp),M5,1896,Diesel,7.1,4.4,5.3,39.8,64.2,53.3,143,384,III,74.0,0.436,0.394,,0.314,0.036
SKODA,Octavia Estate,Ambiente 1.9 TDI (90 bhp),M5,1896,Diesel,6.8,4.3,5.2,41.5,65.7,54.3,140,377,III,73.0,0.117,0.403,,0.369,0.029
SKODA,Octavia Estate,Ambiente 1.9 TDI (90 bhp),A4,1896,Diesel,9.2,5.0,6.5,30.7,56.5,43.5,176,470,III,72.0,0.208,0.339,,0.299,0.040
SKODA,Octavia Estate,Ambiente 2.0 MPI (115 bhp),A4,1984,Petrol,12.7,6.9,9.0,22.2,40.9,31.4,216,625,III,73.0,1.016,,0.120,0.067,
SKODA,Octavia Estate,Elegance 1.9 TDI (110 bhp),M5,1896,Diesel,6.9,4.4,5.3,40.9,64.2,53.3,143,384,III,71.0,0.055,0.435,,0.408,0.042
SKODA,Octavia Estate,Elegance 2.0 MPI (115 bhp),A4,1984,Petrol,12.7,6.9,9.0,22.2,40.9,31.4,216,625,III,73.0,1.016,,0.120,0.067,
SKODA,Octavia Estate,Elegance 1.8 20v Turbo 4x4 (150 bhp),QM5,1781,Petrol,12.1,7.1,8.9,23.3,39.8,31.7,214,620,III,73.0,0.865,,0.082,0.040,
SKODA,Octavia Estate,Laurin & Klement 1.9 TDI (110 bhp),M5,1896,Diesel,6.9,4.4,5.3,40.9,64.2,53.3,143,384,III,71.0,0.055,0.435,,0.408,0.042
SKODA,Superb,Classic 1.9 TDI (130 bhp) ,M5,1896,Diesel,7.8,4.7,5.8,36.2,60.1,48.7,154,420,III,74.0,0.151,0.412,,0.382,0.036
SKODA,Superb,Comfort 1.9 TDI (130 bhp) ,M5,1896,Diesel,7.8,4.7,5.8,36.2,60.1,48.7,154,420,III,74.0,0.151,0.412,,0.382,0.036
SKODA,Superb,Comfort 2.5 V6 TDI (155 bhp) ,M5,2496,Diesel,10.1,5.5,7.1,28.0,51.4,39.8,192,514,III,74.0,0.066,0.311,,0.300,0.029
SKODA,Superb,Elegance 1.9 TDI (130 bhp),M5,1896,Diesel,7.8,4.7,5.8,36.2,60.1,48.7,154,420,III,74.0,0.151,0.412,,0.382,0.036
SKODA,Superb,Elegance 2.5 V6 TDI (155 bhp) ,A5,2496,Diesel,11.2,5.7,7.7,25.2,49.6,36.7,208,557,III,75.0,0.036,0.304,,0.296,0.037
SUBARU,Impreza ,1.6 TS AWD 5 Door,M5,1597,Petrol,12.1,7.1,8.9,23.3,39.8,31.7,210,620,III,71.3,0.970,0.170,0.110,0.060,
SUBARU,Impreza ,2.0 GX AWD 4/5 Door,M5,1994,Petrol,13.5,7.4,9.6,20.9,38.2,29.4,227,668,III,71.3,1.330,0.140,0.100,0.040,
SUBARU,Impreza ,2.0 GX AWD 4/5 Door,A4,1994,Petrol,13.5,7.5,9.7,20.9,37.7,29.1,230,675,III,69.7,1.120,0.150,0.110,0.040,
SUBARU,Impreza ,2.0 WRX AWD 4/5 Door Turbo,M5,1994,Petrol,14.2,7.9,10.2,19.9,35.8,27.7,242,709,III,70.3,0.700,0.120,0.080,0.040,
SUBARU,Impreza ,2.0 WRX STi AWD 4 Door,M6,1994,Petrol,16.7,9.5,12.1,16.9,29.7,23.3,290,843,III,71.5,1.170,0.130,0.090,0.040,
SUBARU,Legacy (2001 Model Year),2.0 GL Saloon AWD,M5,1994,Petrol,12.6,7.3,9.2,22.4,38.7,30.7,218,640,III,73.1,1.181,0.121,0.098,0.023,
SUBARU,Legacy (2001 Model Year),2.0 GL Saloon AWD,A4,1994,Petrol,13.2,7.4,9.5,21.4,38.2,29.7,224,661,III,71.9,0.638,0.154,0.113,0.041,
SUBARU,Legacy (2001 Model Year),2.0 GL Estate AWD,M5,1994,Petrol,13.1,7.5,9.6,21.6,37.7,29.4,227,668,III,73.1,1.075,0.142,0.104,0.037,
SUBARU,Legacy (2001 Model Year),2.0 GL Estate AWD,A4,1994,Petrol,13.2,7.6,9.7,21.4,37.2,29.1,229,675,III,71.9,0.593,0.152,0.104,0.048,
SUBARU,Legacy (2001 Model Year),2.5 GX Saloon AWD,M5,2457,Petrol,13.2,7.1,9.4,21.4,39.8,30.1,222,652,III,74.0,1.042,0.100,0.085,0.014,
SUBARU,Legacy (2001 Model Year),2.5 GX Saloon AWD,A4,2457,Petrol,13.8,7.4,9.8,20.5,38.2,28.8,232,682,III,71.9,0.745,0.139,0.104,0.035,
SUBARU,Legacy (2001 Model Year),2.5 GX Estate AWD,M5,2457,Petrol,13.4,7.6,9.7,21.1,37.2,29.1,230,675,III,74.0,1.098,0.107,0.089,0.018
SUBARU,Legacy (2001 Model Year),2.5 GX Estate AWD,A4,2457,Petrol,13.4,7.8,9.9,21.1,36.2,28.5,234,689,III,71.9,1.083,0.222,0.140,0.082
SUBARU,Legacy (2001 Model Year),2.5 Outback Estate AWD,M5,2457,Petrol,13.0,7.5,9.5,21.7,37.7,29.7,226,661,III,74.0,1.151,0.125,0.100,0.025
SUBARU,Legacy (2001 Model Year),2.5 Outback Estate AWD,A4,2457,Petrol,13.3,7.9,9.9,21.2,35.8,28.5,235,689,III,71.9,0.812,0.142,0.112,0.030
SUBARU,Legacy (2001 Model Year),3.0 Outback Estate AWD,A4,3000,Petrol,15.3,7.8,10.5,18.5,36.2,26.9,248,730,III,70.3,0.554,0.206,0.116,0.090
SUBARU,Legacy (2002 Model Year),2.5 GX Saloon AWD,M5,2457,Petrol,13.4,7.6,9.7,21.1,37.2,29.1,230,675,III,74.0,1.098,0.107,0.089,0.018
SUBARU,Forester (2001 Model Year),2.0 AWD 5 Door,M5,1994,Petrol,13.5,7.5,9.7,20.9,37.7,29.1,229,675,III,72.5,1.330,0.130,0.110,0.020
SUBARU,Forester (2001 Model Year),2.0 AWD 5 Door,A4,1994,Petrol,13.6,7.6,9.8,20.8,37.2,28.8,232,682,III,71.0,0.780,0.140,0.120,0.020
SUBARU,Forester (2001 Model Year),2.0 AWD S Turbo 5 Door,M5,1994,Petrol,14.6,8.2,10.6,19.3,34.4,26.7,251,736,III,71.5,0.890,0.120,0.080,0.040
SUBARU,Forester (2001 Model Year),2.0 AWD S Turbo 5 Door,A4,1994,Petrol,14.9,8.3,10.7,19.0,34.0,26.4,254,744,III,70.0,0.540,0.160,0.120,0.040
SUBARU,Forester (2002 Model Year),2.0 AWD S Turbo 5 Door,A4,1994,Petrol,14.8,8.3,10.7,19.1,34.0,26.4,253,744,III,70.0,0.450,0.130,0.100,0.030
SUZUKI,Alto,1.0 GL 3 door From VIN MA3EFA12S00520001,5MT,993,Petrol,7.3,4.4,5.4,38.7,64.2,52.3,134,376,III,72.6,0.413,0.075,0.061,0.014
SUZUKI,Alto,1.0 GL 5 door From VIN MA3EFB12S00520001,5MT,993,Petrol,7.3,4.4,5.4,38.7,64.2,52.3,134,376,III,72.6,0.413,0.075,0.061,0.014
SUZUKI,Alto,1.0 GL(A) 5 door From VIN MA3EFB12S00520001,3AT,993,Petrol,9.0,5.8,7.0,31.4,48.7,40.4,171,486,III,71.2,0.413,0.113,0.071,0.042
SUZUKI,Swift,1.0 GL/GLS 3 door From VIN TSMMAA44S00800001,5MT,993,Petrol,6.8,4.5,5.3,41.5,62.8,53.3,130,368,III,71.2,0.301,0.033,0.023,0.010
SUZUKI,Swift,1.0 GL/GLS 5 door From VIN TSMMAB44S00800001,5MT,993,Petrol,6.8,4.5,5.3,41.5,62.8,53.3,130,368,III,71.2,0.301,0.033,0.023,0.010
SUZUKI,Swift,1.0 GLS(A)/GLX(A) 3 door From VIN TSMMAA44S00800001,3AT,993,Petrol,8.6,5.9,6.9,32.8,47.9,40.9,169,480,III,71.3,0.224,0.083,0.046,0.037
SUZUKI,Swift,1.0 GLS(A)/GLX(A) 5 door From VIN TSMMAB44S00800001,3AT,993,Petrol,8.6,5.9,6.9,32.8,47.9,40.9,169,480,III,71.3,0.224,0.083,0.046,0.037
SUZUKI,Wagon R+,1.3 GL From VIN TSMMMA53S00100001,5MT,1298,Petrol,7.8,5.1,6.1,36.2,55.4,46.3,145,424,III,72.0,0.223,0.053,0.034,0.019
SUZUKI,Wagon R+,1.3 GL(A) From VIN TSMMMA53S00100001,4AT,1298,Petrol,9.8,6.2,7.5,28.8,45.6,37.7,178,521,III,71.0,0.247,0.054,0.036,0.018
SUZUKI,Ignis,1.3 GA/GL 3 door From VIN JSAFHV51S00100001,5MT,1328,Petrol,8.5,5.2,6.4,33.2,54.3,44.1,150,445,III,71.0,0.294,0.060,0.035,0.025
SUZUKI,Ignis,1.3 GL 5 door From VIN JSAFHX51S00100001,5MT,1328,Petrol,8.5,5.2,6.4,33.2,54.3,44.1,150,445,III,71.0,0.294,0.060,0.035,0.025
SUZUKI,Ignis,1.3 GL(A) 3 door From VIN JSAFHV51S00100001,4AT,1328,Petrol,9.5,6.0,7.3,29.7,47.1,38.7,170,507,III,70.0,0.464,0.040,0.032,0.008
SUZUKI,Ignis,1.3 GL(A) 5 door From VIN JSAFHX51S00100001,4AT,1328,Petrol,9.5,6.0,7.3,29.7,47.1,38.7,170,507,III,70.0,0.464,0.040,0.032,0.008
SUZUKI,Jimny,1.3 JLX Soft Top From VIN VSEFJB33C00107293,5MTx2,1298,Petrol,9.4,6.4,7.5,30.1,44.1,37.7,179,521,III,72.0,0.561,0.066,0.047,0.019
SUZUKI,Jimny,1.3 JLX(A) Soft Top From VIN VSEFJB33C00109072,4ATx2,1298,Petrol,9.9,6.5,7.8,28.5,43.5,36.2,185,543,III,73.0,0.617,0.076,0.064,0.012
SUZUKI,Jimny,1.3 JLX Estate From VIN JSAFJB43V00100001,5MTx2,1328,Petrol,9.5,6.8,7.8,29.7,41.5,36.2,184,543,III,72.6,0.248,0.030,0.017,0.013
SUZUKI,Jimny,1.3 JLX(A) Estate From VIN JSAFJB43V00100001,4ATx2,1328,Petrol,10.4,6.7,8.1,27.2,42.2,34.9,189,563,III,71.0,0.394,0.038,0.030,0.008
SUZUKI,Liana,1.6 GL/GLX From VIN JSAERC31S00100001,5MT,1586,Petrol,9.2,5.9,7.1,30.7,47.9,39.8,171,493,III,73.0,0.341,0.039,0.029,0.010
SUZUKI,Liana,1.6 GL(A)/GLX (A) From VIN JSAERC31S00100001,4AT,1586,Petrol,10.5,6.4,7.9,26.9,44.1,35.8,192,549,III,71.0,0.271,0.038,0.028,0.010
SUZUKI,Grand Vitara,1.6 Soft Top From VIN 2S2GTA03C00470001,5MTx2,1590,Petrol,10.0,6.8,8.0,28.2,41.5,35.3,193,556,III,73.1,0.576,0.069,0.047,0.022
SUZUKI,Grand Vitara,1.6(A) Soft Top From VIN 2S2GTA03C00470001,4ATx2,1590,Petrol,11.8,7.7,9.2,23.9,36.7,30.7,220,640,III,70.8,0.404,0.075,0.047,0.028
SUZUKI,Grand Vitara,1.6 Estate From VIN JSAFTA03V00150001,5MTx2,1590,Petrol,10.0,6.8,8.0,28.2,41.5,35.3,193,556,III,73.1,0.576,0.069,0.047,0.022,
SUZUKI,Grand Vitara,1.6(A) Estate From VIN JSAFTA03V00150001,4ATx2,1590,Petrol,11.8,7.7,9.2,23.9,36.7,30.7,220,640,III,70.8,0.404,0.075,0.047,0.028,
SUZUKI,Grand Vitara,2.0 3 door Soft Top From VIN 2S2GTA52C00470001,5MTx2,1995,Petrol,12.0,7.6,9.2,23.5,37.2,30.7,220,640,III,73.2,0.563,0.071,0.047,0.024,
SUZUKI,Grand Vitara,2.0(A) 3 door Soft Top From VIN 2S2GTA52C00470001,4ATx2,1995,Petrol,12.2,7.9,9.5,23.2,35.8,29.7,232,661,III,72.1,0.355,0.087,0.043,0.044,
SUZUKI,Grand Vitara,2.0 3 door Estate From VIN JSAFTA52V00150001,5MTx2,1995,Petrol,12.0,7.6,9.2,23.5,35.8,30.7,220,640,III,73.2,0.563,0.071,0.047,0.024,
SUZUKI,Grand Vitara,2.0(A) 3 door Estate From VIN JSAFTA52V00150001,4ATx2,1995,Petrol,12.2,7.9,9.5,23.2,37.2,29.7,232,661,III,72.1,0.355,0.087,0.043,0.044,
SUZUKI,Grand Vitara,2.0 5 door Estate From VIN JSAFTL52V00150001,5MTx2,1995,Petrol,12.0,7.8,9.3,23.5,36.2,30.4,230,646,III,73.2,0.473,0.066,0.047,0.019,
SUZUKI,Grand Vitara,2.0(A) 5 door Estate From VIN JSAFTL52V00150001,4ATx2,1995,Petrol,12.7,8.2,9.8,22.2,34.4,28.8,250,682,III,72.1,0.349,0.086,0.042,0.044,
SUZUKI,Grand Vitara,2.0TD Estate From VIN JSAFTD82V00100001,5MTx2,1997,Diesel,8.0,5.8,6.6,35.3,48.7,42.8,190,478,III,74.0,0.145,0.506,0.018,0.488,0.058
SUZUKI,Grand Vitara,2.0(A)TD Estate From VIN JSAFTD82V00100001,4ATx2,1997,Diesel,9.9,6.4,7.7,28.5,44.1,36.7,215,557,III,72.5,0.035,0.584,0.007,0.577,0.036
SUZUKI,Grand Vitara,XL-7 From VIN JSAHTX92V00100001,5MTx2,2736,Petrol,13.8,9.1,10.8,20.5,31.0,26.2,260,750,III,73.0,0.373,0.085,0.049,0.036,
SUZUKI,Grand Vitara,XL-7(A) From VIN JSAHTX92V00100001,4ATx2,2736,Petrol,15.6,9.9,12.0,18.1,28.5,23.5,285,836,III,70.0,0.360,0.044,0.028,0.016,
TATA,Safari,2.0 L/EX Tdi 4x4,M5,1948,Diesel,11.6,8.2,9.5,24.4,34.0,29.8,249,686,III,74.0,0.457,0.702,,0.623,0.078
TOYOTA,Yaris,1.0 VVT-i ,M5,998,Petrol,6.9,5.1,5.7,40.9,55.4,49.6,137,396,III,69.4,0.430,0.150,0.120,0.030,
TOYOTA,Yaris,1.3 VVT-i,M5,1299,Petrol,7.7,5.0,6.0,36.7,56.5,47.1,144,417,III,70.0,0.880,0.140,0.100,0.040,
TOYOTA,Yaris,1.3 VVT-i,A4,1299,Petrol,8.8,5.5,6.7,32.1,51.4,42.2,160,465,III,70.0,0.700,0.170,0.120,0.050,
TOYOTA,Yaris,Verso 1.3 VVT-i,M5,1299,Petrol,8.0,5.5,6.4,35.3,51.4,44.1,155,445,III,71.0,1.020,,0.120,0.090,
TOYOTA,Yaris,Verso 1.3 VVT-i,A4,1299,Petrol,8.9,5.8,6.9,31.7,48.7,40.9,167,480,III,70.0,0.840,,0.130,0.050,
TOYOTA,Yaris,1.4 D-4D S & GS 3 door,M5,1364,Diesel,5.1,3.7,4.2,55.4,76.3,67.3,113,304,III,70.1,0.230,0.390,,0.350,0.029
TOYOTA,Yaris,1.4 D-4D GLS & CDX 3 door,M5,1364,Diesel,5.3,3.8,4.4,53.3,74.3,64.2,117,319,III,70.1,0.230,0.390,,0.350,0.029
TOYOTA,Yaris,1.4 D-4D 5 door,M5,1364,Diesel,5.3,3.8,4.4,53.3,74.3,64.2,117,319,III,70.1,0.230,0.390,,0.350,0.029
TOYOTA,Yaris,Verso 1.4 D-4D,M5,1364,Diesel,6.0,4.4,5.0,47.1,64.2,56.5,133,362,III,69.8,0.160,0.430,,0.400,0.039
TOYOTA,Yaris,1.5 VVT-i 3 door,M5,1497,Petrol,8.8,5.8,6.9,32.1,48.7,40.9,164,480,III,71.0,1.066,,0.091,0.038,
TOYOTA,Yaris,1.5 VVT-i 5 door,M5,1497,Petrol,8.9,5.8,7.0,31.7,48.7,40.4,165,486,III,71.0,1.066,,0.091,0.038,
TOYOTA,Avensis,1.6 VVT-i Saloon (no A/C),M5,1598,Petrol,9.5,5.6,7.0,29.7,50.4,40.4,168,486,III,73.0,0.970,,0.120,0.090,
TOYOTA,Avensis,1.6 VVT-i Saloon/Liftback,M5,1598,Petrol,9.5,5.7,7.1,29.7,49.6,39.8,170,493,III,73.0,0.970,,0.120,0.090,
TOYOTA,Avensis,2.0 VVT-i Saloon/Liftback,M5,1998,Petrol,10.3,6.1,7.6,27.4,46.3,37.2,181,528,III,72.0,0.540,,0.070,0.050,
TOYOTA,Avensis,2.0 VVT-i Saloon,A4,1998,Petrol,11.9,6.7,8.6,23.7,42.2,32.8,207,599,III,71.0,0.760,,0.080,0.040,
TOYOTA,Avensis,2.0 VVT-i Liftback,A4,1998,Petrol,12.1,6.9,8.8,23.3,40.9,32.1,212,612,III,71.0,0.760,,0.080,0.040,
TOYOTA,Avensis,2.0 VVT-i Estate ,M5,1998,Petrol,10.6,6.4,7.9,26.6,44.1,35.8,188,549,III,72.0,0.540,,0.070,0.050,
TOYOTA,Avensis,2.0 VVT-i Estate,A4,1998,Petrol,12.2,7.0,8.9,23.2,40.4,31.7,216,620,III,71.0,0.760,,0.080,0.040,
TOYOTA,Avensis,2.0 D4-D Saloon/Liftback (no A/C),M5,1995,Diesel,7.8,4.7,5.8,36.2,60.1,48.7,155,420,III,73.0,0.330,0.520,,0.490,0.044
TOYOTA,Avensis,2.0 D4-D Saloon/Liftback,M5,1995,Diesel,8.0,4.8,5.9,35.3,58.9,47.9,158,427,III,73.0,0.330,0.520,,0.490,0.044
TOYOTA,Avensis,2.0 D4-D Estate,M5,1995,Diesel,8.0,5.0,6.0,35.3,56.5,47.1,161,434,III,73.0,0.330,0.520,,0.490,0.044
TOYOTA,Avensis,Verso 2.0 VVT-i,M5,1998,Petrol,11.5,6.8,8.6,24.6,41.5,32.8,202,599,III,73.1,1.080,,0.090,0.060,
TOYOTA,Avensis,Verso 2.0 VVT-i,A4,1998,Petrol,12.0,7.3,8.9,23.5,38.7,31.7,213,620,III,71.1,0.970,,0.110,0.090,
TOYOTA,Avensis,Verso 2.0 D-4D,M5,1995,Diesel,8.1,5.6,6.5,34.9,50.4,43.5,173,470,III,73.7,0.040,0.430,,0.430,0.034
TOYOTA,Corolla,Verso 2.0 D-4D,M5,1995,Diesel,7.9,5.3,6.2,35.8,53.3,45.6,164,449,III,71.0,0.190,0.420,,0.410,0.032
TOYOTA,Corolla,2.0 D-4D 3 & 5 door (90bhp),M5,1995,Diesel,7.2,4.8,5.7,39.2,58.9,49.6,153,412,III,72.0,0.240,0.480,,0.450,0.034
TOYOTA,Corolla,2.0 D-4D 3 & 5 door (110bhp),M5,1995,Diesel,7.5,4.8,5.8,37.7,58.9,48.7,154,420,III,72.0,0.240,0.400,,0.390,0.035
TOYOTA,Corolla,2.0 D-4D 4-door,M5,1995,Diesel,7.2,4.8,5.7,39.2,58.9,49.6,153,412,III,71.0,0.240,0.480,,0.450,0.034
TOYOTA,Corolla,2.0 D-4D Estate,M5,1995,Diesel,7.4,5.0,5.9,38.2,56.5,47.9,156,427,III,72.0,0.240,0.480,,0.450,0.034
TOYOTA,Corolla,1.8 VVT-i 3 & 5 door,M6,1796,Petrol,11.1,6.8,8.3,25.4,41.5,34.0,198,578,IV,72.0,1.210,,0.100,0.080,
TOYOTA,Corolla,Verso 1.8 VVT-I,M5,1796,Petrol,10.0,6.3,7.6,28.2,44.8,37.2,181,528,IV,72.0,0.650,,0.090,0.080,
TOYOTA,Corolla,Verso 1.8 VVT-I,A4,1796,Petrol,10.9,6.7,8.2,25.9,42.2,34.4,195,571,IV,69.0,0.650,,0.170,0.110,
TOYOTA,RAV4,1.8 VVT-i ,M5,1784,Petrol,9.4,6.2,7.4,30.1,45.6,38.2,175,514,III,71.0,0.900,,0.070,0.050,
TOYOTA,RAV4,2.0 VVT-i ,M5,1988,Petrol,11.4,7.3,8.8,24.8,38.7,32.1,211,612,III,73.0,0.610,,0.070,0.040,
TOYOTA,RAV4,2.0 VVT-i ,A4,1988,Petrol,12.4,7.6,9.3,22.8,37.2,30.4,224,646,III,72.0,0.730,,0.100,0.030,
TOYOTA,RAV4,2.0 D-4D,M5,1995,Diesel,8.9,6.1,7.1,31.7,46.3,39.8,190,514,III,72.9,0.080,0.440,,0.440,0.036,
TOYOTA,Celica,1.8 VVT-I (140bhp),M6,1794,Petrol,10.3,6.2,7.7,27.4,45.6,36.7,185,535,III,73.0,1.220,,0.130,0.030,,
TOYOTA,Celica,1.8 VVT-i (190bhp),M6,1796,Petrol,11.5,6.6,8.4,24.6,42.8,33.6,200,584,III,72.0,1.234,,0.097,0.042,,
TOYOTA,Camry,2.4 VVT-I,M5,2362,Petrol,11.7,6.9,8.6,24.1,40.9,32.8,206,599,III,70.2,0.320,,0.040,0.020,,
TOYOTA,Camry,2.4 VVT-I,A4,2362,Petrol,13.2,7.6,9.7,21.4,37.2,29.1,233,675,III,67.5,0.350,,0.070,0.020,,
TOYOTA,Camry,3.0 V6,A4,2995,Petrol,15.7,8.3,11.0,18.0,34.0,25.7,263,764,III,69.5,0.360,,0.060,0.020,,
TOYOTA,MR2,1.8 VVT-i,M5,1794,Petrol,10.1,5.9,7.4,28.0,47.9,38.2,178,514,III,72.0,1.010,,0.060,0.010,,
TOYOTA,Previa,2.4 VVT-i ,M5,2362,Petrol,12.2,8.0,9.5,23.2,35.3,29.7,228,661,III,72.0,0.890,0.160,0.070,0.090,,
TOYOTA,Previa,2.4 VVT-i ,A4,2362,Petrol,14.5,8.7,10.8,19.5,32.5,26.2,259,750,III,71.0,1.020,0.100,0.080,0.020,,
